DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(TAFBA);10(TAFBA1);11(TAFBB);12(TAFBC);13(TAFBC1);14(TAFBD)
2019-08-08 00:00:00;8;7;4;2;4;4;6;6;0;0;0;0;0;0
2019-08-08 00:15:00;15;14;3;1;5;9;2;8;0;0;0;0;0;0
2019-08-08 00:30:00;13;10;3;4;5;10;5;4;0;0;0;0;0;0
2019-08-08 00:45:00;9;9;6;1;5;7;3;3;0;0;0;0;0;0
2019-08-08 01:00:00;8;3;1;0;8;10;1;3;0;0;0;0;0;0
2019-08-08 01:15:00;9;4;4;2;8;11;3;1;0;0;0;0;0;0
2019-08-08 01:30:00;10;2;1;2;2;3;2;4;0;0;0;0;0;0
2019-08-08 01:45:00;3;4;0;0;5;1;4;0;0;0;0;0;0;0
2019-08-08 02:00:00;5;0;3;0;5;5;1;0;0;0;0;0;0;0
2019-08-08 02:15:00;4;3;2;0;8;4;2;0;0;0;0;0;0;0
2019-08-08 02:30:00;4;2;0;0;8;4;5;3;0;0;0;0;0;0
2019-08-08 02:45:00;9;4;1;1;3;4;2;2;0;0;0;0;0;0
2019-08-08 03:00:00;4;5;4;0;5;4;1;1;0;0;0;0;0;0
2019-08-08 03:15:00;8;3;1;0;4;2;1;1;0;0;0;0;0;0
2019-08-08 03:30:00;4;0;0;0;3;1;0;1;0;0;0;0;0;0
2019-08-08 03:45:00;10;3;2;2;2;1;2;5;0;0;0;0;0;0
2019-08-08 04:00:00;6;0;0;0;5;10;3;3;0;0;0;0;0;0
2019-08-08 04:15:00;7;2;6;0;7;5;3;4;0;0;0;0;0;0
2019-08-08 04:30:00;13;6;12;2;14;10;5;6;0;0;0;0;0;0
2019-08-08 04:45:00;15;7;15;2;7;11;9;7;0;0;0;0;4;0
2019-08-08 05:00:00;30;11;31;1;24;26;9;9;0;0;0;0;0;0
2019-08-08 05:15:00;43;14;79;1;16;30;10;12;0;0;0;0;0;0
2019-08-08 05:30:00;63;42;86;13;29;52;27;27;0;0;0;0;0;0
2019-08-08 05:45:00;73;71;50;21;36;52;49;28;0;0;0;2;0;0
