DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1)
2020-03-01 00:00:00;9;0;2;6;13
2020-03-01 00:15:00;16;2;6;11;9
2020-03-01 00:30:00;7;2;2;7;9
2020-03-01 00:45:00;4;0;2;5;8
2020-03-01 01:00:00;7;1;0;8;2
2020-03-01 01:15:00;6;2;5;4;3
2020-03-01 01:30:00;4;0;0;5;7
2020-03-01 01:45:00;5;0;0;4;2
2020-03-01 02:00:00;4;0;0;7;1
2020-03-01 02:15:00;9;3;4;7;4
2020-03-01 02:30:00;4;0;1;0;3
2020-03-01 02:45:00;5;0;0;2;1
2020-03-01 03:00:00;3;1;2;7;2
2020-03-01 03:15:00;4;2;7;9;4
2020-03-01 03:30:00;4;0;1;6;4
2020-03-01 03:45:00;2;0;0;3;2
2020-03-01 04:00:00;5;2;1;3;3
2020-03-01 04:15:00;6;2;3;5;3
2020-03-01 04:30:00;1;0;1;3;1
2020-03-01 04:45:00;3;0;1;2;1
2020-03-01 05:00:00;4;0;1;4;4
2020-03-01 05:15:00;5;2;2;6;4
2020-03-01 05:30:00;5;0;0;3;2
2020-03-01 05:45:00;2;0;0;1;4
2020-03-01 06:00:00;1;0;4;3;4
2020-03-01 06:15:00;5;2;2;3;1
2020-03-01 06:30:00;2;1;1;4;2
2020-03-01 06:45:00;3;0;0;2;2
2020-03-01 07:00:00;1;0;1;1;4
2020-03-01 07:15:00;3;2;3;5;8
2020-03-01 07:30:00;3;1;2;6;9
2020-03-01 07:45:00;4;4;5;8;18
2020-03-01 08:00:00;6;0;2;7;10
2020-03-01 08:15:00;6;3;2;3;16
2020-03-01 08:30:00;9;3;5;6;12
2020-03-01 08:45:00;8;2;5;2;18
2020-03-01 09:00:00;12;3;5;3;18
2020-03-01 09:15:00;19;2;3;8;21
2020-03-01 09:30:00;20;9;1;10;33
2020-03-01 09:45:00;26;7;7;14;36
2020-03-01 10:00:00;11;3;10;12;19
2020-03-01 10:15:00;13;3;2;10;20
2020-03-01 10:30:00;21;5;4;6;34
2020-03-01 10:45:00;23;7;8;10;38
2020-03-01 11:00:00;23;4;6;15;33
2020-03-01 11:15:00;36;3;9;23;40
2020-03-01 11:30:00;34;5;5;13;47
2020-03-01 11:45:00;43;5;6;19;38
2020-03-01 12:00:00;46;3;13;22;40
2020-03-01 12:15:00;38;4;6;16;32
2020-03-01 12:30:00;36;3;8;15;31
2020-03-01 12:45:00;38;6;12;18;49
2020-03-01 13:00:00;29;8;7;18;34
2020-03-01 13:15:00;26;8;12;16;46
2020-03-01 13:30:00;45;8;6;11;49
2020-03-01 13:45:00;33;3;9;19;62
2020-03-01 14:00:00;42;1;12;17;50
2020-03-01 14:15:00;34;4;13;18;66
2020-03-01 14:30:00;53;15;9;17;67
2020-03-01 14:45:00;42;6;11;23;70
2020-03-01 15:00:00;54;9;9;19;61
2020-03-01 15:15:00;31;9;5;17;46
2020-03-01 15:30:00;43;8;19;17;39
2020-03-01 15:45:00;54;4;10;25;67
2020-03-01 16:00:00;33;9;15;19;51
2020-03-01 16:15:00;27;1;5;22;55
2020-03-01 16:30:00;46;6;15;21;51
2020-03-01 16:45:00;43;6;11;21;65
2020-03-01 17:00:00;53;7;9;22;45
2020-03-01 17:15:00;35;6;8;25;53
2020-03-01 17:30:00;42;7;9;12;47
2020-03-01 17:45:00;42;7;9;26;54
2020-03-01 18:00:00;41;5;5;22;31
2020-03-01 18:15:00;28;3;8;14;53
2020-03-01 18:30:00;27;13;10;19;58
2020-03-01 18:45:00;18;4;6;77;45
2020-03-01 19:00:00;27;7;10;15;39
2020-03-01 19:15:00;23;4;2;20;27
2020-03-01 19:30:00;17;3;2;13;29
2020-03-01 19:45:00;24;0;5;14;34
2020-03-01 20:00:00;24;2;3;5;20
2020-03-01 20:15:00;17;3;9;11;22
2020-03-01 20:30:00;16;2;2;11;25
2020-03-01 20:45:00;18;1;5;3;23
2020-03-01 21:00:00;14;4;6;13;8
2020-03-01 21:15:00;16;2;2;3;14
2020-03-01 21:30:00;12;1;4;7;16
2020-03-01 21:45:00;10;1;3;5;5
2020-03-01 22:00:00;12;3;7;11;7
2020-03-01 22:15:00;8;0;1;3;9
2020-03-01 22:30:00;11;2;0;8;5
2020-03-01 22:45:00;5;1;1;5;3
2020-03-01 23:00:00;5;2;6;8;3
2020-03-01 23:15:00;2;0;1;2;2
2020-03-01 23:30:00;0;0;0;3;1
2020-03-01 23:45:00;5;0;0;4;4
