DATUM;1(TAA);3(DA1);4(DA2);5(DC1);6(DC2);7(DC3);8(DC4)
2020-07-10 00:00:00;0;7;7;16;4;0;0
2020-07-10 00:15:00;0;14;9;16;10;2;2
2020-07-10 00:30:00;0;8;1;11;9;1;1
2020-07-10 00:45:00;0;11;8;10;6;0;0
2020-07-10 01:00:00;0;6;6;8;8;0;0
2020-07-10 01:15:00;0;6;2;7;5;0;0
2020-07-10 01:30:00;0;10;3;9;2;0;0
2020-07-10 01:45:00;0;6;2;10;3;0;0
2020-07-10 02:00:00;0;4;4;7;4;0;0
2020-07-10 02:15:00;0;4;2;6;3;0;0
2020-07-10 02:30:00;0;1;1;4;1;0;0
2020-07-10 02:45:00;0;7;2;8;3;0;0
2020-07-10 03:00:00;0;3;1;8;3;0;0
2020-07-10 03:15:00;0;6;2;4;4;0;0
2020-07-10 03:30:00;0;2;2;7;3;0;0
2020-07-10 03:45:00;0;3;1;3;2;0;0
2020-07-10 04:00:00;0;7;1;7;2;0;0
2020-07-10 04:15:00;0;4;0;11;5;0;0
2020-07-10 04:30:00;0;12;8;10;3;0;0
2020-07-10 04:45:00;0;22;9;6;8;0;0
2020-07-10 05:00:00;0;49;37;25;11;0;0
2020-07-10 05:15:00;1;73;61;25;22;0;0
2020-07-10 05:30:00;3;56;38;33;34;1;1
2020-07-10 05:45:00;4;35;57;43;34;2;2
2020-07-10 06:00:00;2;50;57;59;51;5;5
2020-07-10 06:15:00;1;66;81;67;46;4;3
2020-07-10 06:30:00;1;76;102;65;51;7;8
2020-07-10 06:45:00;6;91;99;59;50;3;3
2020-07-10 07:00:00;2;95;110;68;55;6;6
2020-07-10 07:15:00;17;116;128;80;72;7;7
2020-07-10 07:30:00;31;107;132;82;77;3;3
2020-07-10 07:45:00;17;124;114;108;94;6;6
2020-07-10 08:00:00;12;93;91;89;73;6;6
2020-07-10 08:15:00;4;91;97;84;85;2;2
2020-07-10 08:30:00;19;90;105;101;102;4;4
2020-07-10 08:45:00;46;93;122;99;83;4;4
2020-07-10 09:00:00;25;100;91;99;75;3;3
2020-07-10 09:15:00;3;99;89;110;97;4;4
2020-07-10 09:30:00;9;99;105;90;96;3;3
2020-07-10 09:45:00;22;107;104;106;100;4;4
2020-07-10 10:00:00;13;104;100;110;102;3;3
2020-07-10 10:15:00;13;102;107;103;96;3;3
2020-07-10 10:30:00;47;82;94;113;129;5;5
2020-07-10 10:45:00;7;106;98;120;124;3;3
2020-07-10 11:00:00;8;110;120;106;112;3;2
2020-07-10 11:15:00;3;92;71;133;135;4;5
2020-07-10 11:30:00;32;107;97;130;133;6;6
2020-07-10 11:45:00;29;114;118;141;151;2;2
2020-07-10 12:00:00;32;122;110;122;137;3;3
2020-07-10 12:15:00;20;123;101;138;146;3;3
2020-07-10 12:30:00;16;120;122;116;122;4;4
2020-07-10 12:45:00;15;109;109;121;146;3;3
2020-07-10 13:00:00;12;119;137;133;149;3;3
2020-07-10 13:15:00;19;116;129;117;148;8;8
2020-07-10 13:30:00;16;121;88;130;147;5;5
2020-07-10 13:45:00;14;121;119;131;125;4;4
2020-07-10 14:00:00;18;117;106;122;117;4;4
2020-07-10 14:15:00;10;108;97;140;147;2;2
2020-07-10 14:30:00;55;119;105;142;148;6;6
2020-07-10 14:45:00;25;108;109;143;163;2;2
2020-07-10 15:00:00;9;108;104;121;127;5;5
2020-07-10 15:15:00;11;102;106;120;141;2;2
2020-07-10 15:30:00;23;105;137;123;133;5;5
2020-07-10 15:45:00;10;106;111;124;142;4;4
2020-07-10 16:00:00;13;103;108;137;149;3;3
2020-07-10 16:15:00;6;90;84;126;130;3;3
2020-07-10 16:30:00;51;112;106;127;127;6;6
2020-07-10 16:45:00;16;99;110;103;116;4;4
2020-07-10 17:00:00;10;102;106;123;130;4;4
2020-07-10 17:15:00;11;104;114;118;109;2;2
2020-07-10 17:30:00;11;106;108;110;118;6;6
2020-07-10 17:45:00;7;115;134;103;108;3;3
2020-07-10 18:00:00;4;109;120;105;112;4;4
2020-07-10 18:15:00;6;84;91;120;105;2;2
2020-07-10 18:30:00;4;99;92;104;100;5;5
2020-07-10 18:45:00;10;91;77;92;88;4;4
2020-07-10 19:00:00;8;61;126;88;85;3;3
2020-07-10 19:15:00;19;54;120;86;85;3;3
2020-07-10 19:30:00;5;44;121;66;74;5;5
2020-07-10 19:45:00;10;38;131;68;61;2;2
2020-07-10 20:00:00;8;41;121;76;63;3;3
2020-07-10 20:15:00;0;37;56;97;79;2;2
2020-07-10 20:30:00;10;36;93;70;56;3;3
2020-07-10 20:45:00;12;39;100;73;57;1;1
2020-07-10 21:00:00;15;38;119;57;49;3;3
2020-07-10 21:15:00;3;36;109;71;50;1;1
2020-07-10 21:30:00;2;20;78;53;46;1;1
2020-07-10 21:45:00;1;16;71;85;69;0;0
2020-07-10 22:00:00;3;14;78;68;69;2;2
2020-07-10 22:15:00;6;12;65;83;72;1;1
2020-07-10 22:30:00;0;13;63;51;50;2;2
2020-07-10 22:45:00;0;14;55;44;34;1;1
2020-07-10 23:00:00;3;18;49;38;27;2;2
2020-07-10 23:15:00;3;28;35;58;26;1;1
2020-07-10 23:30:00;1;29;27;35;35;1;1
2020-07-10 23:45:00;0;21;14;33;20;0;0
