DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(TA1);8(TA2)
2020-05-26 00:00:00;2;6;0;0;4;6;0;0
2020-05-26 00:15:00;2;2;2;0;2;3;0;0
2020-05-26 00:30:00;2;2;0;0;2;2;0;0
2020-05-26 00:45:00;7;2;0;0;2;1;0;0
2020-05-26 01:00:00;4;3;0;0;0;0;0;0
2020-05-26 01:15:00;4;1;0;0;4;0;0;0
2020-05-26 01:30:00;0;2;0;0;3;3;0;0
2020-05-26 01:45:00;0;2;0;0;1;3;0;0
2020-05-26 02:00:00;3;5;0;0;0;0;0;0
2020-05-26 02:15:00;3;1;0;0;2;1;0;0
2020-05-26 02:30:00;1;4;0;0;0;5;0;0
2020-05-26 02:45:00;2;2;1;0;2;0;0;0
2020-05-26 03:00:00;2;0;0;0;1;0;0;0
2020-05-26 03:15:00;5;2;0;0;2;1;0;0
2020-05-26 03:30:00;2;2;0;0;1;2;0;0
2020-05-26 03:45:00;1;2;0;0;0;3;0;0
2020-05-26 04:00:00;1;2;0;0;0;0;0;0
2020-05-26 04:15:00;1;3;0;0;4;2;0;0
2020-05-26 04:30:00;1;5;0;0;3;5;0;0
2020-05-26 04:45:00;9;4;0;0;5;11;0;0
2020-05-26 05:00:00;9;18;0;0;18;20;12;0
2020-05-26 05:15:00;18;36;1;0;36;76;14;5
2020-05-26 05:30:00;27;55;2;0;44;60;18;5
2020-05-26 05:45:00;47;89;4;0;59;41;14;13
2020-05-26 06:00:00;47;77;4;0;41;26;2;17
2020-05-26 06:15:00;23;75;3;0;45;35;12;4
2020-05-26 06:30:00;42;80;2;0;61;43;10;1
2020-05-26 06:45:00;26;78;1;0;49;43;17;0
2020-05-26 07:00:00;34;71;2;0;45;45;10;2
2020-05-26 07:15:00;41;71;5;0;50;53;11;0
2020-05-26 07:30:00;47;71;3;0;49;50;14;2
2020-05-26 07:45:00;44;63;7;0;60;60;9;4
2020-05-26 08:00:00;43;45;5;0;44;33;7;0
2020-05-26 08:15:00;35;75;4;0;33;28;9;0
2020-05-26 08:30:00;32;37;6;0;35;29;9;0
2020-05-26 08:45:00;23;43;4;0;28;31;4;0
2020-05-26 09:00:00;25;34;6;0;25;15;8;5
2020-05-26 09:15:00;24;34;7;0;32;22;2;2
2020-05-26 09:30:00;20;28;8;0;28;25;1;0
2020-05-26 09:45:00;24;36;7;0;27;20;0;2
2020-05-26 10:00:00;32;31;5;0;36;28;5;4
2020-05-26 10:15:00;23;31;6;0;31;20;0;8
2020-05-26 10:30:00;25;38;7;0;36;31;6;9
2020-05-26 10:45:00;37;25;9;0;27;21;2;1
2020-05-26 11:00:00;35;42;9;0;31;18;4;5
2020-05-26 11:15:00;25;47;4;0;34;33;2;2
2020-05-26 11:30:00;34;31;12;0;41;18;0;6
2020-05-26 11:45:00;29;27;5;0;33;26;1;11
2020-05-26 12:00:00;24;36;6;0;36;22;5;9
2020-05-26 12:15:00;40;31;10;0;30;27;3;6
2020-05-26 12:30:00;32;51;6;0;38;41;3;9
2020-05-26 12:45:00;27;47;6;0;51;41;13;5
2020-05-26 13:00:00;32;41;6;0;54;62;18;5
2020-05-26 13:15:00;28;54;5;0;60;66;13;7
2020-05-26 13:30:00;40;63;6;0;77;103;12;3
2020-05-26 13:45:00;45;66;10;0;76;132;9;5
2020-05-26 14:00:00;67;93;9;0;81;85;8;9
2020-05-26 14:15:00;101;116;8;0;51;34;2;18
