DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DE1);9(DE2);10(DE3);11(DF1);12(DG1)
2019-11-28 00:00:00;21;7;5;6;10;13;20;13;18;0;0;0
2019-11-28 00:15:00;12;6;4;11;8;20;13;5;17;0;0;1
2019-11-28 00:30:00;15;10;4;8;13;13;15;16;15;0;0;1
2019-11-28 00:45:00;7;3;1;2;7;19;6;5;15;1;0;1
2019-11-28 01:00:00;6;4;3;1;9;14;8;9;13;0;0;0
2019-11-28 01:15:00;11;7;1;6;6;4;10;8;5;0;0;3
2019-11-28 01:30:00;13;7;1;2;4;7;11;4;7;0;0;0
2019-11-28 01:45:00;10;5;1;1;3;5;9;3;5;0;0;0
2019-11-28 02:00:00;13;9;0;0;5;4;13;5;2;0;1;1
2019-11-28 02:15:00;10;5;0;0;5;1;12;0;0;0;0;0
2019-11-28 02:30:00;8;4;1;3;2;1;10;2;0;0;0;0
2019-11-28 02:45:00;13;7;1;3;3;4;12;3;1;0;0;0
2019-11-28 03:00:00;6;3;1;0;6;5;7;7;4;0;0;0
2019-11-28 03:15:00;2;1;0;0;2;8;3;3;5;1;0;0
2019-11-28 03:30:00;11;5;0;1;4;5;12;8;6;0;0;0
2019-11-28 03:45:00;12;5;0;1;4;2;12;5;5;0;0;0
2019-11-28 04:00:00;18;9;0;0;9;6;19;12;10;0;0;0
2019-11-28 04:15:00;23;6;0;0;6;7;21;8;10;1;0;0
2019-11-28 04:30:00;20;11;1;0;13;18;21;18;19;1;0;2
2019-11-28 04:45:00;26;15;1;0;23;31;26;33;37;0;0;1
2019-11-28 05:00:00;48;14;1;4;28;42;47;38;39;0;0;2
2019-11-28 05:15:00;70;20;2;3;43;58;68;60;41;1;0;4
2019-11-28 05:30:00;104;24;12;5;45;80;102;74;62;0;0;8
2019-11-28 05:45:00;145;31;6;9;41;68;144;52;53;2;0;5
2019-11-28 06:00:00;183;47;2;11;48;71;180;50;60;2;0;1
2019-11-28 06:15:00;235;40;2;9;40;101;240;68;56;1;0;5
2019-11-28 06:30:00;218;37;13;14;40;148;218;98;69;2;0;17
2019-11-28 06:45:00;202;39;10;28;39;117;215;100;73;3;0;13
2019-11-28 07:00:00;185;29;17;18;30;105;202;91;74;2;0;16
2019-11-28 07:15:00;229;36;17;16;24;219;251;102;108;5;1;12
2019-11-28 07:30:00;203;42;42;29;73;232;241;147;164;3;0;27
2019-11-28 07:45:00;195;47;36;30;156;219;234;114;99;5;1;20
2019-11-28 08:00:00;180;40;16;28;154;181;206;95;116;5;0;15
2019-11-28 08:15:00;225;45;23;28;138;187;247;130;168;3;0;12
2019-11-28 08:30:00;199;47;29;32;127;181;234;111;156;3;0;15
2019-11-28 08:45:00;176;32;34;32;123;184;194;124;161;2;1;7
2019-11-28 09:00:00;153;29;27;20;107;176;170;116;164;2;1;8
2019-11-28 09:15:00;183;38;24;24;100;151;211;103;130;2;0;7
2019-11-28 09:30:00;179;33;31;38;105;121;200;107;117;1;2;5
2019-11-28 09:45:00;181;40;27;38;103;156;204;113;156;5;0;10
2019-11-28 10:00:00;153;34;34;41;81;123;169;92;122;2;3;9
2019-11-28 10:15:00;186;63;30;45;91;126;223;102;133;3;0;5
2019-11-28 10:30:00;193;45;33;44;95;124;214;99;141;2;0;5
2019-11-28 10:45:00;185;45;33;59;126;154;206;109;149;4;2;6
2019-11-28 11:00:00;207;38;38;35;88;131;226;97;119;1;0;2
2019-11-28 11:15:00;212;34;39;61;43;75;226;92;126;3;6;3
2019-11-28 11:30:00;208;34;31;54;50;70;223;92;105;5;2;8
2019-11-28 11:45:00;239;31;38;58;49;45;240;105;126;4;1;5
2019-11-28 12:00:00;248;34;34;59;67;77;262;108;128;1;2;6
2019-11-28 12:15:00;226;31;36;86;50;63;240;123;118;1;1;7
2019-11-28 12:30:00;244;27;31;67;48;74;261;112;131;1;4;5
2019-11-28 12:45:00;231;34;31;56;42;90;239;97;123;1;3;6
2019-11-28 13:00:00;234;30;41;80;73;109;203;102;141;2;2;7
2019-11-28 13:15:00;215;30;32;91;111;100;192;142;160;1;4;9
2019-11-28 13:30:00;254;34;30;59;95;94;212;115;173;3;7;8
2019-11-28 13:45:00;260;31;28;62;95;114;195;117;155;1;3;10
2019-11-28 14:00:00;258;32;48;64;59;88;216;126;146;1;3;8
2019-11-28 14:15:00;288;22;41;74;66;83;242;105;151;4;1;4
2019-11-28 14:30:00;292;23;27;72;72;135;238;111;162;2;3;10
2019-11-28 14:45:00;262;31;41;86;53;106;236;123;145;3;1;9
2019-11-28 15:00:00;250;24;33;68;38;73;220;103;130;1;0;14
2019-11-28 15:15:00;294;23;37;85;42;114;252;126;165;2;2;7
2019-11-28 15:30:00;258;25;34;72;90;139;230;117;165;1;3;8
2019-11-28 15:45:00;280;27;50;98;95;150;286;122;169;3;1;10
2019-11-28 16:00:00;253;18;35;77;88;146;204;111;153;2;4;9
2019-11-28 16:15:00;276;17;27;85;127;58;263;129;155;1;1;8
2019-11-28 16:30:00;240;17;37;101;107;64;173;125;152;1;4;11
2019-11-28 16:45:00;253;23;25;86;66;67;213;120;154;2;1;12
2019-11-28 17:00:00;246;23;39;81;53;67;191;108;137;1;4;14
2019-11-28 17:15:00;281;24;51;90;31;76;221;131;137;4;4;12
2019-11-28 17:30:00;266;29;44;89;62;79;280;121;151;2;6;12
2019-11-28 17:45:00;271;30;31;91;72;80;239;110;140;3;0;15
2019-11-28 18:00:00;277;44;37;73;68;100;220;124;131;7;1;17
2019-11-28 18:15:00;273;47;35;70;20;117;263;112;128;5;2;10
2019-11-28 18:30:00;260;40;31;61;64;103;246;104;126;1;3;11
2019-11-28 18:45:00;277;40;47;83;40;102;265;99;130;2;0;11
2019-11-28 19:00:00;230;40;36;68;53;72;248;102;107;2;7;16
2019-11-28 19:15:00;217;28;30;71;58;65;222;80;82;6;2;3
2019-11-28 19:30:00;201;26;34;75;58;73;195;79;90;3;5;5
2019-11-28 19:45:00;181;24;28;73;35;47;190;70;81;2;1;9
2019-11-28 20:00:00;181;22;29;60;39;59;179;76;73;3;2;4
2019-11-28 20:15:00;204;25;42;78;47;56;177;81;88;1;4;5
2019-11-28 20:30:00;146;21;29;53;37;39;142;78;74;0;0;8
2019-11-28 20:45:00;137;22;32;51;55;57;124;78;87;1;5;4
2019-11-28 21:00:00;109;21;31;56;38;44;107;77;87;1;3;10
2019-11-28 21:15:00;94;21;20;76;20;65;97;77;85;0;4;2
2019-11-28 21:30:00;129;24;28;69;34;47;127;64;61;1;4;2
2019-11-28 21:45:00;144;25;30;60;27;21;140;56;40;1;2;7
2019-11-28 22:00:00;227;38;25;44;36;41;230;61;60;0;4;2
2019-11-28 22:15:00;222;32;27;48;25;33;181;43;41;1;3;6
2019-11-28 22:30:00;99;23;18;44;26;28;103;45;40;1;0;2
2019-11-28 22:45:00;65;17;18;56;23;34;70;39;34;0;0;2
2019-11-28 23:00:00;66;20;8;38;22;23;71;27;32;0;0;2
