DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DD1);12(DD2);13(DFR)
2019-09-16 00:00:00;0;2;0;0;0;0;0;2;0;0;0;0;0
2019-09-16 00:15:00;0;1;0;0;0;0;0;1;0;0;0;0;0
2019-09-16 00:30:00;0;2;2;1;0;0;0;0;0;0;0;0;0
2019-09-16 00:45:00;0;2;1;1;0;3;0;2;0;0;0;0;0
2019-09-16 01:00:00;0;1;1;1;1;1;1;1;0;0;0;0;0
2019-09-16 01:15:00;0;4;2;2;1;0;1;1;0;0;0;0;0
2019-09-16 01:30:00;0;3;1;1;0;1;0;2;0;0;0;0;0
2019-09-16 01:45:00;0;0;1;0;0;0;0;0;0;0;0;0;0
2019-09-16 02:00:00;3;0;0;0;0;1;0;1;0;0;0;0;0
2019-09-16 02:15:00;0;1;0;1;0;0;0;1;0;0;0;0;0
2019-09-16 02:30:00;2;2;1;0;0;0;0;1;0;0;0;0;0
2019-09-16 02:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-16 03:00:00;2;4;1;1;0;0;0;1;0;0;0;0;0
2019-09-16 03:15:00;0;1;1;1;0;0;2;1;0;0;0;0;0
2019-09-16 03:30:00;2;0;1;1;0;0;0;2;0;0;0;0;0
2019-09-16 03:45:00;1;0;1;1;0;1;1;1;0;0;0;0;0
2019-09-16 04:00:00;0;2;0;0;0;1;0;5;0;0;0;0;0
2019-09-16 04:15:00;2;1;2;2;1;0;1;6;0;0;0;0;0
2019-09-16 04:30:00;1;9;11;11;1;0;1;8;0;0;0;0;0
2019-09-16 04:45:00;0;8;25;26;1;2;1;9;0;0;0;0;0
2019-09-16 05:00:00;4;25;34;34;8;5;8;32;0;0;0;0;0
2019-09-16 05:15:00;23;62;119;124;14;8;15;67;0;0;0;0;0
2019-09-16 05:30:00;11;109;118;115;14;22;17;59;0;0;0;0;0
2019-09-16 05:45:00;10;66;59;60;9;13;10;52;0;0;0;0;0
2019-09-16 06:00:00;6;46;15;19;12;16;12;51;0;0;0;0;0
2019-09-16 06:15:00;6;66;36;38;9;8;9;76;0;0;0;0;0
2019-09-16 06:30:00;7;93;40;39;23;18;22;98;0;0;0;0;0
2019-09-16 06:45:00;13;85;56;60;28;17;25;80;0;0;0;0;0
2019-09-16 07:00:00;10;70;50;53;24;22;24;96;0;0;0;0;0
2019-09-16 07:15:00;4;80;48;47;23;26;26;122;0;0;0;0;0
2019-09-16 07:30:00;7;84;45;43;27;30;25;96;0;0;0;0;0
2019-09-16 07:45:00;13;64;49;50;37;26;36;89;0;0;0;0;0
2019-09-16 08:00:00;6;77;49;51;23;26;24;98;0;0;0;0;0
2019-09-16 08:15:00;5;62;51;51;22;34;19;89;0;0;0;0;0
2019-09-16 08:30:00;8;63;23;24;13;30;14;73;0;0;0;0;0
2019-09-16 08:45:00;10;58;29;29;11;28;11;63;0;0;0;0;0
2019-09-16 09:00:00;7;43;28;29;12;28;19;49;0;0;0;0;0
2019-09-16 09:15:00;3;39;37;40;12;18;12;53;0;0;0;0;0
2019-09-16 09:30:00;6;32;27;27;11;25;13;59;0;0;0;0;0
2019-09-16 09:45:00;4;45;23;21;10;20;10;42;0;0;0;0;0
2019-09-16 10:00:00;7;38;25;26;11;25;13;47;0;0;0;0;0
2019-09-16 10:15:00;6;56;28;29;11;24;11;48;0;0;0;0;0
2019-09-16 10:30:00;3;36;21;20;16;14;18;39;0;0;0;0;0
2019-09-16 10:45:00;5;34;26;24;16;27;13;47;0;0;0;0;0
2019-09-16 11:00:00;8;42;25;26;16;19;15;52;0;0;0;0;0
2019-09-16 11:15:00;4;48;26;27;19;23;19;47;0;0;0;0;0
2019-09-16 11:30:00;8;53;19;17;16;32;16;28;0;0;0;0;0
2019-09-16 11:45:00;6;48;21;22;15;23;15;48;0;0;0;0;0
2019-09-16 12:00:00;3;53;26;28;21;24;22;62;0;0;0;0;0
2019-09-16 12:15:00;5;42;29;27;17;26;16;39;0;0;0;0;0
2019-09-16 12:30:00;8;64;22;22;16;31;16;48;0;0;0;0;0
2019-09-16 12:45:00;6;68;38;39;23;36;22;65;0;0;0;0;0
2019-09-16 13:00:00;11;75;58;61;21;39;20;57;0;0;0;0;0
2019-09-16 13:15:00;8;99;64;64;22;39;31;50;0;0;0;0;0
2019-09-16 13:30:00;18;104;74;78;47;37;51;59;0;0;0;0;0
2019-09-16 13:45:00;16;97;69;68;34;43;30;63;0;0;0;0;0
2019-09-16 14:00:00;6;77;50;49;42;94;50;84;0;0;0;0;0
2019-09-16 14:15:00;5;55;41;44;45;157;44;123;0;0;0;0;0
2019-09-16 14:30:00;3;71;37;37;51;107;49;53;0;0;0;0;0
2019-09-16 14:45:00;3;63;23;27;29;42;28;57;0;0;0;0;0
2019-09-16 15:00:00;1;73;27;29;31;62;33;80;0;0;0;0;0
