DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2)
2020-08-24 00:00:00;0;17;0;1;2;0;10;16;1;0
2020-08-24 00:15:00;0;17;0;1;2;6;23;18;3;2
2020-08-24 00:30:00;0;20;0;0;1;0;14;11;0;0
2020-08-24 00:45:00;0;15;1;1;0;2;19;9;0;0
2020-08-24 01:00:00;0;22;0;1;0;0;12;8;0;0
2020-08-24 01:15:00;0;14;0;2;1;0;17;8;0;0
2020-08-24 01:30:00;0;6;0;0;0;0;9;10;4;7
2020-08-24 01:45:00;0;6;0;0;1;1;7;5;0;0
2020-08-24 02:00:00;0;10;0;1;1;0;5;4;0;0
2020-08-24 02:15:00;0;8;0;0;2;0;8;7;1;1
2020-08-24 02:30:00;0;5;0;1;0;0;5;3;0;0
2020-08-24 02:45:00;0;5;0;0;1;1;6;1;0;0
2020-08-24 03:00:00;0;6;0;2;1;0;7;2;0;0
2020-08-24 03:15:00;0;7;0;0;0;1;5;3;1;0
2020-08-24 03:30:00;0;12;0;0;0;0;4;6;0;0
2020-08-24 03:45:00;0;9;0;1;2;3;12;4;0;0
2020-08-24 04:00:00;0;5;0;0;0;0;5;2;0;0
2020-08-24 04:15:00;0;16;0;0;0;6;11;6;4;2
2020-08-24 04:30:00;0;14;0;0;0;11;11;7;1;0
2020-08-24 04:45:00;0;26;0;1;1;21;30;9;2;2
2020-08-24 05:00:00;0;26;2;3;1;50;29;27;4;5
2020-08-24 05:15:00;0;36;0;5;1;120;55;72;5;6
2020-08-24 05:30:00;0;45;0;2;2;135;55;79;5;7
2020-08-24 05:45:00;0;61;5;9;8;107;50;71;5;9
2020-08-24 06:00:00;0;52;5;18;19;61;40;62;3;7
2020-08-24 06:15:00;0;35;0;2;0;48;17;30;7;13
2020-08-24 06:30:00;0;76;6;10;7;189;62;126;17;28
2020-08-24 06:45:00;0;95;3;11;10;154;63;131;19;23
2020-08-24 07:00:00;0;66;5;21;9;159;66;131;22;27
2020-08-24 07:15:00;0;90;10;26;15;139;47;113;16;21
2020-08-24 07:30:00;0;88;3;13;15;162;61;134;6;17
2020-08-24 07:45:00;0;95;5;23;15;131;61;117;20;28
2020-08-24 08:00:00;0;90;8;19;10;155;67;125;13;6
2020-08-24 08:15:00;0;98;11;18;12;115;77;117;9;8
2020-08-24 08:30:00;0;93;7;19;17;103;77;120;6;7
2020-08-24 08:45:00;0;100;5;16;19;67;82;110;7;7
2020-08-24 09:00:00;0;96;4;14;12;63;57;101;8;6
2020-08-24 09:15:00;0;109;5;18;20;44;84;127;5;3
2020-08-24 09:30:00;0;79;4;17;15;52;69;95;3;2
2020-08-24 09:45:00;0;112;7;22;16;58;82;126;10;6
