DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);9(TAFGA);10(TAFBA);11(TAFGB);12(TAFBB);13(TAFBC)
2019-12-08 00:00:00;1;20;12;15;12;0;0;0;0;0;0;0;0
2019-12-08 00:15:00;1;22;14;28;26;1;0;0;0;0;0;0;0
2019-12-08 00:30:00;1;29;8;33;14;0;0;0;0;0;0;0;0
2019-12-08 00:45:00;1;22;6;30;13;0;0;0;0;0;0;0;0
2019-12-08 01:00:00;0;18;12;23;18;0;1;1;0;0;0;0;0
2019-12-08 01:15:00;0;14;9;21;8;1;0;0;0;0;0;0;0
2019-12-08 01:30:00;2;13;7;14;4;1;0;1;0;0;0;0;0
2019-12-08 01:45:00;1;15;4;15;10;0;0;1;0;0;0;0;0
2019-12-08 02:00:00;0;12;7;15;1;1;0;1;0;0;0;0;0
2019-12-08 02:15:00;0;14;7;20;6;0;1;1;0;0;0;0;0
2019-12-08 02:30:00;0;9;0;7;5;0;0;0;0;0;0;0;0
2019-12-08 02:45:00;0;12;2;4;7;1;0;0;0;0;0;0;0
2019-12-08 03:00:00;0;9;5;9;6;0;0;0;0;0;0;0;0
2019-12-08 03:15:00;0;11;2;12;4;1;0;0;0;0;0;0;0
2019-12-08 03:30:00;0;8;5;12;4;0;0;0;0;0;0;0;0
2019-12-08 03:45:00;1;9;3;11;1;0;0;0;0;0;0;0;0
2019-12-08 04:00:00;0;5;3;7;2;0;0;0;0;0;0;0;0
2019-12-08 04:15:00;0;4;1;3;3;0;0;0;0;0;0;0;0
2019-12-08 04:30:00;0;9;4;3;3;0;0;0;0;0;0;0;0
2019-12-08 04:45:00;0;9;2;11;1;0;0;0;0;0;0;0;0
2019-12-08 05:00:00;0;11;4;9;7;0;1;1;0;0;0;0;0
2019-12-08 05:15:00;0;12;4;13;1;0;0;0;0;0;0;0;0
2019-12-08 05:30:00;0;15;3;10;10;0;1;1;0;0;0;0;0
2019-12-08 05:45:00;0;15;8;11;4;0;0;0;0;0;0;0;0
2019-12-08 06:00:00;0;16;8;14;9;0;0;0;0;0;0;0;0
2019-12-08 06:15:00;0;16;7;7;5;0;0;0;0;0;0;0;0
2019-12-08 06:30:00;0;10;6;6;3;0;1;1;0;0;0;0;0
2019-12-08 06:45:00;0;17;5;6;3;0;0;0;0;0;0;0;0
2019-12-08 07:00:00;0;19;6;9;4;0;0;0;0;0;0;0;0
2019-12-08 07:15:00;0;19;2;7;1;0;0;0;0;0;0;0;0
2019-12-08 07:30:00;0;13;5;12;3;0;0;0;0;0;0;0;0
2019-12-08 07:45:00;2;25;12;14;10;0;0;0;0;0;0;0;0
2019-12-08 08:00:00;0;23;11;21;7;1;1;1;0;0;0;0;0
2019-12-08 08:15:00;0;35;12;13;5;1;1;3;0;0;0;0;0
2019-12-08 08:30:00;0;39;10;24;9;1;0;0;0;0;0;0;0
2019-12-08 08:45:00;0;36;15;24;15;0;2;4;0;0;0;0;0
2019-12-08 09:00:00;3;32;13;27;11;0;0;2;0;0;0;0;0
2019-12-08 09:15:00;0;50;38;29;15;0;2;2;0;0;0;0;0
2019-12-08 09:30:00;1;52;37;45;23;0;0;2;0;0;0;0;0
2019-12-08 09:45:00;1;64;35;42;28;0;0;1;0;0;0;0;0
2019-12-08 10:00:00;2;48;33;35;17;0;1;2;0;0;3;0;0
2019-12-08 10:15:00;2;49;29;45;22;0;1;2;0;1;0;0;0
2019-12-08 10:30:00;4;66;25;42;33;2;2;4;0;0;0;0;0
2019-12-08 10:45:00;2;74;43;50;37;0;1;1;0;0;0;0;0
2019-12-08 11:00:00;1;67;36;67;29;3;1;2;0;0;0;0;0
2019-12-08 11:15:00;0;65;35;69;41;1;1;2;0;0;1;0;0
2019-12-08 11:30:00;2;76;35;57;39;1;2;1;0;0;0;0;0
2019-12-08 11:45:00;1;55;40;67;32;2;0;1;0;0;0;0;0
2019-12-08 12:00:00;0;59;37;52;42;0;1;3;0;0;0;0;0
2019-12-08 12:15:00;1;59;36;60;34;1;2;2;0;0;0;0;0
2019-12-08 12:30:00;2;65;40;67;31;0;1;1;0;0;0;0;0
2019-12-08 12:45:00;0;61;51;65;47;1;1;4;0;0;0;0;0
2019-12-08 13:00:00;1;57;47;75;63;0;0;2;0;0;0;0;0
2019-12-08 13:15:00;2;58;40;54;30;0;2;3;0;0;0;0;0
2019-12-08 13:30:00;4;64;45;66;33;2;0;2;0;0;0;0;0
2019-12-08 13:45:00;1;54;58;67;45;0;3;3;0;0;0;0;0
