DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DD1);12(DD2);13(DD3)
2020-01-11 00:00:00;0;15;9;0;5;9;5;11;5;2;14;10;5
2020-01-11 00:15:00;0;27;15;5;4;12;4;17;10;1;15;9;14
2020-01-11 00:30:00;0;20;12;2;3;11;4;17;6;1;10;7;5
2020-01-11 00:45:00;0;15;11;0;7;9;5;13;8;2;10;11;6
2020-01-11 01:00:00;0;8;12;4;4;6;4;10;8;0;11;10;12
2020-01-11 01:15:00;0;22;10;4;2;4;4;12;7;1;5;3;5
2020-01-11 01:30:00;0;12;7;1;0;2;1;8;2;1;5;4;6
2020-01-11 01:45:00;0;6;10;2;1;5;0;3;1;1;5;6;3
2020-01-11 02:00:00;0;13;5;0;3;5;2;9;1;0;3;2;6
2020-01-11 02:15:00;0;10;7;3;1;5;4;5;4;0;0;6;4
2020-01-11 02:30:00;0;7;5;0;4;5;2;6;5;0;2;1;1
2020-01-11 02:45:00;0;8;5;0;3;5;1;4;2;0;2;4;3
2020-01-11 03:00:00;0;5;8;0;3;2;0;4;1;0;3;1;5
2020-01-11 03:15:00;0;5;2;1;3;3;0;2;0;0;4;0;1
2020-01-11 03:30:00;0;3;2;0;2;4;1;2;2;0;4;6;4
2020-01-11 03:45:00;0;2;3;1;3;5;1;8;1;0;0;1;5
2020-01-11 04:00:00;0;7;4;2;1;3;2;0;0;1;3;1;0
2020-01-11 04:15:00;0;6;2;1;2;3;1;4;1;1;2;3;2
2020-01-11 04:30:00;0;2;4;0;3;5;1;5;2;0;6;4;3
2020-01-11 04:45:00;0;4;5;0;1;7;2;3;3;0;6;3;2
2020-01-11 05:00:00;0;10;5;1;2;5;1;11;1;1;6;5;1
2020-01-11 05:15:00;0;9;6;1;3;12;2;10;4;3;15;11;9
2020-01-11 05:30:00;0;11;3;1;5;15;3;18;10;2;10;14;13
2020-01-11 05:45:00;0;12;4;0;12;25;3;11;3;2;16;9;9
2020-01-11 06:00:00;0;11;9;0;13;29;7;14;7;5;9;7;7
2020-01-11 06:15:00;0;11;10;0;3;14;6;16;6;2;15;9;6
2020-01-11 06:30:00;0;17;7;5;9;17;2;17;7;3;14;13;12
2020-01-11 06:45:00;0;16;7;0;8;16;5;17;8;2;10;7;9
2020-01-11 07:00:00;0;17;10;0;8;11;5;13;8;0;7;10;12
2020-01-11 07:15:00;0;13;10;3;8;13;4;14;15;2;19;10;7
2020-01-11 07:30:00;0;23;13;0;15;27;7;26;27;1;13;15;23
2020-01-11 07:45:00;0;15;10;3;14;15;5;33;41;3;22;13;16
2020-01-11 08:00:00;0;17;13;1;16;22;4;38;33;6;18;13;14
2020-01-11 08:15:00;0;23;14;3;22;24;8;36;32;5;12;14;14
2020-01-11 08:30:00;0;20;19;4;20;21;6;35;39;8;21;16;25
2020-01-11 08:45:00;0;23;16;5;24;30;9;50;30;7;34;22;20
2020-01-11 09:00:00;0;31;23;3;27;31;15;31;31;6;30;26;19
2020-01-11 09:15:00;0;36;22;1;31;36;11;37;25;7;37;29;39
2020-01-11 09:30:00;0;36;33;7;31;47;8;59;44;7;24;33;29
2020-01-11 09:45:00;0;39;32;4;42;53;15;67;43;4;49;40;36
