DATUM;1(DB1);2(DB2);3(DB3);4(DB4);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(TAFBB);11(TAFBC);12(TAFBC2);13(TAFGD);14(TAFBD)
2019-10-22 00:00:00;1;2;1;1;0;1;0;0;5;0;0;0;0;0
2019-10-22 00:15:00;2;6;0;0;0;1;0;4;7;0;0;0;0;0
2019-10-22 00:30:00;2;3;1;5;0;1;0;1;5;0;0;0;0;0
2019-10-22 00:45:00;6;8;0;2;0;0;0;2;9;0;0;0;0;0
2019-10-22 01:00:00;4;7;1;0;0;0;0;1;2;0;0;0;0;0
2019-10-22 01:15:00;3;4;4;6;0;0;0;6;12;0;0;0;0;0
2019-10-22 01:30:00;0;1;0;1;3;0;0;1;2;0;0;0;0;0
2019-10-22 01:45:00;1;4;3;5;1;0;0;1;5;0;0;0;0;0
2019-10-22 02:00:00;5;8;1;1;0;0;0;2;8;0;0;0;0;0
2019-10-22 02:15:00;0;6;0;2;0;0;0;2;3;0;0;0;0;0
2019-10-22 02:30:00;2;6;0;1;0;0;0;2;5;0;0;0;0;0
2019-10-22 02:45:00;1;3;1;1;0;0;0;1;2;0;0;0;0;0
2019-10-22 03:00:00;6;11;1;1;0;0;0;5;6;0;0;0;0;0
2019-10-22 03:15:00;4;1;0;2;0;0;0;6;8;0;0;0;0;0
2019-10-22 03:30:00;2;3;1;3;1;2;0;1;4;0;0;0;0;0
2019-10-22 03:45:00;5;5;0;1;0;0;0;2;5;0;0;0;0;0
2019-10-22 04:00:00;2;5;1;3;0;0;0;5;7;0;0;0;0;0
2019-10-22 04:15:00;1;9;0;1;1;0;0;3;9;0;0;0;0;0
2019-10-22 04:30:00;6;11;0;0;0;0;0;9;6;0;0;0;0;0
2019-10-22 04:45:00;8;5;6;9;2;0;0;18;37;0;0;0;0;0
2019-10-22 05:00:00;12;9;9;11;10;0;0;37;73;0;0;0;5;11
2019-10-22 05:15:00;6;16;20;19;11;0;0;79;141;1;0;0;2;0
2019-10-22 05:30:00;18;42;18;19;13;1;4;85;165;0;0;0;3;1
2019-10-22 05:45:00;49;103;29;33;15;4;12;67;82;0;0;0;4;9
2019-10-22 06:00:00;56;126;30;32;6;3;4;50;77;0;0;0;3;2
2019-10-22 06:15:00;34;54;35;44;10;2;1;70;80;6;0;0;0;0
2019-10-22 06:30:00;16;30;75;76;22;3;2;102;110;0;0;0;4;5
2019-10-22 06:45:00;22;31;53;52;19;6;2;110;133;2;0;0;3;15
2019-10-22 07:00:00;35;33;54;53;17;4;1;101;151;0;0;0;6;4
2019-10-22 07:15:00;37;53;52;45;12;1;5;101;140;3;0;1;7;10
2019-10-22 07:30:00;45;50;61;60;18;6;5;112;126;6;0;0;5;10
2019-10-22 07:45:00;35;33;69;71;13;6;1;110;150;3;1;0;8;0
2019-10-22 08:00:00;29;32;38;43;5;1;1;101;110;1;0;0;6;2
2019-10-22 08:15:00;39;51;54;49;22;5;6;99;105;1;0;1;5;6
2019-10-22 08:30:00;46;50;38;44;14;5;2;87;94;0;0;0;7;0
2019-10-22 08:45:00;27;59;19;24;16;6;4;75;66;1;0;0;6;5
2019-10-22 09:00:00;30;29;14;17;20;3;0;45;44;0;0;3;6;0
2019-10-22 09:15:00;41;45;15;22;28;5;1;51;49;0;0;0;2;0
2019-10-22 09:30:00;33;38;10;12;9;2;3;64;49;0;0;0;3;2
2019-10-22 09:45:00;40;34;8;13;13;9;1;60;37;0;0;0;2;0
2019-10-22 10:00:00;41;36;8;11;21;7;2;45;37;0;0;0;5;0
2019-10-22 10:15:00;39;47;10;15;16;6;2;42;35;0;0;0;6;1
2019-10-22 10:30:00;32;50;12;16;16;7;1;44;33;0;0;0;2;0
2019-10-22 10:45:00;29;47;14;21;10;7;3;43;54;0;0;0;3;4
2019-10-22 11:00:00;37;62;30;27;10;11;1;38;36;1;0;0;1;2
2019-10-22 11:15:00;39;33;13;22;13;10;2;27;42;0;0;0;4;0
2019-10-22 11:30:00;40;45;21;25;24;8;4;53;60;3;0;0;11;5
2019-10-22 11:45:00;41;41;22;23;16;10;2;42;46;4;0;0;3;1
2019-10-22 12:00:00;34;53;13;17;25;10;3;43;38;0;0;0;7;1
2019-10-22 12:15:00;34;42;15;16;15;16;8;41;32;1;0;0;7;5
2019-10-22 12:30:00;31;35;24;30;15;11;3;36;38;2;0;0;4;2
2019-10-22 12:45:00;38;31;26;21;32;8;3;41;54;0;0;0;12;4
2019-10-22 13:00:00;34;46;22;25;31;9;4;50;51;5;0;0;3;3
2019-10-22 13:15:00;41;58;19;24;37;9;4;91;90;1;0;0;5;0
2019-10-22 13:30:00;36;53;43;50;35;10;5;72;101;0;0;0;2;2
2019-10-22 13:45:00;51;60;28;35;40;9;2;79;96;0;0;0;3;2
2019-10-22 14:00:00;75;98;25;40;31;15;5;52;57;9;0;0;10;19
2019-10-22 14:15:00;115;174;25;29;36;36;15;45;46;0;5;0;8;10
2019-10-22 14:30:00;94;148;29;30;29;25;10;41;46;0;4;0;2;1
2019-10-22 14:45:00;32;124;30;37;20;15;4;37;35;0;0;4;4;1
2019-10-22 15:00:00;79;96;38;36;65;28;20;65;52;1;1;0;9;6
2019-10-22 15:15:00;60;86;23;25;92;48;41;33;26;21;0;0;11;14
2019-10-22 15:30:00;71;90;31;37;48;41;23;42;40;1;4;3;9;2
2019-10-22 15:45:00;69;97;13;18;38;23;8;37;50;1;0;0;8;11
2019-10-22 16:00:00;69;94;21;23;58;27;14;29;37;1;0;2;7;5
2019-10-22 16:15:00;70;95;14;21;47;36;22;66;48;2;0;0;8;5
2019-10-22 16:30:00;63;92;23;31;49;33;13;40;46;0;0;0;9;5
2019-10-22 16:45:00;70;98;16;17;36;29;17;34;64;0;0;7;7;2
2019-10-22 17:00:00;49;109;11;20;30;28;10;28;41;3;0;0;5;1
2019-10-22 17:15:00;66;100;10;15;43;29;15;44;46;2;0;0;6;0
2019-10-22 17:30:00;65;65;14;15;23;22;12;35;38;0;0;0;9;7
2019-10-22 17:45:00;59;71;12;14;36;29;10;30;35;0;0;0;6;1
2019-10-22 18:00:00;53;68;7;13;25;26;14;34;41;0;0;0;10;14
2019-10-22 18:15:00;56;75;13;11;22;26;14;31;34;0;0;1;4;5
2019-10-22 18:30:00;38;68;3;6;17;22;12;33;38;1;10;0;2;5
2019-10-22 18:45:00;38;63;6;11;10;11;12;32;31;16;0;0;4;9
2019-10-22 19:00:00;35;43;9;12;11;7;3;22;26;0;1;0;3;0
2019-10-22 19:15:00;31;46;10;10;10;6;5;34;30;0;0;0;3;0
2019-10-22 19:30:00;24;39;3;4;5;6;1;41;21;3;0;0;4;3
2019-10-22 19:45:00;17;39;8;10;2;6;2;30;17;0;0;0;1;0
2019-10-22 20:00:00;17;24;4;6;4;1;0;10;19;0;0;0;0;0
2019-10-22 20:15:00;18;23;3;5;4;6;1;14;24;0;0;0;6;0
2019-10-22 20:30:00;12;18;3;3;8;5;2;15;17;0;0;0;0;0
2019-10-22 20:45:00;11;14;4;4;7;2;0;30;37;0;0;0;0;0
2019-10-22 21:00:00;21;20;10;15;7;1;0;43;57;15;0;0;3;0
2019-10-22 21:15:00;14;20;8;10;18;2;3;48;73;0;0;0;2;0
2019-10-22 21:30:00;14;36;11;15;21;1;0;38;48;0;0;2;2;3
2019-10-22 21:45:00;53;97;12;13;28;15;15;22;28;3;0;0;5;0
2019-10-22 22:00:00;98;163;20;24;18;4;4;16;18;4;0;0;1;0
2019-10-22 22:15:00;31;59;7;7;4;3;2;11;13;0;0;0;1;0
2019-10-22 22:30:00;11;16;0;3;1;0;0;4;11;0;0;0;0;0
2019-10-22 22:45:00;8;9;1;3;0;0;0;8;4;0;0;0;0;0
2019-10-22 23:00:00;12;15;5;4;1;2;0;8;19;0;0;0;0;0
2019-10-22 23:15:00;5;12;2;2;1;1;0;6;4;0;0;0;0;0
2019-10-22 23:30:00;9;12;0;0;4;0;0;6;8;0;0;0;0;0
2019-10-22 23:45:00;2;5;2;5;0;0;0;5;9;0;0;0;0;0
