DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);9(DC3);10(DD1);11(DE1)
2020-04-16 00:00:00;7;0;0;1;2;2;4;0;0;3;1
2020-04-16 00:15:00;1;0;0;1;0;1;8;4;0;3;0
2020-04-16 00:30:00;0;2;0;1;0;1;5;1;0;0;0
2020-04-16 00:45:00;6;0;0;1;0;1;8;0;0;0;0
2020-04-16 01:00:00;1;0;0;1;0;1;7;1;0;0;0
2020-04-16 01:15:00;2;3;2;0;0;0;5;0;0;0;0
2020-04-16 01:30:00;3;2;1;0;0;0;7;0;0;0;0
2020-04-16 01:45:00;5;0;0;0;0;0;2;1;0;1;0
2020-04-16 02:00:00;2;3;0;3;0;3;7;5;0;1;0
2020-04-16 02:15:00;1;1;1;0;0;0;9;0;0;0;0
2020-04-16 02:30:00;2;7;1;0;0;0;3;0;0;0;0
2020-04-16 02:45:00;2;1;0;0;0;1;3;0;0;0;0
2020-04-16 03:00:00;6;2;0;2;1;2;5;3;0;1;0
2020-04-16 03:15:00;2;1;2;0;0;0;6;0;0;0;0
2020-04-16 03:30:00;2;1;0;1;0;1;10;2;0;0;0
2020-04-16 03:45:00;1;4;0;1;0;1;12;0;0;0;0
2020-04-16 04:00:00;3;3;1;1;0;2;11;0;0;2;0
2020-04-16 04:15:00;4;5;2;1;0;1;6;0;0;0;0
2020-04-16 04:30:00;3;9;1;1;0;3;15;1;0;0;0
2020-04-16 04:45:00;6;9;2;1;0;1;10;2;0;2;0
2020-04-16 05:00:00;14;13;4;2;0;2;26;7;0;1;0
2020-04-16 05:15:00;22;17;6;5;0;9;36;16;1;1;0
2020-04-16 05:30:00;32;22;23;5;0;6;62;47;0;2;0
2020-04-16 05:45:00;37;23;16;11;0;16;68;42;0;2;0
2020-04-16 06:00:00;48;33;17;9;0;12;56;30;0;0;0
2020-04-16 06:15:00;45;24;22;21;4;27;74;61;0;3;0
2020-04-16 06:30:00;58;33;23;20;5;29;84;56;0;9;0
2020-04-16 06:45:00;67;35;37;17;6;27;88;79;1;7;1
2020-04-16 07:00:00;57;31;24;21;9;30;81;75;0;5;0
2020-04-16 07:15:00;50;31;27;26;2;32;87;81;0;4;0
2020-04-16 07:30:00;59;28;25;27;10;37;84;94;2;10;0
2020-04-16 07:45:00;77;27;19;25;8;35;97;97;2;8;0
2020-04-16 08:00:00;51;26;13;18;4;23;82;67;1;9;1
2020-04-16 08:15:00;57;25;15;14;1;18;72;59;1;3;1
2020-04-16 08:30:00;57;26;17;16;2;23;83;66;1;1;1
2020-04-16 08:45:00;75;33;18;13;2;19;65;61;2;5;2
2020-04-16 09:00:00;72;27;17;14;2;20;74;59;0;3;1
2020-04-16 09:15:00;72;27;19;14;4;17;58;47;2;2;0
2020-04-16 09:30:00;86;31;13;12;1;18;71;54;2;7;2
2020-04-16 09:45:00;73;23;15;15;2;17;73;62;1;4;1
2020-04-16 10:00:00;76;27;18;16;3;17;58;43;1;14;0
2020-04-16 10:15:00;89;29;27;6;1;8;71;43;1;3;2
2020-04-16 10:30:00;86;30;17;9;0;11;92;60;4;7;1
2020-04-16 10:45:00;94;23;17;9;1;13;68;46;0;15;3
2020-04-16 11:00:00;74;33;20;8;1;9;57;49;1;11;1
2020-04-16 11:15:00;105;28;19;7;1;11;86;54;2;4;1
2020-04-16 11:30:00;105;30;23;9;1;11;66;58;1;11;2
2020-04-16 11:45:00;93;25;22;5;1;8;66;51;1;8;5
2020-04-16 12:00:00;98;34;22;8;0;8;64;41;2;13;2
2020-04-16 12:15:00;96;36;35;7;1;9;82;51;1;7;0
2020-04-16 12:30:00;86;27;20;19;4;24;64;49;2;12;0
2020-04-16 12:45:00;80;37;23;11;1;12;73;48;1;9;0
2020-04-16 13:00:00;83;37;23;6;1;7;83;47;0;10;2
2020-04-16 13:15:00;73;29;21;16;3;20;70;45;0;5;1
2020-04-16 13:30:00;100;33;23;13;1;17;65;38;0;17;1
2020-04-16 13:45:00;95;37;31;8;0;9;85;75;1;9;1
2020-04-16 14:00:00;108;44;36;7;1;7;74;60;1;13;0
2020-04-16 14:15:00;122;46;46;11;2;14;87;75;2;7;0
2020-04-16 14:30:00;112;42;32;14;2;14;61;51;0;12;1
2020-04-16 14:45:00;108;50;43;10;1;12;78;56;0;7;0
2020-04-16 15:00:00;125;48;27;11;1;15;66;48;0;3;0
2020-04-16 15:15:00;120;37;32;8;3;12;78;55;0;5;1
2020-04-16 15:30:00;136;50;36;9;1;14;73;61;2;14;1
2020-04-16 15:45:00;114;46;31;9;3;13;66;59;0;7;0
2020-04-16 16:00:00;136;51;39;10;1;12;83;56;0;19;1
2020-04-16 16:15:00;138;43;30;6;3;10;93;64;2;11;2
2020-04-16 16:30:00;132;52;44;9;1;13;90;70;0;10;1
2020-04-16 16:45:00;106;44;34;10;2;11;81;53;0;15;2
2020-04-16 17:00:00;105;54;44;14;1;17;79;55;1;15;0
2020-04-16 17:15:00;103;49;38;14;5;18;75;59;0;14;2
2020-04-16 17:30:00;92;42;37;7;1;10;65;48;0;6;1
2020-04-16 17:45:00;92;43;26;8;2;13;65;47;1;14;3
2020-04-16 18:00:00;95;33;26;9;1;13;74;42;0;11;0
2020-04-16 18:15:00;83;30;24;9;2;12;64;34;0;10;0
2020-04-16 18:30:00;68;31;17;14;0;14;59;31;1;8;0
2020-04-16 18:45:00;69;31;13;11;2;12;48;39;0;9;0
2020-04-16 19:00:00;67;28;11;8;0;11;51;22;0;9;0
2020-04-16 19:15:00;60;20;13;7;2;12;56;31;1;7;0
2020-04-16 19:30:00;44;19;15;11;2;14;40;17;0;11;1
2020-04-16 19:45:00;51;15;8;3;0;8;38;17;0;3;0
2020-04-16 20:00:00;53;16;5;6;0;4;51;19;0;6;0
2020-04-16 20:15:00;32;13;7;8;3;10;39;14;0;5;1
2020-04-16 20:30:00;28;9;8;5;0;4;40;15;1;5;0
2020-04-16 20:45:00;38;13;7;4;0;6;29;8;0;5;0
2020-04-16 21:00:00;30;8;5;5;0;6;29;11;1;2;0
2020-04-16 21:15:00;32;14;1;5;0;7;27;12;0;7;0
2020-04-16 21:30:00;20;9;6;3;1;7;37;21;1;5;0
2020-04-16 21:45:00;30;11;7;5;2;7;20;5;0;1;0
2020-04-16 22:00:00;54;17;8;2;0;3;29;9;0;1;0
2020-04-16 22:15:00;20;2;1;3;0;3;21;6;0;1;0
2020-04-16 22:30:00;14;3;2;1;0;1;11;6;0;6;0
2020-04-16 22:45:00;10;1;4;4;0;6;20;1;0;5;0
2020-04-16 23:00:00;7;3;1;3;0;2;13;1;0;1;0
2020-04-16 23:15:00;7;1;1;3;1;4;12;1;0;0;0
2020-04-16 23:30:00;5;2;0;1;0;1;13;0;0;0;0
2020-04-16 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
