DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2)
2019-12-13 00:00:00;
2019-12-13 00:15:00;
2019-12-13 00:30:00;
2019-12-13 00:45:00;
2019-12-13 01:00:00;16;31;12;4;1;14;14
2019-12-13 01:15:00;22;41;15;8;2;10;11
2019-12-13 01:30:00;14;39;13;4;1;13;10
2019-12-13 01:45:00;8;29;10;2;1;8;11
2019-12-13 02:00:00;2;16;6;6;3;9;8
2019-12-13 02:15:00;5;19;6;4;1;8;9
2019-12-13 02:30:00;5;18;1;1;1;10;11
2019-12-13 02:45:00;3;8;2;1;0;12;10
2019-12-13 03:00:00;5;10;3;2;0;7;11
2019-12-13 03:15:00;0;13;7;2;0;7;5
2019-12-13 03:30:00;1;8;2;10;1;2;4
2019-12-13 03:45:00;3;12;2;3;2;1;8
2019-12-13 04:00:00;4;11;3;4;1;6;7
2019-12-13 04:15:00;3;11;4;0;0;2;6
2019-12-13 04:30:00;5;13;4;3;0;4;3
2019-12-13 04:45:00;4;11;3;0;0;7;10
2019-12-13 05:00:00;5;11;2;5;2;7;8
2019-12-13 05:15:00;6;16;3;5;2;13;8
2019-12-13 05:30:00;9;23;2;1;1;10;9
2019-12-13 05:45:00;18;40;8;9;4;10;16
2019-12-13 06:00:00;35;49;1;8;4;18;18
2019-12-13 06:15:00;73;109;7;15;4;9;24
2019-12-13 06:30:00;85;144;27;14;13;30;36
2019-12-13 06:45:00;94;151;20;16;18;53;56
2019-12-13 07:00:00;71;98;7;21;13;42;70
2019-12-13 07:15:00;94;156;27;57;28;60;95
2019-12-13 07:30:00;122;204;49;56;31;61;77
2019-12-13 07:45:00;137;226;46;74;37;65;74
2019-12-13 08:00:00;119;196;59;69;53;67;79
2019-12-13 08:15:00;130;227;62;103;50;100;105
2019-12-13 08:30:00;172;211;74;122;65;131;123
2019-12-13 08:45:00;180;215;78;84;73;104;117
2019-12-13 09:00:00;150;224;55;74;54;88;89
2019-12-13 09:15:00;114;198;64;86;50;97;99
2019-12-13 09:30:00;108;196;56;73;30;91;119
2019-12-13 09:45:00;113;194;62;61;38;80;123
2019-12-13 10:00:00;88;195;59;48;16;75;94
2019-12-13 10:15:00;71;180;52;49;30;81;96
2019-12-13 10:30:00;81;195;52;70;27;97;109
2019-12-13 10:45:00;105;196;53;79;29;100;127
2019-12-13 11:00:00;109;200;60;63;26;90;114
2019-12-13 11:15:00;86;189;50;60;29;94;115
2019-12-13 11:30:00;96;208;58;72;22;114;135
2019-12-13 11:45:00;94;213;65;73;20;112;144
2019-12-13 12:00:00;96;193;60;72;17;117;137
2019-12-13 12:15:00;94;214;80;59;29;138;140
2019-12-13 12:30:00;88;197;58;60;20;116;129
2019-12-13 12:45:00;96;201;61;63;25;112;153
2019-12-13 13:00:00;114;222;76;55;26;127;135
2019-12-13 13:15:00;127;149;81;79;34;123;117
2019-12-13 13:30:00;168;122;71;55;25;109;122
2019-12-13 13:45:00;188;130;72;73;25;116;97
2019-12-13 14:00:00;192;106;54;66;33;146;117
2019-12-13 14:15:00;183;174;86;67;36;150;111
2019-12-13 14:30:00;189;188;95;65;29;129;131
2019-12-13 14:45:00;163;202;93;63;28;134;144
2019-12-13 15:00:00;130;186;82;53;34;156;150
2019-12-13 15:15:00;113;218;86;68;17;162;145
2019-12-13 15:30:00;116;185;80;78;32;143;136
2019-12-13 15:45:00;96;221;69;64;30;156;134
2019-12-13 16:00:00;149;201;82;64;12;162;153
2019-12-13 16:15:00;116;223;94;64;26;131;143
2019-12-13 16:30:00;125;178;74;68;25;150;163
2019-12-13 16:45:00;122;222;95;75;33;139;140
2019-12-13 17:00:00;112;226;88;72;29;141;148
2019-12-13 17:15:00;107;203;72;67;21;134;149
2019-12-13 17:30:00;118;234;81;72;29;134;142
2019-12-13 17:45:00;102;196;73;74;32;141;149
2019-12-13 18:00:00;107;200;82;79;26;133;145
2019-12-13 18:15:00;125;219;82;68;27;131;146
2019-12-13 18:30:00;110;222;74;74;27;145;160
2019-12-13 18:45:00;103;189;74;88;32;136;129
2019-12-13 19:00:00;136;196;79;89;31;155;98
2019-12-13 19:15:00;114;168;62;75;23;156;151
2019-12-13 19:30:00;94;212;68;90;18;140;130
2019-12-13 19:45:00;76;198;72;67;22;127;153
2019-12-13 20:00:00;96;192;65;64;16;111;140
2019-12-13 20:15:00;83;184;54;38;18;94;101
2019-12-13 20:30:00;61;129;50;36;13;82;79
2019-12-13 20:45:00;41;119;53;35;13;81;108
2019-12-13 21:00:00;46;118;39;44;14;88;99
2019-12-13 21:15:00;51;141;42;33;6;73;95
2019-12-13 21:30:00;57;122;41;26;7;55;61
2019-12-13 21:45:00;43;111;50;24;9;59;79
2019-12-13 22:00:00;62;127;38;17;10;60;59
2019-12-13 22:15:00;64;135;35;18;9;55;64
2019-12-13 22:30:00;68;136;37;20;9;55;58
2019-12-13 22:45:00;42;100;51;25;5;70;68
2019-12-13 23:00:00;58;177;74;32;13;72;85
2019-12-13 23:15:00;65;187;72;24;9;71;82
2019-12-13 23:30:00;46;148;42;20;12;53;64
2019-12-13 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
