DATUM;1(DA1);2(DB1);3(DC1);4(DC11);5(TAFGB);23(TAFBB);24(TAFBC)
2020-05-26 00:00:00;11;9;0;0;0;0;0
2020-05-26 00:15:00;18;13;1;1;0;0;0
2020-05-26 00:30:00;15;7;1;1;0;0;0
2020-05-26 00:45:00;10;9;0;0;0;0;0
2020-05-26 01:00:00;9;12;0;0;0;0;0
2020-05-26 01:15:00;8;12;0;0;0;0;0
2020-05-26 01:30:00;12;9;0;0;0;0;0
2020-05-26 01:45:00;7;6;0;0;0;0;0
2020-05-26 02:00:00;3;6;0;0;0;0;0
2020-05-26 02:15:00;1;6;1;1;0;0;0
2020-05-26 02:30:00;9;6;0;0;0;0;0
2020-05-26 02:45:00;6;5;0;0;0;0;0
2020-05-26 03:00:00;7;7;0;0;0;0;0
2020-05-26 03:15:00;5;2;0;0;0;0;0
2020-05-26 03:30:00;6;7;0;0;0;0;0
2020-05-26 03:45:00;4;6;0;0;0;0;0
2020-05-26 04:00:00;7;12;0;0;0;0;0
2020-05-26 04:15:00;4;10;0;0;0;0;0
2020-05-26 04:30:00;10;9;0;0;0;0;0
2020-05-26 04:45:00;14;8;0;0;0;0;0
2020-05-26 05:00:00;35;29;0;0;0;0;0
2020-05-26 05:15:00;35;36;1;1;0;0;0
2020-05-26 05:30:00;77;56;7;7;0;0;0
2020-05-26 05:45:00;69;60;1;1;0;0;0
2020-05-26 06:00:00;80;58;1;1;0;0;0
2020-05-26 06:15:00;85;83;3;3;7;0;0
2020-05-26 06:30:00;146;111;5;5;0;0;0
2020-05-26 06:45:00;174;107;3;3;2;0;0
2020-05-26 07:00:00;152;127;7;7;2;0;0
2020-05-26 07:15:00;166;185;9;9;3;0;0
2020-05-26 07:30:00;229;198;14;14;4;0;0
2020-05-26 07:45:00;225;165;14;14;0;0;0
2020-05-26 08:00:00;147;130;9;9;6;0;0
2020-05-26 08:15:00;140;156;10;10;7;0;0
2020-05-26 08:30:00;143;136;1;1;0;0;0
2020-05-26 08:45:00;132;131;17;17;1;0;0
2020-05-26 09:00:00;164;133;9;9;2;0;0
2020-05-26 09:15:00;158;117;8;8;1;0;0
2020-05-26 09:30:00;172;161;8;8;2;0;0
2020-05-26 09:45:00;192;145;7;7;27;0;0
2020-05-26 10:00:00;195;150;5;5;3;0;0
2020-05-26 10:15:00;200;147;9;9;4;0;0
2020-05-26 10:30:00;187;153;10;10;24;0;0
2020-05-26 10:45:00;191;170;9;9;6;0;0
2020-05-26 11:00:00;172;169;6;6;77;0;0
2020-05-26 11:15:00;195;177;13;13;2;0;0
2020-05-26 11:30:00;193;187;6;6;16;0;0
2020-05-26 11:45:00;201;156;6;6;5;0;0
2020-05-26 12:00:00;183;160;9;9;1;0;0
2020-05-26 12:15:00;195;153;1;1;1;0;0
2020-05-26 12:30:00;188;189;12;12;5;0;0
2020-05-26 12:45:00;192;152;7;7;1;0;0
2020-05-26 13:00:00;187;173;6;6;4;0;0
2020-05-26 13:15:00;210;183;4;4;19;0;0
2020-05-26 13:30:00;176;156;9;9;5;0;0
2020-05-26 13:45:00;198;187;13;13;41;0;0
2020-05-26 14:00:00;163;177;6;6;1;0;0
2020-05-26 14:15:00;204;175;6;6;2;0;0
2020-05-26 14:30:00;181;188;7;7;16;0;0
2020-05-26 14:45:00;218;192;4;4;14;0;0
2020-05-26 15:00:00;203;185;10;10;16;0;0
2020-05-26 15:15:00;196;176;6;6;5;0;0
2020-05-26 15:30:00;210;204;9;9;9;0;0
2020-05-26 15:45:00;205;183;9;9;7;0;0
2020-05-26 16:00:00;188;216;7;7;28;0;0
2020-05-26 16:15:00;230;180;7;7;38;0;0
2020-05-26 16:30:00;199;210;12;12;8;0;0
2020-05-26 16:45:00;205;195;6;6;3;0;0
2020-05-26 17:00:00;193;218;6;6;32;0;0
2020-05-26 17:15:00;245;206;16;16;9;0;0
2020-05-26 17:30:00;93;113;11;11;1;0;0
2020-05-26 17:45:00;106;105;11;11;9;0;0
2020-05-26 18:00:00;192;173;15;15;10;0;0
2020-05-26 18:15:00;158;169;6;6;1;0;0
2020-05-26 18:30:00;156;128;5;5;27;0;0
2020-05-26 18:45:00;125;127;13;13;15;0;0
2020-05-26 19:00:00;123;111;6;6;10;0;0
2020-05-26 19:15:00;110;119;1;1;18;0;0
2020-05-26 19:30:00;101;99;3;3;32;0;0
2020-05-26 19:45:00;88;111;2;2;0;0;0
2020-05-26 20:00:00;84;104;1;1;1;0;0
2020-05-26 20:15:00;81;80;6;6;0;0;0
2020-05-26 20:30:00;68;76;1;1;0;0;0
2020-05-26 20:45:00;76;65;1;1;0;0;0
2020-05-26 21:00:00;47;52;2;2;1;0;0
2020-05-26 21:15:00;74;57;0;0;0;0;0
2020-05-26 21:30:00;58;39;4;4;0;0;0
2020-05-26 21:45:00;52;52;2;2;0;0;0
2020-05-26 22:00:00;58;71;2;2;0;0;0
2020-05-26 22:15:00;36;39;1;1;0;0;0
2020-05-26 22:30:00;33;26;0;0;0;0;0
2020-05-26 22:45:00;43;35;1;1;0;0;0
2020-05-26 23:00:00;22;17;0;0;0;0;0
2020-05-26 23:15:00;25;13;0;0;0;0;0
2020-05-26 23:30:00;20;17;0;0;0;0;0
