DATUM;1(DA1);2(DAL1);3(DAL2);4(DBL1);5(DBL2);6(DBR1);7(DBL3);8(DBL4);9(DCR1);10(DC1);11(TAFGC)
2020-09-05 00:00:00;2;1;0;0;0;0;0;0;0;0;6
2020-09-05 00:15:00;3;1;0;0;0;0;0;0;0;0;5
2020-09-05 00:30:00;5;0;0;0;0;0;0;0;0;0;6
2020-09-05 00:45:00;9;5;0;0;0;0;0;0;0;0;8
2020-09-05 01:00:00;6;0;0;0;0;0;0;0;0;0;9
2020-09-05 01:15:00;4;1;0;0;0;0;0;0;1;0;6
2020-09-05 01:30:00;7;4;0;0;0;0;0;0;0;0;6
2020-09-05 01:45:00;5;1;0;0;0;0;0;0;0;0;6
2020-09-05 02:00:00;3;0;0;0;0;0;0;0;1;0;6
2020-09-05 02:15:00;3;1;0;0;0;0;0;0;0;0;3
2020-09-05 02:30:00;4;2;0;0;0;0;0;0;0;0;6
2020-09-05 02:45:00;9;2;0;0;0;0;0;0;0;1;2
2020-09-05 03:00:00;3;0;0;0;0;0;0;0;0;0;7
2020-09-05 03:15:00;5;1;1;1;1;1;0;1;0;0;5
2020-09-05 03:30:00;5;1;0;0;1;0;1;0;2;1;6
2020-09-05 03:45:00;0;0;1;1;1;0;1;0;0;0;2
2020-09-05 04:00:00;3;2;0;0;0;0;0;0;0;0;5
2020-09-05 04:15:00;6;1;0;0;0;0;0;0;0;0;8
2020-09-05 04:30:00;3;0;0;0;1;0;1;0;0;0;4
2020-09-05 04:45:00;5;1;0;0;0;0;0;0;0;0;8
2020-09-05 05:00:00;6;3;1;1;1;0;1;0;0;0;9
2020-09-05 05:15:00;12;3;2;2;0;0;0;0;0;1;12
2020-09-05 05:30:00;33;8;1;1;1;0;1;0;3;2;21
2020-09-05 05:45:00;76;12;0;0;10;6;11;6;13;1;46
2020-09-05 06:00:00;44;9;0;0;4;1;4;1;7;0;57
2020-09-05 06:15:00;17;3;0;0;2;1;1;1;4;0;24
2020-09-05 06:30:00;7;1;1;1;1;0;1;0;1;2;20
2020-09-05 06:45:00;8;1;0;0;2;0;2;0;0;1;17
2020-09-05 07:00:00;5;1;0;1;1;0;1;0;0;3;14
2020-09-05 07:15:00;11;0;0;0;1;0;1;0;0;0;5
2020-09-05 07:30:00;11;3;0;0;2;0;2;0;0;1;14
2020-09-05 07:45:00;12;2;1;1;3;0;3;0;2;1;13
2020-09-05 08:00:00;13;3;0;0;2;0;2;0;0;2;20
2020-09-05 08:15:00;10;0;0;1;1;0;1;0;0;0;14
2020-09-05 08:30:00;21;1;1;1;0;2;0;0;0;1;15
2020-09-05 08:45:00;22;5;0;0;2;0;2;0;0;1;18
2020-09-05 09:00:00;27;2;2;2;2;1;2;0;0;2;13
2020-09-05 09:15:00;34;2;1;1;3;0;3;0;0;2;17
2020-09-05 09:30:00;40;5;0;0;1;0;1;0;0;1;18
2020-09-05 09:45:00;41;7;1;1;2;0;2;0;4;3;28
2020-09-05 10:00:00;57;5;0;0;1;0;1;0;1;3;32
2020-09-05 10:15:00;49;9;1;1;2;1;2;1;0;0;30
2020-09-05 10:30:00;44;4;0;0;0;0;0;0;0;2;33
2020-09-05 10:45:00;52;6;1;1;2;0;2;0;0;1;32
2020-09-05 11:00:00;39;4;0;0;5;0;5;0;1;3;29
2020-09-05 11:15:00;44;2;0;0;1;0;1;0;0;0;38
2020-09-05 11:30:00;41;3;0;0;0;1;2;1;2;5;38
2020-09-05 11:45:00;35;2;0;0;5;0;5;0;1;2;34
2020-09-05 12:00:00;40;2;0;0;2;0;2;0;1;4;46
2020-09-05 12:15:00;41;5;0;0;3;0;3;0;1;2;36
2020-09-05 12:30:00;43;2;0;0;1;0;0;1;1;4;44
2020-09-05 12:45:00;41;7;4;4;3;0;3;0;0;3;34
2020-09-05 13:00:00;46;8;3;3;2;0;2;0;0;4;35
2020-09-05 13:15:00;33;4;0;0;2;10;1;10;0;0;40
2020-09-05 13:30:00;28;1;0;0;0;0;0;0;0;2;41
2020-09-05 13:45:00;55;5;0;0;3;2;2;2;0;1;31
2020-09-05 14:00:00;43;3;1;1;1;0;1;1;3;3;50
2020-09-05 14:15:00;33;6;1;1;2;0;2;0;4;1;39
2020-09-05 14:30:00;51;0;0;0;1;1;1;1;2;0;41
2020-09-05 14:45:00;43;4;0;0;2;1;2;1;0;2;36
2020-09-05 15:00:00;54;5;0;0;2;0;2;0;0;4;47
2020-09-05 15:15:00;40;2;0;0;2;0;2;0;2;0;40
2020-09-05 15:30:00;39;2;1;1;3;1;5;2;1;3;39
2020-09-05 15:45:00;30;4;0;0;3;1;3;1;0;1;41
2020-09-05 16:00:00;55;7;2;2;1;1;2;1;1;3;49
2020-09-05 16:15:00;36;4;0;0;2;0;1;0;1;2;45
2020-09-05 16:30:00;37;5;0;0;0;0;0;0;0;1;35
2020-09-05 16:45:00;31;5;0;0;2;0;2;0;0;2;39
2020-09-05 17:00:00;28;4;0;0;2;0;2;0;1;2;44
2020-09-05 17:15:00;32;2;0;0;1;0;1;0;1;1;41
2020-09-05 17:30:00;35;5;0;0;1;0;1;0;1;2;43
2020-09-05 17:45:00;46;5;2;2;3;0;3;1;2;2;43
2020-09-05 18:00:00;33;4;3;2;5;0;6;0;0;5;44
2020-09-05 18:15:00;41;7;0;0;3;0;3;0;2;1;35
2020-09-05 18:30:00;26;2;0;0;0;0;0;0;0;0;30
2020-09-05 18:45:00;34;2;0;0;3;1;3;0;0;2;39
2020-09-05 19:00:00;25;2;0;0;3;0;5;0;1;4;35
2020-09-05 19:15:00;34;4;0;0;2;0;2;0;0;2;33
2020-09-05 19:30:00;21;2;1;1;2;0;2;0;0;2;37
2020-09-05 19:45:00;23;1;1;1;2;1;2;1;2;1;35
2020-09-05 20:00:00;17;1;0;0;2;0;2;0;0;4;49
2020-09-05 20:15:00;21;2;0;0;1;0;1;0;1;0;33
2020-09-05 20:30:00;24;6;0;0;0;0;0;0;0;0;18
2020-09-05 20:45:00;13;3;0;0;0;0;0;0;0;1;21
2020-09-05 21:00:00;7;3;1;1;0;1;0;0;0;0;11
2020-09-05 21:15:00;11;1;1;1;0;0;0;0;0;0;18
2020-09-05 21:30:00;7;1;1;1;1;0;1;0;0;0;17
2020-09-05 21:45:00;15;0;0;0;0;0;1;0;1;0;12
2020-09-05 22:00:00;11;5;0;0;0;2;0;2;1;1;8
2020-09-05 22:15:00;14;1;0;0;1;0;1;0;0;1;12
2020-09-05 22:30:00;5;2;0;0;1;0;1;0;0;0;16
2020-09-05 22:45:00;7;1;0;0;1;0;1;0;0;0;16
2020-09-05 23:00:00;9;1;0;0;0;0;0;0;0;0;12
2020-09-05 23:15:00;8;1;0;0;0;0;0;0;0;0;12
2020-09-05 23:30:00;3;1;0;0;0;1;0;0;0;1;10
2020-09-05 23:45:00;8;1;0;0;1;0;1;0;0;0;7
