DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2);11(TAFBA);12(TAFBB);13(TAFBC);14(TAFBD)
2020-11-05 00:00:00;0;0;0;0;5;5;5;2;0;0;0;0;0;0
2020-11-05 00:15:00;0;0;0;0;2;9;7;6;0;0;0;0;0;0
2020-11-05 00:30:00;0;0;0;0;1;9;10;2;0;0;0;0;0;0
2020-11-05 00:45:00;0;0;0;0;1;6;8;1;0;0;0;0;0;0
2020-11-05 01:00:00;0;0;0;0;0;1;1;2;0;0;0;0;0;0
2020-11-05 01:15:00;0;0;0;0;2;4;6;1;0;0;0;0;0;0
2020-11-05 01:30:00;0;0;0;0;0;4;5;0;0;0;0;0;0;0
2020-11-05 01:45:00;0;0;0;0;2;4;4;1;0;0;0;0;0;0
2020-11-05 02:00:00;0;0;0;0;1;2;7;3;0;0;0;0;0;0
2020-11-05 02:15:00;0;0;0;0;2;8;7;0;0;0;0;0;0;0
2020-11-05 02:30:00;0;0;0;0;0;1;4;2;0;0;0;0;0;0
2020-11-05 02:45:00;0;0;0;0;0;3;2;1;0;0;0;0;0;0
2020-11-05 03:00:00;0;0;0;0;0;3;2;2;0;0;0;0;0;0
2020-11-05 03:15:00;0;0;0;0;2;3;4;4;0;0;0;0;0;0
2020-11-05 03:30:00;0;0;0;0;1;5;4;2;0;0;0;0;0;0
2020-11-05 03:45:00;0;0;0;0;0;1;1;1;0;0;0;0;0;0
2020-11-05 04:00:00;0;0;0;0;2;6;7;2;0;0;0;0;0;0
2020-11-05 04:15:00;0;0;0;0;4;11;6;8;0;0;0;0;0;0
2020-11-05 04:30:00;0;0;0;0;2;10;9;4;0;0;0;0;0;0
2020-11-05 04:45:00;0;0;0;0;4;23;21;4;0;0;0;0;0;0
2020-11-05 05:00:00;0;0;0;0;15;22;21;8;0;0;0;0;0;0
2020-11-05 05:15:00;0;0;0;0;20;33;36;15;0;0;0;0;0;0
2020-11-05 05:30:00;0;0;0;0;15;30;28;15;0;0;0;0;0;0
2020-11-05 05:45:00;0;0;0;0;12;39;40;20;0;0;0;0;0;0
2020-11-05 06:00:00;0;0;0;0;21;61;58;19;0;0;0;0;0;0
2020-11-05 06:15:00;0;0;0;0;19;53;57;25;0;0;0;0;0;0
2020-11-05 06:30:00;0;0;0;0;33;45;43;22;0;0;0;0;0;0
2020-11-05 06:45:00;0;0;0;0;39;66;58;29;0;0;3;0;0;0
2020-11-05 07:00:00;0;0;0;0;27;52;52;37;0;0;0;0;0;0
2020-11-05 07:15:00;0;0;0;0;37;59;58;33;0;0;0;0;1;0
2020-11-05 07:30:00;0;0;0;0;43;73;84;25;0;0;0;0;2;0
2020-11-05 07:45:00;0;0;0;0;47;69;87;35;0;0;0;0;0;0
2020-11-05 08:00:00;0;0;0;0;41;61;58;21;0;0;0;0;0;2
2020-11-05 08:15:00;0;0;0;0;34;81;87;27;0;0;0;0;1;0
2020-11-05 08:30:00;0;0;0;0;39;77;86;30;0;0;0;11;0;0
2020-11-05 08:45:00;0;0;0;0;33;81;79;40;0;0;0;4;10;5
2020-11-05 09:00:00;0;0;0;0;39;75;88;35;0;0;0;0;1;0
2020-11-05 09:15:00;0;0;0;0;43;75;75;26;0;0;0;0;0;0
2020-11-05 09:30:00;0;0;0;0;32;74;64;35;0;0;25;0;0;0
2020-11-05 09:45:00;0;0;0;0;45;95;96;35;0;0;0;0;3;0
2020-11-05 10:00:00;0;0;0;0;42;76;81;37;0;0;27;1;0;0
2020-11-05 10:15:00;0;0;0;0;34;76;95;30;0;0;0;0;0;0
2020-11-05 10:30:00;0;0;0;0;43;102;83;30;0;0;0;0;0;0
2020-11-05 10:45:00;0;0;0;0;33;93;112;43;0;0;0;0;0;0
2020-11-05 11:00:00;0;0;0;0;39;94;116;43;0;0;0;0;0;0
2020-11-05 11:15:00;0;0;0;0;51;81;102;41;0;0;0;0;0;0
2020-11-05 11:30:00;0;0;0;0;37;85;112;42;0;0;0;0;0;0
2020-11-05 11:45:00;0;0;0;0;39;88;107;33;0;0;0;0;0;1
2020-11-05 12:00:00;0;0;0;0;44;95;122;37;0;0;0;0;5;0
2020-11-05 12:15:00;0;0;0;0;34;96;122;46;0;0;0;10;1;1
2020-11-05 12:30:00;0;0;0;0;33;83;109;34;0;0;0;4;14;0
2020-11-05 12:45:00;0;0;0;0;40;83;108;39;0;0;0;0;0;0
2020-11-05 13:00:00;0;0;0;0;38;109;120;45;0;0;0;0;0;0
2020-11-05 13:15:00;0;0;0;0;43;100;105;43;0;0;0;0;0;0
2020-11-05 13:30:00;0;0;0;0;49;97;111;48;0;0;0;0;0;0
2020-11-05 13:45:00;0;0;0;0;12;48;50;19;0;0;0;0;0;0
2020-11-05 14:00:00;
2020-11-05 14:15:00;
2020-11-05 14:30:00;
2020-11-05 14:45:00;
2020-11-05 15:00:00;0;0;0;0;28;61;86;31;0;0;0;0;3;2
2020-11-05 15:15:00;0;0;0;0;35;120;157;47;0;0;2;0;7;0
2020-11-05 15:30:00;0;0;0;0;35;119;137;54;0;0;0;0;0;0
2020-11-05 15:45:00;0;0;0;0;43;115;136;46;0;0;0;0;0;0
2020-11-05 16:00:00;0;0;0;0;42;109;142;45;0;0;0;0;2;0
2020-11-05 16:15:00;0;0;0;0;40;133;169;46;0;0;0;0;0;0
2020-11-05 16:30:00;0;0;0;0;48;129;144;54;0;0;0;0;0;0
2020-11-05 16:45:00;0;0;0;0;41;136;158;48;0;0;4;0;3;0
2020-11-05 17:00:00;0;0;0;0;37;138;146;52;0;0;3;0;1;0
2020-11-05 17:15:00;0;0;0;0;45;131;157;37;0;0;0;0;0;0
2020-11-05 17:30:00;0;0;0;0;52;111;119;32;0;0;6;6;1;0
2020-11-05 17:45:00;0;0;0;0;35;116;140;45;0;0;0;0;0;0
2020-11-05 18:00:00;0;0;0;0;36;109;113;33;0;0;0;0;0;0
2020-11-05 18:15:00;0;0;0;0;32;104;113;37;0;0;2;0;0;0
2020-11-05 18:30:00;0;0;0;0;31;87;78;32;0;0;0;0;0;0
2020-11-05 18:45:00;0;0;0;0;38;71;77;29;0;0;1;0;0;0
2020-11-05 19:00:00;0;0;0;0;27;76;72;29;0;0;0;2;2;0
2020-11-05 19:15:00;0;0;0;0;31;80;81;27;0;0;0;0;0;0
2020-11-05 19:30:00;0;0;0;0;20;63;55;19;0;0;0;0;2;0
2020-11-05 19:45:00;0;0;0;0;15;60;58;21;0;0;0;0;0;0
2020-11-05 20:00:00;0;0;0;0;8;53;44;21;0;0;0;0;0;0
2020-11-05 20:15:00;0;0;0;0;13;39;33;10;0;0;0;0;2;1
2020-11-05 20:30:00;0;0;0;0;13;47;41;15;0;0;0;0;0;0
2020-11-05 20:45:00;0;0;0;0;23;40;30;10;0;0;0;0;0;0
2020-11-05 21:00:00;0;0;0;0;14;27;29;11;0;0;0;0;0;0
2020-11-05 21:15:00;0;0;0;0;14;43;32;8;0;0;0;0;0;0
