DATUM;1(DA1);2(DB1);3(DC1);4(DC11);5(TAFGB);23(TAFBB);24(TAFBC)
2020-07-23 00:00:00;24;20;0;0;0;0;0
2020-07-23 00:15:00;20;30;0;0;0;0;0
2020-07-23 00:30:00;16;8;0;0;0;0;0
2020-07-23 00:45:00;14;10;0;0;0;0;0
2020-07-23 01:00:00;13;11;1;1;0;0;0
2020-07-23 01:15:00;11;14;0;0;4;0;0
2020-07-23 01:30:00;7;8;0;0;0;0;0
2020-07-23 01:45:00;8;4;0;0;0;0;0
2020-07-23 02:00:00;4;3;0;0;0;0;0
2020-07-23 02:15:00;5;11;0;0;0;0;0
2020-07-23 02:30:00;2;4;0;0;0;0;0
2020-07-23 02:45:00;4;8;0;0;0;0;0
2020-07-23 03:00:00;7;10;0;0;0;0;0
2020-07-23 03:15:00;4;5;1;1;0;0;0
2020-07-23 03:30:00;1;5;0;0;0;0;0
2020-07-23 03:45:00;5;8;0;0;0;0;0
2020-07-23 04:00:00;11;4;1;1;0;0;0
2020-07-23 04:15:00;7;18;1;1;0;0;0
2020-07-23 04:30:00;12;10;0;0;0;0;0
2020-07-23 04:45:00;12;20;0;0;0;0;0
2020-07-23 05:00:00;23;25;0;0;0;0;0
2020-07-23 05:15:00;60;36;0;0;0;0;0
2020-07-23 05:30:00;82;39;3;3;0;0;0
2020-07-23 05:45:00;107;77;2;2;0;0;0
2020-07-23 06:00:00;62;64;1;1;0;0;0
2020-07-23 06:15:00;100;116;5;5;0;0;0
2020-07-23 06:30:00;133;116;5;5;0;0;0
2020-07-23 06:45:00;172;130;9;9;0;0;0
2020-07-23 07:00:00;192;147;11;11;0;0;0
2020-07-23 07:15:00;178;176;8;8;7;0;0
2020-07-23 07:30:00;189;214;19;19;2;0;0
2020-07-23 07:45:00;267;175;12;12;2;0;0
2020-07-23 08:00:00;175;155;13;13;2;0;0
2020-07-23 08:15:00;178;154;5;5;10;0;0
2020-07-23 08:30:00;155;145;9;9;2;0;0
2020-07-23 08:45:00;185;164;5;5;10;0;0
2020-07-23 09:00:00;169;137;9;9;5;0;0
2020-07-23 09:15:00;183;163;8;8;5;0;0
2020-07-23 09:30:00;168;182;10;10;1;0;0
2020-07-23 09:45:00;197;180;11;11;0;0;0
2020-07-23 10:00:00;193;170;7;7;4;0;0
2020-07-23 10:15:00;182;181;10;10;0;0;0
2020-07-23 10:30:00;192;169;7;7;23;0;0
2020-07-23 10:45:00;237;167;6;6;16;0;0
2020-07-23 11:00:00;172;174;12;12;9;0;0
2020-07-23 11:15:00;215;192;8;8;7;0;0
2020-07-23 11:30:00;212;161;13;13;72;0;0
2020-07-23 11:45:00;203;153;4;4;11;0;0
2020-07-23 12:00:00;204;176;8;8;14;0;0
2020-07-23 12:15:00;188;172;9;9;11;0;0
