DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DC3);7(DF1);8(DH1);9(DH2);10(DH3);11(DH4)
2019-12-13 00:00:00;2;1;0;14;15;42;6;5;1;1;1
2019-12-13 00:15:00;1;3;0;16;6;26;4;7;11;1;1
2019-12-13 00:30:00;2;1;0;9;11;53;3;16;11;1;1
2019-12-13 00:45:00;0;0;0;13;11;90;6;10;9;1;2
2019-12-13 01:00:00;0;1;0;8;9;78;1;6;4;1;1
2019-12-13 01:15:00;2;0;0;10;7;60;3;10;11;2;2
2019-12-13 01:30:00;0;0;0;13;4;107;0;3;3;0;0
2019-12-13 01:45:00;1;2;0;6;3;4;0;3;3;1;0
2019-12-13 02:00:00;0;0;0;8;3;7;0;5;3;0;0
2019-12-13 02:15:00;0;1;0;2;3;5;0;7;6;0;0
2019-12-13 02:30:00;0;2;0;6;6;5;2;6;3;0;0
2019-12-13 02:45:00;2;2;0;5;3;2;3;4;4;0;1
2019-12-13 03:00:00;2;1;0;8;4;1;2;2;5;3;3
2019-12-13 03:15:00;0;1;0;10;2;0;4;2;5;1;2
2019-12-13 03:30:00;0;2;0;2;5;22;3;1;3;0;0
2019-12-13 03:45:00;0;2;0;4;0;33;0;2;2;1;1
2019-12-13 04:00:00;0;1;0;3;2;32;1;2;4;3;2
2019-12-13 04:15:00;0;2;0;9;3;35;1;7;1;1;1
2019-12-13 04:30:00;0;3;0;7;5;20;1;8;8;2;1
2019-12-13 04:45:00;1;1;0;8;5;9;2;16;16;5;3
2019-12-13 05:00:00;1;4;0;8;7;59;4;14;17;5;3
2019-12-13 05:15:00;2;10;2;17;14;119;6;36;26;11;5
2019-12-13 05:30:00;5;21;0;25;12;116;8;52;54;21;19
2019-12-13 05:45:00;3;24;2;40;32;49;6;80;84;29;21
2019-12-13 06:00:00;2;22;7;49;23;80;7;41;51;9;4
2019-12-13 06:15:00;7;24;3;56;40;115;13;75;73;23;20
2019-12-13 06:30:00;6;37;4;45;47;93;13;93;109;26;16
2019-12-13 06:45:00;16;42;6;62;40;111;26;100;127;27;14
2019-12-13 07:00:00;6;33;4;69;37;60;19;117;146;24;15
2019-12-13 07:15:00;8;40;13;62;50;55;50;139;177;28;30
2019-12-13 07:30:00;21;61;8;78;68;40;56;159;203;33;34
2019-12-13 07:45:00;27;51;10;116;107;88;46;118;160;22;14
2019-12-13 08:00:00;12;63;6;121;67;29;34;98;131;24;20
2019-12-13 08:15:00;12;43;7;112;71;22;48;107;131;27;21
2019-12-13 08:30:00;13;46;2;93;56;30;35;81;113;18;16
2019-12-13 08:45:00;12;26;4;93;66;41;32;93;102;15;11
2019-12-13 09:00:00;9;37;6;79;47;56;24;80;96;10;8
2019-12-13 09:15:00;10;33;6;87;60;50;34;71;88;10;4
2019-12-13 09:30:00;10;26;1;96;51;46;38;80;84;8;9
