DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DC1);7(DC2);8(DD1);9(DD2);10(DD3);11(TAFBA);12(TAFBA2);13(TAFBB);14(TAFBC);15(TAFBC2);16(TAFBD);17(TAFBE)
2020-07-09 00:00:00;7;4;3;6;1;1;4;2;5;1;0;0;1;0;0;0;0
2020-07-09 00:15:00;10;1;7;2;1;4;7;3;7;8;0;0;0;0;0;0;0
2020-07-09 00:30:00;7;3;3;1;2;1;3;2;1;2;0;0;0;0;0;0;0
2020-07-09 00:45:00;7;2;1;4;2;2;2;2;5;4;0;0;0;0;0;0;0
2020-07-09 01:00:00;1;0;1;5;0;1;5;1;3;3;0;0;0;0;0;0;0
2020-07-09 01:15:00;4;0;0;0;0;3;1;1;4;3;0;0;0;0;0;0;0
2020-07-09 01:30:00;5;0;1;0;1;1;4;2;4;0;0;0;0;0;0;0;0
2020-07-09 01:45:00;1;0;0;0;0;1;0;4;2;0;0;0;0;0;0;0;0
2020-07-09 02:00:00;3;3;1;2;0;0;0;0;2;2;0;0;0;0;0;0;0
2020-07-09 02:15:00;2;1;1;1;1;0;0;0;1;3;0;0;0;0;0;0;0
2020-07-09 02:30:00;4;0;0;1;0;1;3;3;2;1;0;0;0;0;0;0;0
2020-07-09 02:45:00;0;1;0;0;1;0;0;4;1;4;0;0;0;0;0;0;0
2020-07-09 03:00:00;2;3;1;1;0;0;1;1;4;0;0;0;0;0;0;0;0
2020-07-09 03:15:00;3;3;0;0;0;3;2;2;1;3;0;0;0;0;0;0;0
2020-07-09 03:30:00;2;0;1;2;0;1;1;1;3;3;0;0;0;0;0;0;0
2020-07-09 03:45:00;5;0;1;1;0;1;3;2;2;2;0;0;0;0;0;0;0
2020-07-09 04:00:00;2;1;0;0;0;1;0;3;6;2;0;0;0;0;0;0;0
2020-07-09 04:15:00;9;0;2;0;1;1;2;2;3;2;0;0;0;0;0;0;0
2020-07-09 04:30:00;4;2;4;3;1;2;1;0;5;7;0;0;0;0;0;0;0
2020-07-09 04:45:00;15;1;3;2;0;1;9;1;5;7;0;0;0;0;0;0;0
2020-07-09 05:00:00;44;6;11;21;2;4;4;13;17;9;0;0;0;0;0;0;0
2020-07-09 05:15:00;82;10;39;67;4;4;8;5;13;7;0;0;1;0;0;0;0
2020-07-09 05:30:00;87;3;50;54;2;2;28;20;34;25;0;0;0;0;0;0;0
2020-07-09 05:45:00;57;6;30;40;6;3;18;52;52;62;0;0;0;0;0;0;0
2020-07-09 06:00:00;44;7;24;19;3;3;14;65;66;93;0;0;0;0;0;1;5
2020-07-09 06:15:00;46;6;36;42;7;3;23;36;39;38;0;0;4;0;0;6;0
2020-07-09 06:30:00;68;10;47;59;10;9;23;28;36;37;0;0;0;0;0;4;0
2020-07-09 06:45:00;59;8;44;53;10;5;25;33;28;24;0;0;0;0;0;0;0
2020-07-09 07:00:00;40;20;47;52;3;8;16;28;26;29;0;0;0;0;2;0;0
2020-07-09 07:15:00;53;10;55;64;11;9;29;44;44;99;0;0;0;0;0;0;0
2020-07-09 07:30:00;69;14;48;64;10;13;24;42;48;39;0;0;0;0;0;0;0
2020-07-09 07:45:00;75;18;72;82;16;22;46;42;39;38;0;0;0;0;0;23;0
2020-07-09 08:00:00;50;19;46;55;14;15;28;32;36;18;0;0;0;0;0;0;0
2020-07-09 08:15:00;43;26;49;51;8;16;33;39;52;30;1;0;0;0;0;1;0
2020-07-09 08:30:00;59;21;39;39;8;14;28;29;32;27;0;0;0;0;0;0;0
2020-07-09 08:45:00;39;35;37;32;13;18;24;29;36;31;0;0;0;0;0;0;0
2020-07-09 09:00:00;46;23;36;32;10;17;31;30;42;25;0;0;2;0;3;0;0
2020-07-09 09:15:00;38;30;26;19;10;16;20;41;39;33;0;0;0;0;0;0;0
2020-07-09 09:30:00;27;30;33;28;10;14;21;28;23;28;0;0;0;0;0;0;0
2020-07-09 09:45:00;30;22;23;34;16;17;18;41;36;21;1;0;0;0;2;1;0
2020-07-09 10:00:00;36;30;31;28;9;15;28;29;31;21;0;0;1;0;0;0;0
2020-07-09 10:15:00;36;21;27;23;17;18;23;34;40;33;0;0;0;0;0;0;0
2020-07-09 10:30:00;35;27;23;29;10;20;27;24;28;29;0;0;0;1;0;1;0
2020-07-09 10:45:00;45;29;35;34;16;20;20;43;45;28;0;1;2;1;0;7;0
2020-07-09 11:00:00;37;35;25;23;14;19;39;23;32;29;0;0;0;0;7;1;0
2020-07-09 11:15:00;33;31;25;37;13;12;27;28;33;30;0;0;1;0;1;0;0
2020-07-09 11:30:00;44;31;31;26;18;19;27;31;31;23;1;0;12;0;1;0;2
2020-07-09 11:45:00;46;30;28;30;12;19;23;33;34;34;0;0;1;0;0;0;0
2020-07-09 12:00:00;58;26;31;27;11;26;25;40;60;37;1;0;2;2;1;1;0
2020-07-09 12:15:00;53;26;29;32;15;19;31;35;42;32;0;10;3;0;0;0;0
2020-07-09 12:30:00;52;20;31;35;13;14;30;34;34;27;0;0;0;0;0;0;0
2020-07-09 12:45:00;60;24;37;35;17;9;28;38;36;38;1;0;8;0;0;1;0
2020-07-09 13:00:00;60;26;35;48;16;15;33;51;49;58;0;2;1;0;0;0;0
2020-07-09 13:15:00;74;27;39;46;17;18;24;44;52;44;5;0;7;0;0;1;0
2020-07-09 13:30:00;102;25;44;61;13;17;30;39;43;41;0;0;1;0;0;0;0
2020-07-09 13:45:00;89;38;46;60;12;23;51;47;50;63;0;0;0;0;0;0;0
2020-07-09 14:00:00;68;35;30;37;14;15;26;57;67;78;2;0;0;0;0;0;0
2020-07-09 14:15:00;50;29;32;25;19;19;26;86;83;125;0;0;1;0;1;40;0
2020-07-09 14:30:00;47;40;15;21;11;23;28;71;79;99;0;0;0;0;1;4;0
