DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DD1);10(DD2);11(TAFGC)
2019-12-02 00:00:00;4;2;1;0;0;4;2;4;1;0;0
2019-12-02 00:15:00;11;2;2;0;0;5;0;5;1;2;0
2019-12-02 00:30:00;2;0;1;0;0;7;1;7;2;1;0
2019-12-02 00:45:00;2;2;2;0;0;6;5;6;2;4;0
2019-12-02 01:00:00;7;1;1;0;0;3;1;3;1;2;0
2019-12-02 01:15:00;1;0;0;0;0;3;3;3;3;3;0
2019-12-02 01:30:00;7;2;1;0;0;3;5;3;3;5;0
2019-12-02 01:45:00;1;0;0;0;0;1;2;1;1;1;0
2019-12-02 02:00:00;3;3;3;0;0;7;1;7;1;4;0
2019-12-02 02:15:00;4;4;3;0;0;6;3;6;0;3;0
2019-12-02 02:30:00;6;2;3;0;0;4;1;4;3;2;0
2019-12-02 02:45:00;3;3;3;0;0;1;5;1;1;6;0
2019-12-02 03:00:00;7;1;1;0;0;3;4;3;3;4;0
2019-12-02 03:15:00;3;4;4;0;0;4;7;4;2;5;0
2019-12-02 03:30:00;6;1;1;0;2;5;4;5;1;4;0
2019-12-02 03:45:00;8;2;2;0;0;4;4;4;1;3;0
2019-12-02 04:00:00;5;1;0;0;0;3;3;3;2;4;0
2019-12-02 04:15:00;7;1;0;0;0;8;2;8;4;3;0
2019-12-02 04:30:00;10;7;7;0;0;11;3;11;1;5;0
2019-12-02 04:45:00;21;6;1;0;0;12;4;12;4;4;0
2019-12-02 05:00:00;44;9;7;0;0;22;10;22;1;1;0
2019-12-02 05:15:00;50;5;3;0;0;20;6;20;1;5;0
2019-12-02 05:30:00;77;2;1;0;0;33;7;33;4;8;0
2019-12-02 05:45:00;96;5;3;0;0;45;5;46;3;4;0
2019-12-02 06:00:00;108;4;3;0;1;41;5;41;1;2;0
2019-12-02 06:15:00;112;6;2;0;2;61;6;61;9;7;0
2019-12-02 06:30:00;180;1;2;1;0;86;12;87;8;9;0
2019-12-02 06:45:00;226;1;1;0;0;89;17;90;5;10;0
2019-12-02 07:00:00;230;0;0;0;0;70;17;71;4;3;0
2019-12-02 07:15:00;227;1;0;0;8;75;21;75;7;3;0
2019-12-02 07:30:00;257;5;2;0;1;60;14;60;6;3;0
2019-12-02 07:45:00;256;5;4;0;1;86;14;86;5;4;0
2019-12-02 08:00:00;259;4;2;0;1;96;19;96;10;5;0
2019-12-02 08:15:00;246;4;3;0;2;77;26;79;9;6;0
2019-12-02 08:30:00;212;2;2;1;0;80;21;81;10;7;0
2019-12-02 08:45:00;130;1;1;0;2;74;42;75;16;8;0
2019-12-02 09:00:00;134;1;1;0;0;61;31;62;25;11;0
2019-12-02 09:15:00;143;3;3;0;3;64;39;63;25;21;1
2019-12-02 09:30:00;125;2;2;5;2;57;37;56;38;14;0
2019-12-02 09:45:00;128;1;1;0;0;70;43;69;32;15;0
2019-12-02 10:00:00;113;1;2;0;1;70;44;69;33;11;0
2019-12-02 10:15:00;107;0;0;0;1;90;36;90;46;11;0
2019-12-02 10:30:00;116;2;0;0;1;83;36;82;34;14;0
2019-12-02 10:45:00;126;2;1;0;3;95;35;94;38;19;0
2019-12-02 11:00:00;126;2;2;0;2;87;45;88;30;11;0
2019-12-02 11:15:00;83;3;1;0;2;86;44;86;45;18;0
2019-12-02 11:30:00;102;3;2;0;5;112;37;110;26;15;0
2019-12-02 11:45:00;84;2;1;0;2;104;48;103;36;14;0
2019-12-02 12:00:00;77;2;0;0;3;72;48;73;37;14;2
2019-12-02 12:15:00;109;3;1;0;1;100;45;101;44;17;0
2019-12-02 12:30:00;104;2;0;1;2;110;41;111;47;22;0
2019-12-02 12:45:00;101;4;4;1;4;102;38;102;36;20;0
2019-12-02 13:00:00;107;3;1;0;2;117;16;119;34;12;0
2019-12-02 13:15:00;103;3;1;0;2;123;35;123;24;14;0
2019-12-02 13:30:00;116;3;1;0;3;126;31;128;36;11;0
2019-12-02 13:45:00;116;3;1;1;2;121;35;120;126;15;1
2019-12-02 14:00:00;100;1;0;0;2;99;32;96;28;17;1
2019-12-02 14:15:00;119;5;3;0;0;123;40;123;27;11;0
2019-12-02 14:30:00;130;1;0;0;1;129;36;124;30;11;0
2019-12-02 14:45:00;112;6;2;0;1;131;33;131;26;15;0
2019-12-02 15:00:00;97;3;1;0;1;135;26;136;22;13;0
2019-12-02 15:15:00;129;3;0;0;1;144;25;144;30;10;0
2019-12-02 15:30:00;114;4;2;0;0;141;17;142;17;16;0
2019-12-02 15:45:00;114;9;6;0;6;161;28;162;28;11;0
2019-12-02 16:00:00;122;2;2;0;1;174;21;174;25;12;0
2019-12-02 16:15:00;143;5;3;0;1;172;29;170;14;13;0
2019-12-02 16:30:00;169;0;0;0;1;242;32;248;22;13;0
2019-12-02 16:45:00;125;4;3;0;1;188;31;186;27;10;0
2019-12-02 17:00:00;119;0;0;0;2;182;17;183;22;13;0
2019-12-02 17:15:00;105;2;0;0;2;210;24;210;26;9;0
2019-12-02 17:30:00;107;2;1;0;0;179;22;178;22;10;0
2019-12-02 17:45:00;106;6;4;0;1;166;27;167;14;11;0
2019-12-02 18:00:00;82;1;0;0;0;139;16;140;15;4;0
2019-12-02 18:15:00;71;4;2;0;0;128;11;127;16;5;0
2019-12-02 18:30:00;68;5;4;0;0;95;7;95;13;1;0
2019-12-02 18:45:00;56;4;0;0;0;85;6;84;9;3;0
2019-12-02 19:00:00;30;3;2;0;0;68;6;69;1;2;0
2019-12-02 19:15:00;47;3;2;0;0;78;4;77;4;2;0
2019-12-02 19:30:00;38;1;0;0;0;65;3;65;4;2;0
2019-12-02 19:45:00;35;5;2;0;0;52;5;52;0;2;0
2019-12-02 20:00:00;23;1;0;0;0;45;3;44;1;0;0
2019-12-02 20:15:00;30;1;1;0;0;51;5;52;6;4;0
2019-12-02 20:30:00;26;1;1;0;0;45;6;44;2;0;0
2019-12-02 20:45:00;23;4;4;0;0;37;3;37;2;1;0
2019-12-02 21:00:00;35;11;11;0;0;52;0;52;5;6;0
2019-12-02 21:15:00;23;3;2;0;0;33;0;34;1;2;0
2019-12-02 21:30:00;31;2;2;0;2;32;4;32;2;1;0
2019-12-02 21:45:00;19;3;3;0;0;39;5;39;2;4;0
2019-12-02 22:00:00;19;1;1;0;0;39;4;38;2;3;0
2019-12-02 22:15:00;24;3;2;0;0;43;6;43;4;3;0
2019-12-02 22:30:00;10;3;1;0;0;39;0;39;1;0;0
2019-12-02 22:45:00;8;1;1;0;0;29;2;29;0;0;0
2019-12-02 23:00:00;11;1;1;0;0;15;1;15;0;0;0
2019-12-02 23:15:00;8;3;1;0;0;13;4;13;0;0;0
2019-12-02 23:30:00;7;3;1;0;0;13;3;13;0;0;0
2019-12-02 23:45:00;8;3;1;0;0;6;0;6;0;2;0
