DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DBL3);6(DC1)
2020-03-27 00:00:00;5;1;2;4;0;1
2020-03-27 00:15:00;7;4;9;4;1;4
2020-03-27 00:30:00;3;1;2;0;0;1
2020-03-27 00:45:00;5;1;2;3;0;1
2020-03-27 01:00:00;1;0;2;0;0;0
2020-03-27 01:15:00;3;3;4;1;0;0
2020-03-27 01:30:00;4;0;1;2;0;3
2020-03-27 01:45:00;2;1;0;2;2;3
2020-03-27 02:00:00;1;1;2;3;0;1
2020-03-27 02:15:00;5;0;2;2;0;1
2020-03-27 02:30:00;6;1;4;4;0;1
2020-03-27 02:45:00;5;4;2;2;0;1
2020-03-27 03:00:00;5;0;3;2;0;1
2020-03-27 03:15:00;3;1;3;0;0;0
2020-03-27 03:30:00;6;0;2;3;0;1
2020-03-27 03:45:00;4;0;1;3;0;0
2020-03-27 04:00:00;5;1;2;3;0;2
2020-03-27 04:15:00;5;1;3;7;0;2
2020-03-27 04:30:00;8;4;5;6;0;4
2020-03-27 04:45:00;11;8;9;7;0;3
2020-03-27 05:00:00;16;4;5;13;3;3
2020-03-27 05:15:00;29;15;10;18;0;3
2020-03-27 05:30:00;52;30;17;39;3;13
2020-03-27 05:45:00;51;38;15;33;1;8
2020-03-27 06:00:00;43;36;24;29;2;4
2020-03-27 06:15:00;67;64;24;48;1;10
2020-03-27 06:30:00;75;59;33;46;4;15
2020-03-27 06:45:00;85;66;36;49;5;16
2020-03-27 07:00:00;68;68;30;63;7;21
2020-03-27 07:15:00;72;69;41;73;9;25
2020-03-27 07:30:00;85;83;43;61;6;25
2020-03-27 07:45:00;91;75;42;78;14;22
2020-03-27 08:00:00;69;40;49;52;7;24
2020-03-27 08:15:00;67;49;39;54;13;19
2020-03-27 08:30:00;81;41;34;53;6;28
2020-03-27 08:45:00;71;59;59;68;11;23
2020-03-27 09:00:00;70;43;29;54;10;29
2020-03-27 09:15:00;62;44;52;72;9;24
2020-03-27 09:30:00;85;50;53;74;7;21
2020-03-27 09:45:00;90;64;52;91;13;23
2020-03-27 10:00:00;82;59;39;67;12;23
2020-03-27 10:15:00;81;59;52;80;11;31
2020-03-27 10:30:00;104;61;48;84;13;30
2020-03-27 10:45:00;110;61;64;94;12;47
2020-03-27 11:00:00;88;62;51;80;11;42
2020-03-27 11:15:00;99;84;48;88;12;31
2020-03-27 11:30:00;99;57;47;98;8;47
2020-03-27 11:45:00;113;72;54;86;12;31
2020-03-27 12:00:00;87;67;70;120;17;33
2020-03-27 12:15:00;93;80;67;113;13;36
2020-03-27 12:30:00;81;76;63;99;6;39
2020-03-27 12:45:00;94;76;65;129;19;24
2020-03-27 13:00:00;93;70;60;95;12;26
2020-03-27 13:15:00;97;83;65;95;12;26
2020-03-27 13:30:00;104;74;48;102;6;42
2020-03-27 13:45:00;90;89;61;107;15;39
2020-03-27 14:00:00;94;66;67;130;10;39
2020-03-27 14:15:00;98;74;56;106;18;37
2020-03-27 14:30:00;98;67;73;92;13;42
2020-03-27 14:45:00;92;80;67;97;11;35
2020-03-27 15:00:00;90;64;68;90;14;33
2020-03-27 15:15:00;81;64;75;85;10;29
2020-03-27 15:30:00;86;70;49;85;16;30
2020-03-27 15:45:00;83;51;59;93;12;38
2020-03-27 16:00:00;98;66;49;85;9;29
2020-03-27 16:15:00;86;68;55;80;15;26
2020-03-27 16:30:00;95;54;66;91;13;33
2020-03-27 16:45:00;79;50;59;70;11;40
2020-03-27 17:00:00;74;55;46;83;9;21
2020-03-27 17:15:00;79;55;48;98;11;42
2020-03-27 17:30:00;84;57;49;79;7;29
2020-03-27 17:45:00;65;41;50;74;13;27
2020-03-27 18:00:00;75;41;37;61;11;31
2020-03-27 18:15:00;83;56;47;63;5;23
2020-03-27 18:30:00;69;38;34;59;6;33
2020-03-27 18:45:00;74;39;33;54;10;19
2020-03-27 19:00:00;53;46;38;54;10;23
2020-03-27 19:15:00;65;27;26;36;8;15
2020-03-27 19:30:00;51;29;24;50;8;24
2020-03-27 19:45:00;44;26;28;46;2;18
2020-03-27 20:00:00;53;26;26;35;1;15
2020-03-27 20:15:00;37;26;20;30;5;7
2020-03-27 20:30:00;26;14;16;32;3;13
2020-03-27 20:45:00;30;10;16;24;3;5
2020-03-27 21:00:00;28;8;18;32;1;3
2020-03-27 21:15:00;25;13;6;13;0;5
2020-03-27 21:30:00;37;17;13;19;1;3
2020-03-27 21:45:00;18;7;7;12;1;7
2020-03-27 22:00:00;15;6;13;23;1;3
2020-03-27 22:15:00;26;9;9;17;1;3
2020-03-27 22:30:00;19;12;12;11;0;1
2020-03-27 22:45:00;15;10;4;14;0;2
2020-03-27 23:00:00;15;4;6;5;0;4
2020-03-27 23:15:00;13;4;4;16;0;3
2020-03-27 23:30:00;8;6;3;6;2;1
2020-03-27 23:45:00;11;4;2;3;0;1
