DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(TAA);6(TAFBA)
2020-06-11 00:00:00;10;9;17;12;0;0
2020-06-11 00:15:00;14;5;13;6;0;0
2020-06-11 00:30:00;20;10;14;12;0;0
2020-06-11 00:45:00;14;9;15;4;0;0
2020-06-11 01:00:00;7;8;19;7;0;0
2020-06-11 01:15:00;7;6;5;5;0;0
2020-06-11 01:30:00;6;7;10;2;0;0
2020-06-11 01:45:00;6;6;10;4;0;0
2020-06-11 02:00:00;7;7;6;1;0;0
2020-06-11 02:15:00;8;6;9;9;0;0
2020-06-11 02:30:00;10;7;4;1;0;0
2020-06-11 02:45:00;8;2;5;1;0;0
2020-06-11 03:00:00;5;4;8;4;0;0
2020-06-11 03:15:00;6;1;9;3;0;0
2020-06-11 03:30:00;2;3;7;2;0;0
2020-06-11 03:45:00;5;2;3;2;0;0
2020-06-11 04:00:00;2;1;6;4;0;0
2020-06-11 04:15:00;6;6;5;1;0;0
2020-06-11 04:30:00;8;5;7;6;0;0
2020-06-11 04:45:00;9;3;4;3;0;0
2020-06-11 05:00:00;17;7;8;2;0;0
2020-06-11 05:15:00;9;7;12;6;0;0
2020-06-11 05:30:00;30;22;13;10;2;0
2020-06-11 05:45:00;61;59;15;4;0;0
2020-06-11 06:00:00;80;89;14;4;0;0
2020-06-11 06:15:00;61;58;20;12;0;0
2020-06-11 06:30:00;17;12;9;5;0;0
2020-06-11 06:45:00;16;4;13;7;0;0
2020-06-11 07:00:00;16;5;9;4;0;0
2020-06-11 07:15:00;25;16;14;5;0;0
2020-06-11 07:30:00;14;13;16;7;0;0
2020-06-11 07:45:00;19;20;19;7;0;0
2020-06-11 08:00:00;18;16;10;6;0;0
2020-06-11 08:15:00;19;18;13;6;0;0
2020-06-11 08:30:00;22;16;22;11;0;0
2020-06-11 08:45:00;25;19;18;7;2;0
2020-06-11 09:00:00;37;21;22;13;0;0
2020-06-11 09:15:00;29;27;19;8;7;0
2020-06-11 09:30:00;43;31;26;15;7;0
2020-06-11 09:45:00;37;31;31;14;0;0
2020-06-11 10:00:00;47;34;35;22;1;0
2020-06-11 10:15:00;35;33;40;19;15;0
2020-06-11 10:30:00;66;46;36;24;4;0
2020-06-11 10:45:00;45;38;47;23;30;0
2020-06-11 11:00:00;32;37;39;24;3;0
2020-06-11 11:15:00;43;38;47;32;0;0
2020-06-11 11:30:00;53;43;54;32;0;0
2020-06-11 11:45:00;55;55;51;22;0;0
2020-06-11 12:00:00;45;45;46;26;6;0
2020-06-11 12:15:00;43;38;38;34;0;0
2020-06-11 12:30:00;37;38;40;30;2;0
2020-06-11 12:45:00;55;38;61;30;3;0
2020-06-11 13:00:00;52;46;57;44;1;0
2020-06-11 13:15:00;47;46;46;31;5;0
2020-06-11 13:30:00;55;44;52;28;0;0
2020-06-11 13:45:00;47;44;43;25;5;0
2020-06-11 14:00:00;49;41;55;32;52;0
2020-06-11 14:15:00;50;50;41;38;3;0
2020-06-11 14:30:00;50;45;38;21;7;0
2020-06-11 14:45:00;46;48;57;42;11;0
2020-06-11 15:00:00;53;55;54;29;0;0
2020-06-11 15:15:00;40;48;55;37;3;0
2020-06-11 15:30:00;54;47;55;30;4;0
2020-06-11 15:45:00;56;53;49;37;14;0
2020-06-11 16:00:00;62;45;46;27;17;0
2020-06-11 16:15:00;43;32;63;27;17;7
2020-06-11 16:30:00;46;53;49;38;29;0
2020-06-11 16:45:00;53;55;57;32;9;2
2020-06-11 17:00:00;56;65;46;29;4;0
2020-06-11 17:15:00;45;39;54;32;8;0
2020-06-11 17:30:00;49;36;48;47;4;0
2020-06-11 17:45:00;47;48;53;39;8;0
2020-06-11 18:00:00;49;54;49;34;13;0
2020-06-11 18:15:00;64;59;62;32;4;0
2020-06-11 18:30:00;57;44;54;31;9;4
2020-06-11 18:45:00;48;46;65;38;3;0
2020-06-11 19:00:00;47;44;56;41;2;0
2020-06-11 19:15:00;35;34;66;37;14;0
2020-06-11 19:30:00;42;34;47;42;1;0
2020-06-11 19:45:00;43;38;57;44;0;0
2020-06-11 20:00:00;39;40;38;22;2;0
2020-06-11 20:15:00;50;36;49;25;0;0
2020-06-11 20:30:00;37;24;46;36;4;0
2020-06-11 20:45:00;36;29;43;30;2;0
2020-06-11 21:00:00;33;28;35;26;13;0
2020-06-11 21:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-11 21:30:00;44;32;40;37;0;0
2020-06-11 21:45:00;34;30;33;23;0;0
2020-06-11 22:00:00;54;36;35;22;0;0
2020-06-11 22:15:00;25;24;26;23;0;0
2020-06-11 22:30:00;36;30;28;19;0;0
2020-06-11 23:00:00;21;14;29;14;0;0
2020-06-11 23:15:00;13;16;16;15;0;0
2020-06-11 23:30:00;22;8;16;14;0;0
2020-06-11 23:45:00;16;16;16;14;0;0
