DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);9(TAFGA);10(TAFBA);11(TAFGB);12(TAFBB);13(TAFBC)
2020-10-09 00:00:00;0;12;4;12;5;0;1;1;0;0;0;0;0
2020-10-09 00:15:00;0;7;3;17;4;1;0;0;0;0;0;0;0
2020-10-09 00:30:00;0;9;3;12;4;0;0;0;0;0;0;0;0
2020-10-09 00:45:00;1;6;1;7;4;5;0;0;0;0;0;0;0
2020-10-09 01:00:00;0;4;4;9;3;0;0;0;0;0;0;0;0
2020-10-09 01:15:00;0;11;7;5;3;0;1;1;0;0;0;0;0
2020-10-09 01:30:00;0;3;2;6;3;0;0;0;0;0;0;0;0
2020-10-09 01:45:00;0;5;0;2;1;0;0;0;0;0;0;0;0
2020-10-09 02:00:00;0;12;3;7;0;0;0;0;0;0;0;0;0
2020-10-09 02:15:00;0;7;6;1;1;1;6;5;0;0;0;0;0
2020-10-09 02:30:00;0;8;2;6;3;1;0;0;0;0;0;0;0
2020-10-09 02:45:00;0;4;1;6;1;0;0;1;0;0;0;0;0
2020-10-09 03:00:00;0;7;2;4;2;0;0;0;0;0;0;0;0
2020-10-09 03:15:00;1;7;0;6;1;0;1;1;0;0;0;0;0
2020-10-09 03:30:00;0;11;0;10;2;0;0;0;0;0;0;0;0
2020-10-09 03:45:00;0;7;2;5;3;0;0;0;0;0;0;0;0
2020-10-09 04:00:00;1;10;2;9;2;1;0;1;0;0;0;0;0
2020-10-09 04:15:00;0;11;4;9;3;0;0;1;0;0;0;0;0
2020-10-09 04:30:00;2;16;3;23;1;1;0;1;0;0;0;0;0
2020-10-09 04:45:00;3;25;5;40;18;2;2;4;0;0;0;0;0
2020-10-09 05:00:00;0;31;13;80;63;0;0;2;0;0;0;0;0
2020-10-09 05:15:00;0;43;26;113;102;0;0;3;0;0;0;0;0
2020-10-09 05:30:00;3;39;33;98;105;0;0;2;0;0;0;0;0
2020-10-09 05:45:00;13;101;88;87;90;7;0;1;0;0;0;0;0
2020-10-09 06:00:00;10;106;102;77;76;7;6;8;0;0;0;0;0
2020-10-09 06:15:00;20;94;85;101;102;9;14;14;0;0;0;0;0
2020-10-09 06:30:00;8;72;77;120;140;14;12;16;1;0;0;0;0
2020-10-09 06:45:00;11;79;79;91;99;16;11;8;2;2;2;1;0
2020-10-09 07:00:00;11;57;48;102;116;10;9;11;0;0;0;0;0
2020-10-09 07:15:00;7;74;60;92;133;23;6;10;6;0;18;0;0
2020-10-09 07:30:00;31;70;78;88;121;21;4;12;0;0;2;0;0
2020-10-09 07:45:00;41;68;69;98;94;43;16;19;2;1;2;3;0
2020-10-09 08:00:00;32;78;51;90;89;24;14;21;0;1;0;0;0
2020-10-09 08:15:00;31;81;67;79;83;27;13;18;1;0;10;0;0
2020-10-09 08:30:00;26;82;68;81;71;32;15;24;2;0;1;0;0
2020-10-09 08:45:00;25;62;59;76;62;24;13;20;1;0;3;0;0
2020-10-09 09:00:00;37;55;61;87;64;17;12;23;14;0;4;2;0
2020-10-09 09:15:00;30;76;49;74;75;19;17;20;1;0;7;0;0
2020-10-09 09:30:00;31;78;51;82;69;16;16;22;0;0;18;0;0
2020-10-09 09:45:00;37;79;66;70;59;22;30;32;1;0;1;0;0
2020-10-09 10:00:00;35;73;74;74;53;22;22;35;22;0;2;1;0
2020-10-09 10:15:00;32;86;85;80;45;22;22;40;5;1;22;0;0
2020-10-09 10:30:00;51;77;74;83;55;21;26;35;12;0;1;0;0
2020-10-09 10:45:00;49;95;91;81;61;21;22;42;2;0;4;0;0
2020-10-09 11:00:00;33;62;64;74;56;18;33;33;6;0;14;7;0
2020-10-09 11:15:00;39;104;92;80;65;25;35;38;8;21;4;0;0
2020-10-09 11:30:00;32;92;85;74;60;20;29;46;6;0;2;0;0
2020-10-09 11:45:00;35;94;109;79;75;19;32;38;4;1;1;0;0
2020-10-09 12:00:00;33;105;110;92;62;19;33;29;4;0;2;0;0
2020-10-09 12:15:00;34;117;126;98;75;26;36;45;14;2;5;6;0
2020-10-09 12:30:00;35;116;121;82;78;16;32;38;12;1;16;4;0
2020-10-09 12:45:00;30;118;122;103;83;26;27;38;21;0;0;0;0
2020-10-09 13:00:00;20;118;106;92;77;13;29;35;5;1;18;2;0
2020-10-09 13:15:00;29;120;134;107;111;16;33;37;13;1;2;1;0
2020-10-09 13:30:00;41;136;134;120;118;16;32;30;39;13;2;0;0
2020-10-09 13:45:00;42;131;129;110;107;15;23;28;7;2;4;0;0
2020-10-09 14:00:00;30;130;143;108;100;16;24;37;12;0;1;0;4
2020-10-09 14:15:00;34;164;175;82;81;19;36;36;5;0;9;0;0
2020-10-09 14:30:00;41;155;177;96;81;26;40;32;15;1;3;0;0
2020-10-09 14:45:00;44;159;158;86;60;27;36;36;4;2;3;15;0
2020-10-09 15:00:00;35;142;149;84;78;19;34;29;6;0;10;0;0
2020-10-09 15:15:00;35;145;150;84;71;21;37;35;7;2;21;7;0
2020-10-09 15:30:00;26;128;130;75;59;20;34;41;19;4;2;0;0
2020-10-09 15:45:00;45;140;137;93;80;26;31;40;13;2;3;0;0
2020-10-09 16:00:00;28;123;117;82;71;16;44;45;16;2;5;0;0
2020-10-09 16:15:00;31;140;129;92;70;33;19;32;5;0;4;0;1
2020-10-09 16:30:00;42;114;119;90;76;30;27;33;4;0;18;0;0
2020-10-09 16:45:00;46;108;113;102;81;20;31;38;6;0;22;0;1
2020-10-09 17:00:00;31;110;111;89;77;27;37;43;56;4;0;0;0
2020-10-09 17:15:00;35;107;131;91;75;22;34;34;8;12;39;0;0
2020-10-09 17:30:00;40;97;105;88;80;34;40;39;4;0;19;1;0
2020-10-09 17:45:00;36;90;98;71;63;26;33;38;9;0;1;2;0
2020-10-09 18:00:00;32;102;71;84;77;23;33;37;5;2;2;2;0
2020-10-09 18:15:00;29;85;93;91;63;21;21;33;6;3;11;0;0
2020-10-09 18:30:00;32;82;91;75;80;30;30;40;8;0;19;0;0
2020-10-09 18:45:00;36;91;89;63;44;17;31;40;3;0;20;0;0
2020-10-09 19:00:00;21;63;70;62;46;23;30;36;27;0;2;0;0
2020-10-09 19:15:00;32;76;49;86;67;14;19;33;8;3;1;0;0
2020-10-09 19:30:00;13;61;52;54;44;13;22;36;2;0;3;0;0
2020-10-09 19:45:00;10;60;45;66;35;6;20;31;10;1;1;0;0
2020-10-09 20:00:00;3;68;47;60;48;5;14;16;4;0;0;0;0
2020-10-09 20:15:00;0;68;52;60;48;1;9;10;4;0;0;0;0
2020-10-09 20:30:00;2;55;34;52;39;2;1;3;0;0;0;0;0
2020-10-09 20:45:00;0;48;33;68;40;0;2;5;4;0;0;0;0
2020-10-09 21:00:00;0;54;27;75;67;1;18;13;4;1;0;0;0
2020-10-09 21:15:00;1;45;31;97;92;3;7;9;0;0;1;0;0
2020-10-09 21:30:00;1;56;34;56;44;1;5;0;0;0;0;0;0
2020-10-09 21:45:00;1;88;98;47;29;1;2;5;0;0;0;0;0
2020-10-09 22:00:00;3;129;123;39;25;0;5;7;0;0;0;0;0
2020-10-09 22:15:00;2;71;55;35;18;1;0;2;0;0;0;0;0
2020-10-09 22:30:00;0;40;25;41;19;1;2;2;0;0;0;0;0
2020-10-09 22:45:00;1;33;15;31;17;0;0;0;0;0;0;0;0
2020-10-09 23:00:00;0;34;14;23;19;1;0;1;0;0;0;0;0
2020-10-09 23:15:00;0;26;15;19;12;1;0;3;0;0;0;0;0
2020-10-09 23:30:00;1;29;11;29;14;0;3;4;0;0;0;0;0
2020-10-09 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
