DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(TAFGB);7(TAFBB);8(TAFBC);9(SKC)
2020-11-10 00:00:00;5;3;5;0;0;0;0;0;0
2020-11-10 00:15:00;4;1;10;0;0;0;0;0;0
2020-11-10 00:30:00;7;4;5;1;1;0;0;0;0
2020-11-10 00:45:00;1;3;8;0;0;0;0;0;0
2020-11-10 01:00:00;3;1;9;0;0;0;0;0;0
2020-11-10 01:15:00;1;1;1;0;0;0;0;0;0
2020-11-10 01:30:00;6;3;5;2;2;0;0;0;0
2020-11-10 01:45:00;8;0;5;0;0;0;0;0;0
2020-11-10 02:00:00;2;2;2;0;0;0;0;0;0
2020-11-10 02:15:00;5;3;0;0;0;0;0;0;0
2020-11-10 02:30:00;4;2;3;0;0;0;0;0;0
2020-11-10 02:45:00;4;2;6;0;0;0;0;0;0
2020-11-10 03:00:00;5;2;3;2;2;0;0;0;0
2020-11-10 03:15:00;6;3;5;1;1;0;0;0;0
2020-11-10 03:30:00;7;1;3;0;0;0;0;0;0
2020-11-10 03:45:00;6;5;9;0;0;0;0;0;0
2020-11-10 04:00:00;4;3;9;0;0;0;0;0;0
2020-11-10 04:15:00;9;6;20;0;0;0;0;0;0
2020-11-10 04:30:00;15;4;17;0;0;0;0;0;0
2020-11-10 04:45:00;17;7;45;0;0;0;0;0;0
2020-11-10 05:00:00;40;13;85;0;0;0;0;0;0
2020-11-10 05:15:00;57;20;123;1;1;0;0;0;0
2020-11-10 05:30:00;59;20;104;1;1;0;0;0;0
2020-11-10 05:45:00;66;19;93;1;1;0;0;0;0
2020-11-10 06:00:00;104;35;119;1;1;1;0;0;0
2020-11-10 06:15:00;113;52;149;1;1;0;0;0;0
2020-11-10 06:30:00;109;54;169;2;1;1;0;0;0
2020-11-10 06:45:00;79;43;160;1;1;1;0;0;0
2020-11-10 07:00:00;98;46;220;1;1;0;0;0;0
2020-11-10 07:15:00;100;54;243;5;5;0;0;0;0
2020-11-10 07:30:00;104;73;228;1;1;1;0;0;0
2020-11-10 07:45:00;113;93;208;1;1;0;0;0;0
2020-11-10 08:00:00;85;74;186;1;1;1;0;0;0
2020-11-10 08:15:00;98;84;172;1;1;0;0;0;0
2020-11-10 08:30:00;106;76;175;2;2;0;0;0;0
2020-11-10 08:45:00;106;54;149;3;3;1;0;0;0
2020-11-10 09:00:00;85;52;174;1;1;0;0;0;0
2020-11-10 09:15:00;90;50;187;2;2;0;0;0;0
2020-11-10 09:30:00;98;51;157;1;1;0;0;0;0
2020-11-10 09:45:00;114;60;201;4;2;2;0;0;0
2020-11-10 10:00:00;101;61;156;2;1;1;0;0;0
2020-11-10 10:15:00;118;57;203;3;4;1;0;0;0
2020-11-10 10:30:00;102;75;190;1;1;0;0;0;0
2020-11-10 10:45:00;135;65;191;1;1;2;0;0;0
2020-11-10 11:00:00;137;71;130;2;2;1;0;0;0
2020-11-10 11:15:00;142;70;171;2;1;1;0;0;0
2020-11-10 11:30:00;119;65;172;1;1;1;0;0;0
2020-11-10 11:45:00;124;75;169;2;2;1;0;0;0
2020-11-10 12:00:00;139;71;162;2;2;1;0;0;0
2020-11-10 12:15:00;126;60;173;1;1;0;0;0;0
2020-11-10 12:30:00;151;79;169;2;2;2;0;0;0
2020-11-10 12:45:00;148;78;180;2;2;0;0;0;0
2020-11-10 13:00:00;157;78;181;2;2;2;0;0;0
2020-11-10 13:15:00;161;69;189;3;3;1;0;0;0
2020-11-10 13:30:00;145;93;204;3;3;5;0;0;0
2020-11-10 13:45:00;135;72;230;1;1;0;0;0;0
2020-11-10 14:00:00;143;72;169;2;2;0;0;0;0
2020-11-10 14:15:00;144;67;201;1;1;0;0;0;0
2020-11-10 14:30:00;171;85;186;2;2;0;0;0;0
2020-11-10 14:45:00;172;86;216;3;3;5;0;0;0
2020-11-10 15:00:00;184;75;193;2;2;2;0;0;0
2020-11-10 15:15:00;163;76;217;2;2;3;0;0;0
2020-11-10 15:30:00;147;75;187;2;2;2;0;0;0
2020-11-10 15:45:00;178;77;206;3;3;1;0;0;0
2020-11-10 16:00:00;162;100;197;2;2;0;0;0;0
2020-11-10 16:15:00;179;88;200;2;2;0;0;0;0
2020-11-10 16:30:00;182;104;193;2;2;0;0;0;0
2020-11-10 16:45:00;168;92;209;3;3;2;0;0;0
2020-11-10 17:00:00;201;97;230;3;3;0;0;0;0
2020-11-10 17:15:00;166;107;218;2;1;1;0;0;0
2020-11-10 17:30:00;150;68;202;1;1;0;0;0;0
2020-11-10 17:45:00;163;71;186;2;1;2;0;0;0
2020-11-10 18:00:00;131;57;166;2;2;0;0;0;0
