DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(TAAC);22(TARDB);23(TARDD)
2020-01-23 00:00:00;3;1;0;7;0;0;0;0
2020-01-23 00:15:00;2;0;1;9;1;0;0;0
2020-01-23 00:30:00;2;1;0;3;1;0;0;0
2020-01-23 00:45:00;0;0;0;1;1;0;0;0
2020-01-23 01:00:00;0;0;0;1;1;0;0;0
2020-01-23 01:15:00;1;1;2;3;1;0;0;0
2020-01-23 01:30:00;0;0;0;4;1;0;0;0
2020-01-23 01:45:00;1;0;1;3;1;0;0;0
2020-01-23 02:00:00;3;0;0;0;0;0;0;0
2020-01-23 02:15:00;1;0;0;2;0;0;0;0
2020-01-23 02:30:00;1;1;1;0;1;0;0;0
2020-01-23 02:45:00;0;0;0;1;0;0;0;0
2020-01-23 03:00:00;0;0;0;2;1;0;0;0
2020-01-23 03:15:00;1;0;0;2;0;0;0;0
2020-01-23 03:30:00;2;0;0;0;0;0;0;0
2020-01-23 03:45:00;2;0;0;0;0;0;0;0
2020-01-23 04:00:00;4;1;0;1;0;0;0;0
2020-01-23 04:15:00;5;2;0;2;1;0;0;0
2020-01-23 04:30:00;9;0;1;3;0;0;0;0
2020-01-23 04:45:00;7;0;1;1;0;0;0;0
2020-01-23 05:00:00;30;3;3;5;0;0;0;0
2020-01-23 05:15:00;25;10;2;4;1;0;0;0
2020-01-23 05:30:00;68;9;2;35;4;0;0;0
2020-01-23 05:45:00;67;8;7;28;2;0;0;0
2020-01-23 06:00:00;63;3;14;18;5;0;0;0
2020-01-23 06:15:00;96;5;10;38;1;0;0;0
2020-01-23 06:30:00;153;18;8;45;12;17;0;0
2020-01-23 06:45:00;119;14;9;79;10;4;0;0
2020-01-23 07:00:00;196;18;14;94;18;3;0;3
2020-01-23 07:15:00;215;23;23;110;32;23;0;0
2020-01-23 07:30:00;222;34;42;125;46;10;0;0
2020-01-23 07:45:00;203;21;39;121;61;8;0;0
2020-01-23 08:00:00;134;16;26;113;30;1;0;0
2020-01-23 08:15:00;140;22;27;93;28;19;0;0
2020-01-23 08:30:00;131;20;42;91;26;1;0;0
2020-01-23 08:45:00;112;19;28;95;19;4;0;0
2020-01-23 09:00:00;83;12;35;64;17;3;0;0
2020-01-23 09:15:00;81;19;30;68;19;2;0;0
2020-01-23 09:30:00;98;7;32;71;18;1;0;0
2020-01-23 09:45:00;87;14;32;70;25;2;0;0
2020-01-23 10:00:00;78;18;41;92;19;2;0;0
2020-01-23 10:15:00;88;15;31;62;16;2;0;0
2020-01-23 10:30:00;79;16;50;90;20;7;0;0
