DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);9(DC3);10(DD1);11(DE1)
2020-10-30 00:00:00;4;6;1;1;0;4;9;2;0;0;0
2020-10-30 00:15:00;14;3;0;2;1;2;17;2;0;1;0
2020-10-30 00:30:00;7;4;2;0;0;2;12;6;0;1;0
2020-10-30 00:45:00;7;3;1;0;0;0;5;3;0;0;0
2020-10-30 01:00:00;5;3;1;1;0;2;10;4;0;2;0
2020-10-30 01:15:00;5;3;0;0;0;1;12;1;0;0;0
2020-10-30 01:30:00;3;3;1;1;0;4;11;0;0;1;0
2020-10-30 01:45:00;5;5;4;1;0;1;5;2;0;0;0
2020-10-30 02:00:00;8;6;0;1;0;2;10;2;0;1;0
2020-10-30 02:15:00;4;2;0;3;0;2;7;1;0;0;0
2020-10-30 02:30:00;7;9;3;0;0;0;9;1;0;0;0
2020-10-30 02:45:00;5;1;0;0;0;0;6;2;0;1;0
2020-10-30 03:00:00;8;5;0;0;0;1;12;4;1;0;0
2020-10-30 03:15:00;7;7;1;1;0;5;7;1;0;0;0
2020-10-30 03:30:00;6;3;1;0;0;3;10;2;0;0;0
2020-10-30 03:45:00;5;2;1;2;0;3;10;2;0;0;0
2020-10-30 04:00:00;5;6;0;3;0;3;11;4;0;0;0
2020-10-30 04:15:00;6;2;1;0;1;2;18;1;0;0;0
2020-10-30 04:30:00;14;13;6;0;0;0;22;3;0;3;0
2020-10-30 04:45:00;15;9;4;1;0;2;49;14;0;4;0
2020-10-30 05:00:00;24;8;3;2;0;5;83;48;1;5;0
2020-10-30 05:15:00;31;21;13;4;2;10;102;88;0;3;0
2020-10-30 05:30:00;52;27;24;10;0;12;91;88;0;3;0
2020-10-30 05:45:00;88;29;35;18;4;25;80;85;0;6;0
2020-10-30 06:00:00;116;57;55;11;3;21;92;81;1;7;1
2020-10-30 06:15:00;138;57;40;21;4;30;98;104;0;13;2
2020-10-30 06:30:00;77;47;40;29;8;41;102;108;0;9;0
2020-10-30 06:45:00;80;38;41;22;6;34;97;110;2;11;2
2020-10-30 07:00:00;73;35;25;48;19;70;99;99;1;13;1
2020-10-30 07:15:00;75;37;37;65;34;97;113;109;3;14;1
2020-10-30 07:30:00;74;44;45;47;20;67;96;109;1;15;0
2020-10-30 07:45:00;85;39;39;35;18;50;96;125;3;11;0
2020-10-30 08:00:00;73;45;36;29;12;42;83;83;2;9;0
2020-10-30 08:15:00;77;36;37;23;5;31;86;77;1;8;2
2020-10-30 08:30:00;68;40;25;23;9;35;73;78;2;5;0
2020-10-30 08:45:00;83;37;26;30;4;35;79;71;1;7;0
2020-10-30 09:00:00;80;36;27;22;2;27;86;82;0;7;1
2020-10-30 09:15:00;81;35;17;29;8;35;92;85;2;8;0
