DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DD1);10(DD2);11(DRES1);12(DRES2);13(DRES3);14(DRES4);15(TARDB);16(TAFGA);17(TAFBA);18(TAFBB);19(TAFBD)
2020-01-25 00:00:00;9;18;10;1;17;15;4;10;0;0;0;0;0;0;0;0;0;0;0
2020-01-25 00:15:00;15;24;6;2;19;17;1;4;0;0;0;0;0;0;0;0;0;0;0
2020-01-25 00:30:00;21;21;9;1;23;22;4;8;0;0;0;0;0;0;0;0;0;0;0
2020-01-25 00:45:00;15;22;9;2;16;16;5;7;0;0;0;0;0;0;0;0;0;0;0
2020-01-25 01:00:00;18;18;8;0;22;11;4;7;0;0;0;0;0;0;0;0;0;0;0
2020-01-25 01:15:00;5;7;7;2;9;11;0;4;0;0;0;0;0;0;0;0;0;0;0
2020-01-25 01:30:00;6;13;6;1;15;15;5;7;0;0;0;0;0;0;0;0;0;0;0
2020-01-25 01:45:00;9;16;13;0;12;17;3;11;0;0;0;0;0;0;0;0;0;0;0
2020-01-25 02:00:00;13;11;4;0;17;14;1;4;0;0;0;0;0;0;0;0;0;0;0
2020-01-25 02:15:00;1;4;2;1;7;9;3;4;0;0;0;0;0;0;0;0;0;0;0
2020-01-25 02:30:00;8;10;3;1;15;10;1;4;0;0;0;0;0;0;0;0;0;0;0
2020-01-25 02:45:00;6;7;3;0;6;6;3;3;0;0;0;0;0;0;0;0;0;0;0
2020-01-25 03:00:00;6;8;9;0;11;13;2;6;0;0;0;0;0;0;0;0;0;0;0
2020-01-25 03:15:00;4;3;1;0;8;7;0;2;0;0;0;0;0;0;0;0;0;0;0
2020-01-25 03:30:00;4;9;6;0;7;8;2;4;0;0;0;0;0;0;0;0;0;0;0
2020-01-25 03:45:00;5;10;6;0;8;8;2;3;0;0;0;0;0;0;0;0;0;0;0
2020-01-25 04:00:00;3;5;5;0;8;6;2;5;0;0;0;0;0;0;0;0;0;0;0
2020-01-25 04:15:00;3;4;4;2;9;10;0;3;0;0;0;0;0;0;0;0;0;0;0
2020-01-25 04:30:00;9;9;3;2;7;8;2;4;0;0;0;0;0;0;0;0;0;0;0
2020-01-25 04:45:00;8;10;3;2;6;7;2;3;0;0;0;0;0;0;0;0;0;0;0
2020-01-25 05:00:00;21;28;11;0;16;21;6;10;0;0;0;0;0;0;0;0;0;0;0
2020-01-25 05:15:00;17;21;8;2;13;6;5;11;0;0;0;0;0;0;0;0;0;0;0
2020-01-25 05:30:00;24;31;13;6;21;19;9;15;1;0;0;0;0;0;0;0;0;0;0
2020-01-25 05:45:00;24;32;16;6;37;27;11;20;0;0;0;0;0;0;0;0;0;0;0
2020-01-25 06:00:00;24;21;11;3;55;44;18;26;2;0;0;0;0;0;0;0;0;0;0
2020-01-25 06:15:00;16;24;22;0;48;47;19;30;4;2;0;0;0;0;0;0;0;0;0
2020-01-25 06:30:00;28;27;11;2;30;30;17;23;4;2;0;0;0;0;0;0;0;0;0
