DATUM;1(DA1);2(DB1);3(DB2);4(DC1);5(DC2);9(TAFGB1);10(TAFGB2);11(TARDD);12(TAFBA);13(TAFBB);14(TAFGE);15(TAFBE)
2019-12-26 00:00:00;0;6;9;9;4;0;0;0;0;0;0;0
2019-12-26 00:15:00;5;15;16;11;6;0;0;0;0;0;0;0
2019-12-26 00:30:00;6;5;4;6;6;0;0;0;0;0;0;0
2019-12-26 00:45:00;5;7;12;8;7;0;0;0;0;0;0;0
2019-12-26 01:00:00;0;5;7;6;5;0;0;0;0;0;0;0
2019-12-26 01:15:00;3;12;8;10;4;0;0;0;0;0;0;0
2019-12-26 01:30:00;3;8;7;4;2;0;0;0;0;0;0;0
2019-12-26 01:45:00;1;6;6;5;2;0;0;0;0;0;0;0
2019-12-26 02:00:00;1;8;5;5;6;0;0;0;0;0;0;0
2019-12-26 02:15:00;1;7;8;8;6;0;0;0;0;0;0;0
2019-12-26 02:30:00;3;3;2;2;1;0;0;0;0;0;0;0
2019-12-26 02:45:00;2;4;2;6;3;0;0;0;0;0;0;0
2019-12-26 03:00:00;0;3;9;8;4;0;0;0;0;0;0;0
2019-12-26 03:15:00;0;5;6;8;2;0;0;0;0;0;0;0
2019-12-26 03:30:00;1;4;5;2;0;0;0;0;0;0;0;0
2019-12-26 03:45:00;0;5;6;3;2;0;0;0;0;0;0;0
2019-12-26 04:00:00;1;4;5;8;3;0;0;0;0;0;0;0
2019-12-26 04:15:00;1;5;6;4;3;0;0;0;0;0;0;0
2019-12-26 04:30:00;3;1;1;1;1;0;0;0;0;0;0;0
2019-12-26 04:45:00;1;6;3;1;3;0;0;0;0;0;0;0
2019-12-26 05:00:00;1;2;2;5;1;0;0;0;0;0;0;0
2019-12-26 05:15:00;1;5;7;4;4;0;0;0;0;0;0;0
2019-12-26 05:30:00;3;5;6;14;3;0;0;0;0;0;0;0
2019-12-26 05:45:00;2;6;9;10;12;0;0;0;0;0;0;0
2019-12-26 06:00:00;2;7;2;6;0;0;0;0;0;0;0;0
2019-12-26 06:15:00;0;3;6;9;2;0;0;0;0;0;0;0
2019-12-26 06:30:00;3;4;5;3;10;0;0;0;0;0;0;0
