DATUM;1(DA1);2(DA2);3(DB1);4(DD1);5(DD2);6(DE1);7(DC1);8(DC2);9(DF2);10(DF1)
2020-01-25 00:00:00;19;5;0;8;14;5;13;10;6;15
2020-01-25 00:15:00;12;14;0;10;8;2;9;6;12;11
2020-01-25 00:30:00;18;9;3;8;15;2;17;9;11;14
2020-01-25 00:45:00;11;11;0;9;12;2;11;7;9;12
2020-01-25 01:00:00;10;5;0;7;8;0;7;8;6;7
2020-01-25 01:15:00;11;9;1;8;8;0;7;5;11;9
2020-01-25 01:30:00;9;4;0;15;11;2;10;11;4;7
2020-01-25 01:45:00;12;6;0;7;14;1;14;5;7;10
2020-01-25 02:00:00;10;11;1;10;6;0;5;6;11;7
2020-01-25 02:15:00;9;5;0;4;7;1;9;5;7;9
2020-01-25 02:30:00;11;3;1;5;6;0;6;2;3;9
2020-01-25 02:45:00;6;6;2;2;5;0;6;3;5;5
2020-01-25 03:00:00;11;7;1;6;6;4;5;3;6;8
2020-01-25 03:15:00;9;7;0;5;1;0;1;3;9;7
2020-01-25 03:30:00;7;2;1;1;3;0;2;1;3;5
2020-01-25 03:45:00;7;6;1;4;3;0;4;3;6;7
2020-01-25 04:00:00;5;1;1;4;2;1;2;3;1;4
2020-01-25 04:15:00;8;5;0;5;6;2;5;3;6;6
2020-01-25 04:30:00;9;5;1;5;4;2;5;4;6;7
2020-01-25 04:45:00;7;4;0;1;6;1;6;2;4;7
2020-01-25 05:00:00;9;5;0;7;9;3;10;8;6;8
2020-01-25 05:15:00;14;8;0;7;14;2;15;7;9;13
2020-01-25 05:30:00;16;12;0;4;22;7;26;6;15;12
2020-01-25 05:45:00;20;16;2;13;22;6;21;10;14;13
2020-01-25 06:00:00;45;21;1;14;16;8;18;14;25;29
2020-01-25 06:15:00;36;20;3;10;14;3;15;11;21;30
2020-01-25 06:30:00;24;16;2;15;27;8;25;13;15;18
2020-01-25 06:45:00;17;13;2;10;19;3;20;8;12;14
2020-01-25 07:00:00;22;10;0;19;19;7;23;17;11;19
2020-01-25 07:15:00;27;21;6;22;27;12;32;19;23;18
2020-01-25 07:30:00;27;23;2;29;34;7;37;29;23;22
2020-01-25 07:45:00;34;27;6;38;52;10;50;40;24;27
2020-01-25 08:00:00;24;13;2;28;42;16;44;29;15;16
2020-01-25 08:15:00;19;23;5;21;30;11;32;22;23;17
2020-01-25 08:30:00;29;18;6;32;37;19;42;31;19;26
2020-01-25 08:45:00;37;26;9;45;55;25;63;49;28;32
2020-01-25 09:00:00;35;33;10;37;46;17;46;34;29;27
2020-01-25 09:15:00;57;33;12;44;57;33;70;46;32;40
2020-01-25 09:30:00;45;32;14;53;63;14;61;54;32;39
2020-01-25 09:45:00;80;51;17;58;72;31;78;52;56;65
2020-01-25 10:00:00;76;46;10;64;69;17;76;51;49;65
2020-01-25 10:15:00;72;45;11;45;69;21;74;45;50;58
