DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DE1);9(DE2);10(DE3);11(DF1);12(DG1)
2020-09-18 00:00:00;17;9;6;11;9;8;17;10;9;0;0;0
2020-09-18 00:15:00;15;6;0;7;7;9;16;9;5;1;0;5
2020-09-18 00:30:00;16;8;4;10;13;15;18;19;12;0;0;0
2020-09-18 00:45:00;9;5;1;1;4;12;10;8;8;0;0;0
2020-09-18 01:00:00;14;7;0;1;8;10;13;8;7;0;0;1
2020-09-18 01:15:00;4;1;2;5;6;8;5;5;6;0;0;1
2020-09-18 01:30:00;11;6;0;1;3;2;11;3;2;0;0;1
2020-09-18 01:45:00;14;7;0;1;2;4;13;1;3;0;0;2
2020-09-18 02:00:00;9;6;2;2;3;3;9;3;6;0;0;0
2020-09-18 02:15:00;10;6;1;4;2;4;10;3;2;0;0;1
2020-09-18 02:30:00;8;3;2;2;3;1;8;4;2;0;0;1
2020-09-18 02:45:00;9;8;1;3;1;6;9;5;6;3;0;0
2020-09-18 03:00:00;7;2;0;2;2;3;7;2;4;1;0;1
2020-09-18 03:15:00;8;3;1;1;4;2;8;4;1;0;0;0
2020-09-18 03:30:00;11;5;2;1;5;5;11;7;8;1;0;0
2020-09-18 03:45:00;8;6;1;3;6;6;9;6;9;1;0;0
2020-09-18 04:00:00;11;6;0;1;8;3;13;7;5;0;0;1
2020-09-18 04:15:00;24;9;0;0;7;1;21;8;2;0;0;0
2020-09-18 04:30:00;21;12;1;0;11;14;22;11;17;1;0;2
2020-09-18 04:45:00;37;11;1;1;21;21;36;22;25;0;0;2
2020-09-18 05:00:00;46;18;2;3;51;43;46;50;38;0;0;0
2020-09-18 05:15:00;51;19;2;4;57;84;51;73;63;3;0;5
2020-09-18 05:30:00;74;14;5;6;66;98;72;62;69;2;0;8
2020-09-18 05:45:00;152;38;9;7;62;78;147;60;60;1;0;10
2020-09-18 06:00:00;175;28;3;8;50;67;180;42;51;0;0;4
2020-09-18 06:15:00;198;25;7;8;67;110;183;77;80;1;1;8
2020-09-18 06:30:00;165;27;9;14;106;148;184;96;115;1;0;11
2020-09-18 06:45:00;152;37;5;11;116;169;170;100;145;0;0;13
2020-09-18 07:00:00;156;30;15;16;141;177;175;119;152;1;0;13
2020-09-18 07:15:00;205;39;9;24;130;177;219;114;177;4;0;19
2020-09-18 07:30:00;211;48;33;43;159;219;244;139;203;1;2;31
2020-09-18 07:45:00;214;51;27;45;130;194;254;112;178;2;3;16
2020-09-18 08:00:00;193;24;26;28;71;107;216;93;139;5;1;13
2020-09-18 08:15:00;152;36;25;28;73;95;176;82;132;4;6;9
2020-09-18 08:30:00;200;41;31;30;64;107;213;95;137;3;8;10
2020-09-18 08:45:00;177;31;30;20;82;139;190;115;144;6;2;10
2020-09-18 09:00:00;160;28;26;26;80;125;154;96;125;4;4;13
2020-09-18 09:15:00;152;28;21;28;79;120;165;88;122;3;1;8
2020-09-18 09:30:00;189;36;27;32;77;125;210;90;106;4;3;10
2020-09-18 09:45:00;211;39;27;50;81;131;242;84;124;5;1;10
2020-09-18 10:00:00;159;25;24;35;86;131;185;86;127;2;1;7
2020-09-18 10:15:00;204;42;26;38;83;109;220;88;110;4;5;9
2020-09-18 10:30:00;194;30;38;52;81;134;216;106;115;3;4;3
2020-09-18 10:45:00;236;57;35;49;91;150;269;107;144;5;3;7
2020-09-18 11:00:00;200;33;38;41;85;129;216;96;139;4;2;11
2020-09-18 11:15:00;265;37;27;46;75;157;283;102;143;2;5;8
2020-09-18 11:30:00;240;30;33;71;82;146;257;107;129;3;6;7
2020-09-18 11:45:00;232;36;32;65;71;134;249;101;136;3;4;6
2020-09-18 12:00:00;224;35;39;63;75;120;242;92;134;1;3;12
2020-09-18 12:15:00;242;30;33;73;86;142;256;117;131;3;2;10
2020-09-18 12:30:00;241;23;40;94;97;145;256;113;142;5;4;14
2020-09-18 12:45:00;218;31;34;80;89;121;242;103;121;2;6;15
2020-09-18 13:00:00;240;33;55;69;105;173;266;142;170;2;6;22
2020-09-18 13:15:00;257;26;31;97;120;166;262;139;177;2;1;16
2020-09-18 13:30:00;240;32;42;79;113;168;257;131;183;0;2;18
2020-09-18 13:45:00;260;25;39;80;128;184;266;142;176;0;2;17
