DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DBL3);6(DC1)
2019-10-17 00:00:00;14;2;6;9;1;2
2019-10-17 00:15:00;9;2;5;11;2;2
2019-10-17 00:30:00;14;5;6;13;3;3
2019-10-17 00:45:00;13;5;4;7;0;0
2019-10-17 01:00:00;9;6;2;4;2;0
2019-10-17 01:15:00;11;3;7;4;1;2
2019-10-17 01:30:00;11;1;1;4;0;1
2019-10-17 01:45:00;6;0;2;4;1;0
2019-10-17 02:00:00;5;0;6;3;0;2
2019-10-17 02:15:00;8;3;3;3;0;2
2019-10-17 02:30:00;8;2;2;7;1;3
2019-10-17 02:45:00;9;2;3;5;1;1
2019-10-17 03:00:00;6;3;3;4;0;1
2019-10-17 03:15:00;8;1;1;5;0;0
2019-10-17 03:30:00;4;1;5;0;0;1
2019-10-17 03:45:00;6;3;3;5;0;2
2019-10-17 04:00:00;7;3;3;9;0;1
2019-10-17 04:15:00;19;6;8;9;2;5
2019-10-17 04:30:00;29;7;3;9;1;7
2019-10-17 04:45:00;38;15;9;20;2;6
2019-10-17 05:00:00;58;49;13;20;0;7
2019-10-17 05:15:00;75;80;15;35;0;13
2019-10-17 05:30:00;89;96;31;81;6;17
2019-10-17 05:45:00;103;88;28;91;4;18
2019-10-17 06:00:00;78;86;48;126;10;8
2019-10-17 06:15:00;111;119;37;95;6;18
2019-10-17 06:30:00;115;137;41;73;4;28
2019-10-17 06:45:00;141;172;49;99;8;32
2019-10-17 07:00:00;135;169;57;97;6;28
2019-10-17 07:15:00;168;175;73;113;9;45
2019-10-17 07:30:00;173;176;99;147;13;72
2019-10-17 07:45:00;171;198;102;164;16;58
2019-10-17 08:00:00;155;176;66;144;16;41
2019-10-17 08:15:00;155;129;69;134;11;47
2019-10-17 08:30:00;140;147;76;130;17;46
2019-10-17 08:45:00;141;130;87;139;12;32
2019-10-17 09:00:00;122;91;49;85;12;27
2019-10-17 09:15:00;107;97;51;111;12;47
2019-10-17 09:30:00;132;104;71;116;17;37
2019-10-17 09:45:00;139;119;74;142;13;30
2019-10-17 10:00:00;116;103;85;135;19;29
2019-10-17 10:15:00;127;94;90;122;12;43
2019-10-17 10:30:00;130;95;82;126;15;49
2019-10-17 10:45:00;135;114;80;131;18;38
2019-10-17 11:00:00;119;86;66;118;7;50
2019-10-17 11:15:00;112;100;89;123;21;36
2019-10-17 11:30:00;127;95;85;128;19;33
2019-10-17 11:45:00;137;114;93;124;9;31
2019-10-17 12:00:00;121;101;90;135;14;39
2019-10-17 12:15:00;127;104;97;159;21;33
2019-10-17 12:30:00;124;108;95;133;14;57
2019-10-17 12:45:00;124;110;79;134;10;43
2019-10-17 13:00:00;135;131;75;138;9;22
2019-10-17 13:15:00;134;144;87;147;22;40
2019-10-17 13:30:00;137;153;87;168;14;46
2019-10-17 13:45:00;129;141;99;158;17;41
2019-10-17 14:00:00;131;132;89;154;21;37
2019-10-17 14:15:00;149;109;115;196;20;43
2019-10-17 14:30:00;134;126;124;187;15;55
2019-10-17 14:45:00;144;133;125;203;22;33
2019-10-17 15:00:00;139;147;111;174;12;42
2019-10-17 15:15:00;144;116;109;208;18;52
2019-10-17 15:30:00;145;140;126;202;19;45
2019-10-17 15:45:00;138;135;134;244;20;39
2019-10-17 16:00:00;143;136;175;218;23;50
2019-10-17 16:15:00;152;146;182;219;23;47
2019-10-17 16:30:00;150;151;178;237;26;59
2019-10-17 16:45:00;151;149;183;241;27;37
2019-10-17 17:00:00;140;149;152;227;19;38
2019-10-17 17:15:00;160;152;163;265;33;58
2019-10-17 17:30:00;159;144;156;240;32;63
2019-10-17 17:45:00;157;128;141;218;22;51
2019-10-17 18:00:00;151;139;123;204;26;33
2019-10-17 18:15:00;158;146;126;185;18;62
2019-10-17 18:30:00;145;130;116;180;21;48
2019-10-17 18:45:00;131;121;102;156;16;49
2019-10-17 19:00:00;129;110;86;139;17;28
2019-10-17 19:15:00;113;87;69;100;9;41
2019-10-17 19:30:00;103;79;62;108;13;29
2019-10-17 19:45:00;99;72;57;83;4;30
2019-10-17 20:00:00;92;70;55;71;7;19
2019-10-17 20:15:00;95;55;57;83;8;9
2019-10-17 20:30:00;93;77;54;78;6;21
2019-10-17 20:45:00;92;53;41;66;9;11
2019-10-17 21:00:00;71;71;44;69;8;11
2019-10-17 21:15:00;75;64;31;44;5;14
2019-10-17 21:30:00;77;49;50;72;5;5
2019-10-17 21:45:00;55;35;58;82;9;15
2019-10-17 22:00:00;53;25;53;93;8;9
2019-10-17 22:15:00;53;33;48;114;5;11
2019-10-17 22:30:00;61;25;34;39;2;5
2019-10-17 22:45:00;43;20;20;32;6;10
2019-10-17 23:00:00;25;14;17;29;5;6
2019-10-17 23:15:00;26;7;10;24;0;4
2019-10-17 23:30:00;25;9;15;21;1;2
2019-10-17 23:45:00;21;6;6;18;0;2
