DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DD1);12(DD2);13(DD3)
2020-04-03 00:00:00;0;4;3;1;2;1;2;2;2;0;4;5;1
2020-04-03 00:15:00;0;3;2;1;2;5;1;2;1;1;0;4;1
2020-04-03 00:30:00;0;0;0;0;0;6;1;3;1;1;1;2;2
2020-04-03 00:45:00;0;1;1;1;2;2;0;4;1;0;4;7;1
2020-04-03 01:00:00;0;1;1;0;1;3;1;2;1;0;2;2;1
2020-04-03 01:15:00;0;3;1;0;0;2;0;3;0;0;1;1;0
2020-04-03 01:30:00;0;0;2;0;0;3;1;0;0;0;4;4;0
2020-04-03 01:45:00;0;0;0;0;0;6;1;4;2;0;0;0;0
2020-04-03 02:00:00;0;1;0;0;0;1;1;1;0;1;2;2;1
2020-04-03 02:15:00;0;1;0;0;1;2;0;3;0;1;1;1;0
2020-04-03 02:30:00;0;2;1;0;2;2;0;1;0;0;1;3;1
2020-04-03 02:45:00;0;0;0;0;2;4;2;1;1;0;1;1;1
2020-04-03 03:00:00;0;1;0;0;0;1;0;0;0;1;4;2;0
2020-04-03 03:15:00;0;1;1;0;0;1;1;1;0;0;1;0;0
2020-04-03 03:30:00;0;1;0;0;3;3;0;3;1;1;0;0;1
2020-04-03 03:45:00;0;2;1;0;0;3;1;3;3;2;1;1;2
2020-04-03 04:00:00;0;1;2;0;0;3;0;3;0;0;0;2;1
2020-04-03 04:15:00;0;3;0;0;0;1;1;5;0;0;4;3;2
2020-04-03 04:30:00;0;2;2;0;3;5;0;3;1;1;5;1;1
2020-04-03 04:45:00;0;3;0;0;1;6;1;6;3;1;9;6;2
2020-04-03 05:00:00;0;4;2;0;3;10;9;9;4;3;11;6;0
2020-04-03 05:15:00;0;11;6;0;5;8;2;16;10;3;21;22;6
2020-04-03 05:30:00;0;19;11;1;10;24;6;34;22;2;25;33;12
2020-04-03 05:45:00;0;21;11;2;13;31;8;37;29;1;36;25;20
2020-04-03 06:00:00;0;15;7;4;9;20;6;33;27;2;28;21;18
2020-04-03 06:15:00;0;20;17;1;23;31;7;51;33;0;45;31;18
2020-04-03 06:30:00;0;26;25;2;20;39;13;59;48;1;41;36;15
2020-04-03 06:45:00;0;23;18;1;20;46;13;60;69;4;57;53;28
2020-04-03 07:00:00;0;24;17;1;20;36;9;50;48;3;38;31;24
2020-04-03 07:15:00;0;26;17;1;22;48;11;45;36;5;37;39;21
2020-04-03 07:30:00;0;27;23;4;33;55;14;48;52;7;49;37;37
2020-04-03 07:45:00;0;25;17;7;26;43;18;52;36;6;35;33;23
2020-04-03 08:00:00;0;30;19;3;17;22;19;41;38;4;36;34;24
2020-04-03 08:15:00;0;19;18;2;21;25;6;41;22;4;30;27;11
2020-04-03 08:30:00;0;27;21;3;29;37;15;41;22;6;38;37;27
2020-04-03 08:45:00;0;41;28;2;23;38;21;48;25;13;45;32;19
2020-04-03 09:00:00;0;26;19;9;30;35;15;44;26;5;22;26;22
2020-04-03 09:15:00;0;29;18;11;23;38;18;42;16;10;37;27;14
2020-04-03 09:30:00;0;31;22;3;28;39;17;36;13;9;43;28;34
2020-04-03 09:45:00;0;34;24;5;30;35;14;55;23;11;42;26;31
2020-04-03 10:00:00;0;27;32;6;35;34;19;45;21;6;37;26;25
2020-04-03 10:15:00;0;35;30;6;36;52;19;41;20;11;40;33;25
2020-04-03 10:30:00;0;46;28;7;37;51;28;43;21;11;44;33;28
2020-04-03 10:45:00;0;42;37;8;37;49;15;58;28;17;47;41;27
2020-04-03 11:00:00;0;29;30;10;40;45;14;47;19;12;43;43;23
2020-04-03 11:15:00;0;38;32;6;29;45;33;52;29;11;44;34;35
2020-04-03 11:30:00;0;82;41;7;44;37;10;51;32;10;46;37;26
2020-04-03 11:45:00;0;44;36;5;27;40;19;52;32;9;38;43;26
2020-04-03 12:00:00;0;55;84;8;49;62;19;54;23;15;44;40;38
2020-04-03 12:15:00;0;61;53;5;52;72;26;53;37;10;49;50;29
2020-04-03 12:30:00;0;64;53;7;39;50;19;58;42;11;44;47;26
2020-04-03 12:45:00;0;58;56;7;32;52;23;53;31;9;47;39;42
2020-04-03 13:00:00;0;47;37;7;32;44;27;45;26;12;46;38;18
2020-04-03 13:15:00;0;56;44;7;47;63;20;60;31;14;47;43;30
2020-04-03 13:30:00;0;41;52;4;33;69;23;49;30;6;54;41;31
2020-04-03 13:45:00;0;46;48;6;41;62;20;48;29;13;43;48;43
