DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DD2)
2020-04-24 00:00:00;0;1;0;3;0;0;1;0;0
2020-04-24 00:15:00;1;4;2;10;1;0;1;1;1
2020-04-24 00:30:00;4;0;1;0;0;5;2;1;1
2020-04-24 00:45:00;3;0;3;1;0;3;0;0;0
2020-04-24 01:00:00;0;1;1;1;0;6;2;0;0
2020-04-24 01:15:00;0;3;2;4;3;4;1;0;0
2020-04-24 01:30:00;2;1;1;1;1;4;3;1;1
2020-04-24 01:45:00;2;0;1;3;1;2;1;0;0
2020-04-24 02:00:00;2;0;2;0;0;0;1;0;0
2020-04-24 02:15:00;0;0;0;1;0;0;1;0;0
2020-04-24 02:30:00;3;0;2;1;0;3;1;2;2
2020-04-24 02:45:00;3;1;1;2;1;1;2;1;1
2020-04-24 03:00:00;1;2;3;2;0;1;2;1;1
2020-04-24 03:15:00;0;1;0;2;0;1;0;2;2
2020-04-24 03:30:00;0;1;1;0;0;1;1;2;2
2020-04-24 03:45:00;3;3;1;3;2;0;1;3;3
2020-04-24 04:00:00;5;2;1;4;0;3;1;2;2
2020-04-24 04:15:00;2;2;0;6;3;4;2;2;2
2020-04-24 04:30:00;1;1;1;6;1;2;2;0;0
2020-04-24 04:45:00;6;2;0;10;4;4;1;4;4
2020-04-24 05:00:00;11;5;1;9;4;10;8;5;5
2020-04-24 05:15:00;18;14;6;12;10;9;13;3;3
2020-04-24 05:30:00;25;10;6;18;11;18;15;3;3
2020-04-24 05:45:00;29;16;9;19;12;31;33;5;5
2020-04-24 06:00:00;32;15;2;34;21;29;24;10;10
2020-04-24 06:15:00;30;18;9;29;23;37;52;7;7
2020-04-24 06:30:00;40;27;10;33;22;59;78;9;9
2020-04-24 06:45:00;44;39;4;33;26;62;73;11;11
2020-04-24 07:00:00;50;21;12;20;13;52;67;15;15
2020-04-24 07:15:00;41;27;22;30;16;66;75;13;13
2020-04-24 07:30:00;49;30;17;33;17;70;76;9;9
2020-04-24 07:45:00;38;29;11;24;16;75;84;11;11
2020-04-24 08:00:00;50;27;14;24;14;54;61;12;12
2020-04-24 08:15:00;29;23;9;23;8;40;53;12;12
2020-04-24 08:30:00;42;25;13;30;16;42;52;15;15
2020-04-24 08:45:00;50;17;15;30;24;46;47;17;17
2020-04-24 09:00:00;35;25;23;36;17;36;37;12;12
2020-04-24 09:15:00;53;29;25;29;15;34;41;14;14
2020-04-24 09:30:00;47;36;11;32;28;40;54;6;6
2020-04-24 09:45:00;62;24;19;36;20;45;38;10;10
2020-04-24 10:00:00;57;34;21;34;25;40;47;8;8
2020-04-24 10:15:00;44;28;19;40;33;45;52;14;14
2020-04-24 10:30:00;52;27;17;33;24;40;39;12;12
2020-04-24 10:45:00;54;31;21;41;35;29;45;8;8
2020-04-24 11:00:00;62;32;16;44;39;51;50;15;16
2020-04-24 11:15:00;64;34;23;49;35;35;53;12;11
2020-04-24 11:30:00;60;42;21;45;38;53;58;7;7
2020-04-24 11:45:00;66;39;22;46;33;42;59;16;16
2020-04-24 12:00:00;72;53;26;57;55;42;42;11;11
2020-04-24 12:15:00;62;49;17;46;43;56;48;11;11
2020-04-24 12:30:00;79;49;15;70;57;56;64;11;11
2020-04-24 12:45:00;65;54;19;60;52;40;53;16;16
2020-04-24 13:00:00;88;62;20;57;49;44;58;17;17
2020-04-24 13:15:00;76;58;18;52;54;57;59;7;7
2020-04-24 13:30:00;87;52;11;53;54;51;50;7;9
2020-04-24 13:45:00;76;59;28;50;48;55;49;17;15
2020-04-24 14:00:00;74;54;15;60;65;61;63;14;14
2020-04-24 14:15:00;65;48;21;62;72;48;47;4;4
2020-04-24 14:30:00;76;38;18;74;53;63;55;7;7
2020-04-24 14:45:00;81;43;20;66;50;58;50;12;12
2020-04-24 15:00:00;62;48;18;54;33;48;57;8;8
2020-04-24 15:15:00;71;40;22;54;69;39;45;8;8
2020-04-24 15:30:00;68;52;14;45;41;49;58;16;16
2020-04-24 15:45:00;51;33;21;60;42;45;50;17;17
2020-04-24 16:00:00;63;40;13;48;39;48;59;15;15
2020-04-24 16:15:00;70;48;33;51;47;52;49;12;12
2020-04-24 16:30:00;71;35;24;50;26;56;53;11;11
2020-04-24 16:45:00;71;33;21;58;35;53;46;11;11
2020-04-24 17:00:00;69;36;17;47;33;49;41;11;11
2020-04-24 17:15:00;56;41;24;43;32;51;50;10;10
2020-04-24 17:30:00;58;34;15;43;39;53;46;8;8
2020-04-24 17:45:00;57;30;25;44;33;49;49;6;7
2020-04-24 18:00:00;61;24;10;36;24;43;48;11;10
2020-04-24 18:15:00;44;19;13;34;29;51;33;12;12
2020-04-24 18:30:00;52;34;17;37;14;40;35;8;8
2020-04-24 18:45:00;43;21;21;36;22;33;38;6;6
2020-04-24 19:00:00;48;20;14;34;18;34;22;9;10
2020-04-24 19:15:00;38;18;11;28;15;47;37;4;4
2020-04-24 19:30:00;46;19;11;21;17;32;26;6;6
2020-04-24 19:45:00;36;16;10;26;17;28;25;7;7
2020-04-24 20:00:00;22;13;4;25;11;33;28;0;0
2020-04-24 20:15:00;30;12;11;14;8;26;19;2;2
2020-04-24 20:30:00;32;12;9;16;10;13;16;2;2
2020-04-24 20:45:00;19;11;8;13;8;24;19;6;6
2020-04-24 21:00:00;15;6;5;14;8;19;16;2;2
2020-04-24 21:15:00;29;7;3;9;4;19;14;4;4
2020-04-24 21:30:00;16;8;5;10;6;18;12;4;4
2020-04-24 21:45:00;10;5;4;16;9;17;7;7;7
2020-04-24 22:00:00;12;6;2;13;7;17;14;2;2
2020-04-24 22:15:00;7;6;4;14;9;15;11;1;1
2020-04-24 22:30:00;9;3;3;10;4;11;6;1;1
2020-04-24 22:45:00;11;3;3;8;4;7;2;1;1
2020-04-24 23:00:00;11;1;3;7;2;10;7;0;1
2020-04-24 23:15:00;7;4;2;6;4;5;8;2;1
2020-04-24 23:30:00;4;1;2;5;0;5;1;1;1
2020-04-24 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
