DATUM;1(DA1);2(DB1);3(DC1);4(DC2);5(DRES1);6(DRES2);7(TAFGA);8(TAFBA)
2020-10-13 00:00:00;4;1;2;2;0;0;0;0
2020-10-13 00:15:00;2;0;0;2;0;0;0;0
2020-10-13 00:30:00;2;1;0;0;0;0;0;0
2020-10-13 00:45:00;4;4;2;0;0;0;0;0
2020-10-13 01:00:00;6;5;0;0;0;0;0;0
2020-10-13 01:15:00;1;4;0;0;0;0;0;0
2020-10-13 01:30:00;0;3;0;0;0;0;0;0
2020-10-13 01:45:00;3;2;1;0;0;0;0;0
2020-10-13 02:00:00;0;1;0;0;0;0;0;0
2020-10-13 02:15:00;1;3;0;0;0;0;0;0
2020-10-13 02:30:00;2;4;0;0;0;0;0;0
2020-10-13 02:45:00;2;1;1;1;0;0;0;0
2020-10-13 03:00:00;2;1;1;2;0;0;0;0
2020-10-13 03:15:00;1;1;0;0;0;0;0;0
2020-10-13 03:30:00;3;0;0;0;0;0;0;0
2020-10-13 03:45:00;0;2;0;0;0;0;0;0
2020-10-13 04:00:00;1;2;0;0;0;0;0;0
2020-10-13 04:15:00;3;3;0;0;0;0;0;0
2020-10-13 04:30:00;6;3;2;0;0;0;0;0
2020-10-13 04:45:00;6;7;0;0;0;0;0;0
2020-10-13 05:00:00;7;4;1;1;0;0;0;0
2020-10-13 05:15:00;17;7;2;1;0;0;0;0
2020-10-13 05:30:00;23;20;0;0;0;0;0;0
2020-10-13 05:45:00;19;22;0;1;0;0;0;0
2020-10-13 06:00:00;29;35;2;2;0;0;0;0
2020-10-13 06:15:00;33;39;1;6;0;0;0;0
2020-10-13 06:30:00;45;46;3;3;0;0;0;0
2020-10-13 06:45:00;53;61;4;3;0;0;0;0
2020-10-13 07:00:00;59;41;4;3;0;0;0;0
2020-10-13 07:15:00;75;74;2;1;0;0;0;0
2020-10-13 07:30:00;80;69;2;3;0;0;0;0
2020-10-13 07:45:00;123;56;3;2;0;0;0;0
2020-10-13 08:00:00;80;68;1;0;0;0;1;11
2020-10-13 08:15:00;69;51;4;1;0;0;0;0
2020-10-13 08:30:00;67;50;0;4;0;0;0;0
2020-10-13 08:45:00;48;45;2;2;0;0;0;0
2020-10-13 09:00:00;58;41;1;3;0;0;0;0
2020-10-13 09:15:00;36;50;2;4;0;0;0;0
2020-10-13 09:30:00;49;35;2;1;0;0;0;0
2020-10-13 09:45:00;56;51;2;3;0;0;0;0
2020-10-13 10:00:00;51;28;1;1;0;0;0;0
2020-10-13 10:15:00;39;60;1;0;0;0;3;6
2020-10-13 10:30:00;65;44;0;0;0;0;0;3
2020-10-13 10:45:00;46;41;1;0;0;0;0;0
2020-10-13 11:00:00;55;50;0;1;0;0;2;0
2020-10-13 11:15:00;54;49;2;3;0;0;2;0
2020-10-13 11:30:00;65;44;2;1;0;0;0;0
2020-10-13 11:45:00;63;49;2;0;0;0;0;0
2020-10-13 12:00:00;58;50;3;1;0;0;0;0
2020-10-13 12:15:00;62;48;1;3;0;0;1;0
2020-10-13 12:30:00;70;34;3;0;0;0;0;0
2020-10-13 12:45:00;50;49;3;3;0;0;0;0
2020-10-13 13:00:00;77;49;2;2;0;0;1;10
2020-10-13 13:15:00;65;39;0;0;0;0;1;4
2020-10-13 13:30:00;89;37;0;1;0;0;0;0
2020-10-13 13:45:00;60;57;1;1;0;0;1;0
2020-10-13 14:00:00;64;51;1;0;0;0;4;0
2020-10-13 14:15:00;65;56;0;0;0;0;5;0
2020-10-13 14:30:00;51;50;5;2;0;0;0;0
2020-10-13 14:45:00;54;50;5;2;0;0;0;0
2020-10-13 15:00:00;70;71;3;3;0;0;0;0
2020-10-13 15:15:00;77;55;2;3;0;0;0;0
2020-10-13 15:30:00;77;71;5;6;0;0;0;0
2020-10-13 15:45:00;63;63;5;4;0;0;0;8
2020-10-13 16:00:00;83;68;5;4;0;0;1;0
2020-10-13 16:15:00;64;58;3;2;0;0;2;0
2020-10-13 16:30:00;82;55;8;5;0;0;6;10
2020-10-13 16:45:00;55;52;3;2;0;0;0;0
2020-10-13 17:00:00;65;65;0;0;0;0;0;0
2020-10-13 17:15:00;83;73;3;2;0;0;0;0
2020-10-13 17:30:00;41;46;3;1;0;0;0;0
2020-10-13 17:45:00;72;55;1;0;0;0;0;0
2020-10-13 18:00:00;60;41;1;1;0;0;0;0
2020-10-13 18:15:00;50;50;1;3;0;0;0;0
2020-10-13 18:30:00;33;38;3;1;0;0;0;0
2020-10-13 18:45:00;42;40;4;4;0;0;0;0
2020-10-13 19:00:00;47;35;0;0;0;0;0;0
2020-10-13 19:15:00;29;42;4;2;0;0;0;0
2020-10-13 19:30:00;32;23;0;0;0;0;0;0
2020-10-13 19:45:00;22;37;2;0;0;0;0;0
2020-10-13 20:00:00;34;28;1;0;0;0;0;0
2020-10-13 20:15:00;21;34;1;1;0;0;0;0
2020-10-13 20:30:00;28;10;0;1;0;0;0;0
2020-10-13 20:45:00;15;24;1;2;0;0;0;0
2020-10-13 21:00:00;18;13;1;1;0;0;0;0
2020-10-13 21:15:00;23;12;1;2;0;0;0;0
2020-10-13 21:30:00;26;10;0;1;0;0;0;0
2020-10-13 21:45:00;3;18;0;1;0;0;0;0
2020-10-13 22:00:00;7;19;2;1;0;0;0;0
2020-10-13 22:15:00;8;20;0;0;0;0;0;0
2020-10-13 22:30:00;5;8;1;1;0;0;0;0
2020-10-13 22:45:00;14;8;1;0;0;0;0;0
2020-10-13 23:00:00;8;2;0;0;0;0;0;0
2020-10-13 23:15:00;5;4;1;1;0;0;0;0
2020-10-13 23:30:00;6;1;0;0;0;0;0;0
