DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DD1);12(DD2);13(DD3)
2020-11-10 00:00:00;0;2;3;2;0;2;0;4;2;0;2;3;2
2020-11-10 00:15:00;0;4;4;1;2;5;2;2;4;1;1;3;1
2020-11-10 00:30:00;0;1;1;0;2;3;0;6;3;1;2;2;3
2020-11-10 00:45:00;0;2;0;0;0;2;0;4;0;1;5;5;1
2020-11-10 01:00:00;0;4;3;0;3;8;0;2;0;1;0;1;0
2020-11-10 01:15:00;0;3;0;0;0;1;1;1;1;0;3;3;0
2020-11-10 01:30:00;0;0;1;0;1;1;0;1;1;0;3;1;0
2020-11-10 01:45:00;0;1;1;0;1;1;0;1;0;1;0;0;2
2020-11-10 02:00:00;0;1;2;0;1;4;1;1;1;0;2;1;0
2020-11-10 02:15:00;0;2;0;0;1;2;0;2;0;0;4;4;1
2020-11-10 02:30:00;0;1;0;1;0;1;1;1;2;1;2;1;0
2020-11-10 02:45:00;0;3;1;0;1;2;0;1;0;0;1;1;0
2020-11-10 03:00:00;0;2;1;0;2;5;2;0;1;0;2;3;0
2020-11-10 03:15:00;0;2;1;1;0;0;0;3;0;0;1;0;0
2020-11-10 03:30:00;0;2;0;0;1;3;1;3;0;0;2;3;2
2020-11-10 03:45:00;0;1;0;0;0;2;0;2;1;0;4;1;1
2020-11-10 04:00:00;0;1;0;0;0;6;2;1;1;0;3;3;0
2020-11-10 04:15:00;0;0;1;0;1;6;1;4;3;0;4;3;0
2020-11-10 04:30:00;0;4;3;0;1;8;2;5;1;0;16;7;5
2020-11-10 04:45:00;0;8;2;0;1;10;6;16;6;4;10;14;5
2020-11-10 05:00:00;0;8;8;0;7;23;11;20;15;4;55;55;9
2020-11-10 05:15:00;0;13;4;1;9;21;8;35;34;4;65;63;8
2020-11-10 05:30:00;0;8;5;1;12;48;14;47;38;5;55;74;14
2020-11-10 05:45:00;0;32;25;3;35;82;20;46;46;4;46;49;34
2020-11-10 06:00:00;0;23;27;1;41;75;23;47;42;1;49;59;19
2020-11-10 06:15:00;0;29;25;1;34;62;25;59;44;2;50;57;18
2020-11-10 06:30:00;0;32;27;3;30;47;19;91;96;1;74;75;30
2020-11-10 06:45:00;0;38;40;1;24;62;15;91;112;2;66;65;30
2020-11-10 07:00:00;0;31;26;4;30;51;8;92;133;6;60;61;36
2020-11-10 07:15:00;0;43;44;6;43;61;20;144;173;7;61;57;48
2020-11-10 07:30:00;0;54;52;9;47;72;35;143;159;7;93;88;75
2020-11-10 07:45:00;0;59;55;6;47;74;28;103;138;19;69;76;74
2020-11-10 08:00:00;0;75;64;7;40;64;26;89;88;10;76;81;61
2020-11-10 08:15:00;0;47;40;4;39;41;21;65;70;4;52;56;46
2020-11-10 08:30:00;0;49;38;6;42;57;17;78;73;7;56;64;52
2020-11-10 08:45:00;0;40;28;9;36;50;18;77;67;14;46;53;41
2020-11-10 09:00:00;0;44;39;6;23;44;19;63;51;8;40;50;36
2020-11-10 09:15:00;0;42;38;6;27;48;18;63;49;11;46;37;39
2020-11-10 09:30:00;0;43;35;6;34;51;15;56;52;9;52;35;43
2020-11-10 09:45:00;0;55;36;12;40;57;22;65;51;12;68;48;43
2020-11-10 10:00:00;0;58;33;8;43;47;22;64;37;10;51;46;43
2020-11-10 10:15:00;0;54;39;8;39;45;16;69;48;16;53;40;39
2020-11-10 10:30:00;0;58;45;12;33;49;21;71;40;17;62;40;51
2020-11-10 10:45:00;0;48;38;6;41;61;23;65;41;5;52;41;47
2020-11-10 11:00:00;0;54;40;10;36;40;25;59;39;15;48;40;32
2020-11-10 11:15:00;0;64;55;11;43;55;29;59;48;11;53;44;41
2020-11-10 11:30:00;0;65;55;13;43;51;23;72;31;8;56;46;40
2020-11-10 11:45:00;0;54;51;6;50;74;27;66;42;10;59;43;51
2020-11-10 12:00:00;0;65;48;9;46;76;22;56;33;15;51;51;32
2020-11-10 12:15:00;0;68;61;6;48;74;20;72;35;15;62;54;32
2020-11-10 12:30:00;0;63;51;6;43;69;18;68;47;6;54;53;43
2020-11-10 12:45:00;0;66;64;13;30;47;25;77;52;8;52;47;35
2020-11-10 13:00:00;0;60;64;8;48;58;28;79;43;14;60;62;45
2020-11-10 13:15:00;0;74;88;11;51;73;26;70;53;10;85;102;44
2020-11-10 13:30:00;0;61;60;10;56;55;26;85;86;12;87;110;43
2020-11-10 13:45:00;0;65;60;9;50;76;14;87;70;14;70;81;49
2020-11-10 14:00:00;0;75;85;9;71;80;28;71;50;9;58;76;41
2020-11-10 14:15:00;0;85;90;16;62;92;28;65;41;11;56;63;44
2020-11-10 14:30:00;0;79;93;9;89;105;42;62;53;8;58;61;48
2020-11-10 14:45:00;0;83;92;9;71;90;40;73;51;11;55;62;48
2020-11-10 15:00:00;0;81;89;18;77;98;37;77;43;16;88;76;44
2020-11-10 15:15:00;0;95;101;10;70;95;32;76;52;17;58;66;48
2020-11-10 15:30:00;0;79;83;15;62;98;38;82;63;10;72;65;61
2020-11-10 15:45:00;0;98;108;9;67;85;45;70;82;13;73;67;49
2020-11-10 16:00:00;0;115;134;16;73;94;40;79;60;9;77;80;66
2020-11-10 16:15:00;0;106;124;12;69;80;39;71;59;17;55;66;45
2020-11-10 16:30:00;0;99;120;13;66;96;35;74;62;8;77;80;52
2020-11-10 16:45:00;0;90;105;13;69;80;44;68;61;12;59;59;49
2020-11-10 17:00:00;0;94;108;15;60;98;39;89;60;14;59;65;55
2020-11-10 17:15:00;0;75;87;10;52;85;28;63;49;6;67;72;38
2020-11-10 17:30:00;0;80;78;15;51;81;19;67;50;11;68;64;44
2020-11-10 17:45:00;0;68;67;8;50;81;21;74;48;5;65;57;36
2020-11-10 18:00:00;0;69;70;14;47;66;35;71;37;12;54;51;42
2020-11-10 18:15:00;0;56;59;8;31;64;23;49;29;8;34;35;25
2020-11-10 18:30:00;0;51;53;8;27;48;19;55;45;11;33;38;32
2020-11-10 18:45:00;0;35;43;0;28;51;26;34;21;4;41;33;26
2020-11-10 19:00:00;0;43;38;8;13;46;23;50;30;10;32;40;25
2020-11-10 19:15:00;0;43;36;4;20;48;15;38;25;7;31;34;13
2020-11-10 19:30:00;0;42;25;2;13;38;10;34;29;3;28;24;16
2020-11-10 19:45:00;0;29;28;0;20;33;10;38;20;9;30;24;17
2020-11-10 20:00:00;0;27;18;4;22;34;18;36;22;5;27;28;17
2020-11-10 20:15:00;0;29;28;2;15;29;17;33;18;5;38;22;11
2020-11-10 20:30:00;0;18;11;6;20;18;6;23;12;5;28;25;13
2020-11-10 20:45:00;0;23;10;7;10;33;10;34;8;1;40;38;18
2020-11-10 21:00:00;0;19;16;6;14;16;9;38;14;0;61;71;15
2020-11-10 21:15:00;0;17;14;0;10;14;3;37;25;3;48;58;13
2020-11-10 21:30:00;0;26;18;2;15;29;7;37;9;1;30;39;11
2020-11-10 21:45:00;0;21;16;2;31;69;11;18;8;5;25;19;7
2020-11-10 22:00:00;0;32;30;2;34;75;20;17;6;2;13;8;10
2020-11-10 22:15:00;0;27;21;1;18;51;21;22;10;3;9;10;7
2020-11-10 22:30:00;0;7;7;0;9;23;6;25;9;0;10;19;7
2020-11-10 22:45:00;0;9;5;0;6;14;5;11;4;3;11;11;4
2020-11-10 23:00:00;0;10;4;3;1;7;3;9;2;1;7;10;4
2020-11-10 23:15:00;0;8;2;1;2;5;5;8;4;0;4;9;3
2020-11-10 23:30:00;0;12;5;6;1;4;1;5;5;2;0;4;1
