DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DD1);6(TAFBA);7(TAFBC);8(TAFBD)
2020-03-17 00:00:00;0;0;0;0;0;0;0;0
2020-03-17 00:15:00;0;4;0;0;1;0;0;0
2020-03-17 00:30:00;0;1;2;2;0;0;0;0
2020-03-17 00:45:00;0;0;2;1;0;0;0;0
2020-03-17 01:00:00;0;1;0;0;0;0;0;0
2020-03-17 01:15:00;0;0;0;0;0;0;0;0
2020-03-17 01:30:00;0;0;0;0;0;0;0;0
2020-03-17 01:45:00;0;0;1;1;0;0;0;0
2020-03-17 02:00:00;0;1;0;0;1;0;0;0
2020-03-17 02:15:00;0;0;0;0;0;0;0;0
2020-03-17 02:30:00;0;0;0;0;0;0;0;0
2020-03-17 02:45:00;0;0;0;0;0;0;0;0
2020-03-17 03:00:00;0;0;0;0;0;0;0;0
2020-03-17 03:15:00;0;0;0;0;0;0;0;0
2020-03-17 03:30:00;0;0;0;0;0;0;0;0
2020-03-17 03:45:00;0;1;1;0;0;0;0;0
2020-03-17 04:00:00;0;0;0;0;0;0;0;0
2020-03-17 04:15:00;0;0;0;0;0;0;0;0
2020-03-17 04:30:00;1;5;1;0;0;0;0;0
2020-03-17 04:45:00;0;4;4;2;0;0;0;0
2020-03-17 05:00:00;1;12;10;4;0;0;0;0
2020-03-17 05:15:00;3;23;28;4;2;0;0;0
2020-03-17 05:30:00;3;15;25;10;2;0;0;0
2020-03-17 05:45:00;5;33;36;5;6;0;0;0
2020-03-17 06:00:00;0;14;36;6;10;0;0;0
2020-03-17 06:15:00;9;24;50;7;8;0;2;0
2020-03-17 06:30:00;3;25;127;7;6;0;0;0
2020-03-17 06:45:00;11;34;89;8;6;0;0;1
2020-03-17 07:00:00;4;19;55;9;4;0;0;0
2020-03-17 07:15:00;5;20;41;14;7;0;0;0
2020-03-17 07:30:00;4;24;67;9;7;0;0;0
2020-03-17 07:45:00;8;15;91;7;9;1;0;1
2020-03-17 08:00:00;7;13;42;8;12;0;0;0
2020-03-17 08:15:00;4;18;33;17;20;0;0;0
2020-03-17 08:30:00;3;29;33;8;7;0;4;0
2020-03-17 08:45:00;1;15;27;265;260;2;3;2
2020-03-17 09:00:00;5;6;14;7;10;0;0;1
2020-03-17 09:15:00;4;13;20;5;7;0;0;0
2020-03-17 09:30:00;7;16;9;5;8;0;0;0
2020-03-17 09:45:00;3;8;17;10;6;0;0;0
2020-03-17 10:00:00;4;18;7;3;5;0;0;0
2020-03-17 10:15:00;3;20;15;8;18;0;0;0
2020-03-17 10:30:00;3;13;12;4;8;0;0;0
2020-03-17 10:45:00;1;16;13;3;6;0;0;0
2020-03-17 11:00:00;4;20;4;2;8;2;0;0
2020-03-17 11:15:00;5;23;16;5;18;0;0;0
2020-03-17 11:30:00;4;27;11;4;9;0;0;0
2020-03-17 11:45:00;1;21;15;4;16;0;0;0
2020-03-17 12:00:00;3;28;22;10;15;0;0;0
2020-03-17 12:15:00;4;25;13;4;4;0;1;0
2020-03-17 12:30:00;2;22;20;7;14;0;0;0
2020-03-17 12:45:00;2;16;17;4;8;0;0;1
2020-03-17 13:00:00;8;39;22;7;9;0;0;0
2020-03-17 13:15:00;3;29;22;7;8;0;0;0
2020-03-17 13:30:00;5;32;32;6;5;0;1;0
2020-03-17 13:45:00;6;30;25;10;8;1;0;0
2020-03-17 14:00:00;8;50;30;5;9;0;0;0
2020-03-17 14:15:00;2;49;30;8;23;0;0;0
