DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2)
2020-09-22 00:00:00;6;4;4;1;0;4;13;5
2020-09-22 00:15:00;2;4;1;3;3;4;7;4
2020-09-22 00:30:00;3;4;2;3;3;6;5;5
2020-09-22 00:45:00;7;11;3;2;2;3;5;5
2020-09-22 01:00:00;9;9;3;5;4;7;4;6
2020-09-22 01:15:00;2;3;5;0;0;2;7;2
2020-09-22 01:30:00;5;3;2;0;0;2;7;0
2020-09-22 01:45:00;5;6;2;2;2;4;5;5
2020-09-22 02:00:00;6;6;2;1;1;4;4;4
2020-09-22 02:15:00;8;4;2;4;3;3;8;2
2020-09-22 02:30:00;7;5;5;4;3;5;7;2
2020-09-22 02:45:00;5;4;3;2;1;3;4;2
2020-09-22 03:00:00;6;7;5;3;3;6;8;5
2020-09-22 03:15:00;2;1;0;3;4;7;3;2
2020-09-22 03:30:00;2;5;1;4;4;6;7;2
2020-09-22 03:45:00;12;8;3;6;2;10;6;3
2020-09-22 04:00:00;7;6;2;2;3;7;5;3
2020-09-22 04:15:00;10;10;4;9;4;11;6;3
2020-09-22 04:30:00;11;9;4;10;12;12;10;4
2020-09-22 04:45:00;23;12;14;10;7;14;27;11
2020-09-22 05:00:00;22;12;15;6;7;15;29;16
2020-09-22 05:15:00;38;31;20;20;16;36;23;15
2020-09-22 05:30:00;43;31;25;70;20;52;33;24
2020-09-22 05:45:00;43;35;46;26;31;62;48;24
2020-09-22 06:00:00;58;47;44;28;29;74;57;32
2020-09-22 06:15:00;52;45;58;77;54;105;76;63
2020-09-22 06:30:00;55;72;43;43;75;163;78;71
2020-09-22 06:45:00;65;68;60;100;147;188;86;81
2020-09-22 07:00:00;60;69;51;59;89;182;93;113
2020-09-22 07:15:00;72;76;66;81;91;188;124;130
2020-09-22 07:30:00;59;63;61;82;111;182;98;104
2020-09-22 07:45:00;88;107;55;104;128;202;78;100
2020-09-22 08:00:00;65;73;43;112;92;170;79;84
2020-09-22 08:15:00;76;87;49;56;87;150;73;73
2020-09-22 08:30:00;68;83;51;82;75;145;68;57
2020-09-22 08:45:00;70;79;48;50;51;123;75;76
2020-09-22 09:00:00;70;75;31;49;48;115;74;61
2020-09-22 09:15:00;89;84;33;77;60;133;67;72
2020-09-22 09:30:00;79;67;33;47;62;116;60;69
2020-09-22 09:45:00;75;68;30;58;61;102;76;86
2020-09-22 10:00:00;71;75;31;44;64;123;64;66
2020-09-22 10:15:00;77;94;23;120;56;104;73;79
2020-09-22 10:30:00;68;74;22;96;58;105;76;79
2020-09-22 10:45:00;83;77;29;47;49;107;85;84
2020-09-22 11:00:00;82;83;24;41;50;102;66;71
2020-09-22 11:15:00;81;84;29;44;58;106;78;86
2020-09-22 11:30:00;94;80;31;60;61;113;76;77
2020-09-22 11:45:00;69;79;16;41;52;112;83;83
2020-09-22 12:00:00;99;95;40;96;44;87;70;87
2020-09-22 12:15:00;72;79;32;40;44;93;61;76
2020-09-22 12:30:00;67;81;28;72;53;107;73;74
2020-09-22 12:45:00;75;85;45;45;48;95;77;85
2020-09-22 13:00:00;76;72;18;45;59;111;74;84
2020-09-22 13:15:00;88;95;36;74;71;94;72;95
2020-09-22 13:30:00;76;82;30;39;51;101;79;97
2020-09-22 13:45:00;89;90;42;80;57;106;73;82
2020-09-22 14:00:00;88;85;35;53;61;128;76;99
2020-09-22 14:15:00;89;98;41;59;65;138;69;83
2020-09-22 14:30:00;74;102;35;57;59;131;72;82
2020-09-22 14:45:00;80;77;29;48;61;122;73;98
2020-09-22 15:00:00;81;98;46;58;59;114;70;87
2020-09-22 15:15:00;86;108;51;45;56;123;84;103
2020-09-22 15:30:00;98;107;52;60;67;136;92;117
2020-09-22 15:45:00;93;92;53;50;72;139;89;110
2020-09-22 16:00:00;121;118;64;79;63;137;101;120
2020-09-22 16:15:00;99;102;62;66;65;141;97;111
2020-09-22 16:30:00;108;113;85;44;64;147;90;123
2020-09-22 16:45:00;93;113;72;70;50;130;103;133
2020-09-22 17:00:00;95;117;71;47;61;157;106;145
2020-09-22 17:15:00;91;108;62;81;75;146;92;117
2020-09-22 17:30:00;90;99;62;48;47;113;91;114
2020-09-22 17:45:00;74;85;47;114;54;134;115;115
2020-09-22 18:00:00;72;90;47;66;57;113;91;101
2020-09-22 18:15:00;64;72;46;36;45;112;111;137
2020-09-22 18:30:00;52;64;38;42;32;84;90;81
2020-09-22 18:45:00;46;53;29;26;27;75;82;76
2020-09-22 19:00:00;42;58;23;85;29;83;71;62
2020-09-22 19:15:00;50;55;27;25;50;56;58;45
2020-09-22 19:30:00;39;43;33;21;23;63;48;57
2020-09-22 19:45:00;35;51;21;15;9;33;42;49
2020-09-22 20:00:00;29;37;25;19;27;53;47;45
2020-09-22 20:15:00;28;31;22;55;18;41;49;32
2020-09-22 20:30:00;33;27;16;17;20;53;33;29
2020-09-22 20:45:00;30;28;26;19;16;38;41;27
2020-09-22 21:00:00;28;32;18;9;12;27;40;31
2020-09-22 21:15:00;32;28;19;13;13;32;41;37
2020-09-22 21:30:00;28;19;21;9;10;27;31;19
2020-09-22 21:45:00;33;25;15;19;12;29;30;25
2020-09-22 22:00:00;32;11;9;12;11;32;26;12
2020-09-22 22:15:00;30;29;9;13;11;25;27;13
2020-09-22 22:30:00;16;20;8;8;3;18;21;16
2020-09-22 22:45:00;15;9;5;10;9;19;19;13
2020-09-22 23:00:00;13;8;4;7;8;13;17;10
2020-09-22 23:15:00;13;13;7;4;5;14;22;11
2020-09-22 23:30:00;3;3;2;1;1;2;11;5
