2020-04-22 00:00:00;2;2;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-22 00:15:00;7;4;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-22 00:30:00;4;3;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-22 00:45:00;6;7;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-22 01:00:00;3;2;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-22 01:15:00;6;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-22 01:30:00;5;1;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-22 01:45:00;4;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-22 02:00:00;5;3;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-22 02:15:00;3;2;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-22 02:30:00;5;0;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-22 02:45:00;2;1;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-22 03:00:00;4;2;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-22 03:15:00;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-22 03:30:00;7;3;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-22 03:45:00;7;1;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-22 04:00:00;5;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-22 04:15:00;5;3;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-22 04:30:00;4;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-22 04:45:00;10;2;8;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-22 05:00:00;13;7;8;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-22 05:15:00;21;19;17;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-22 05:30:00;32;26;27;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-22 05:45:00;44;33;19;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-22 06:00:00;36;39;31;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-22 06:15:00;46;34;29;79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-22 06:30:00;63;53;48;105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-22 06:45:00;69;56;36;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
