DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DD2);10(DE1);11(DF1);12(TAFGA)
2019-08-19 00:00:00;1;3;3;1;6;2;6;0;0;0;0;0
2019-08-19 00:15:00;4;5;6;1;1;1;6;0;0;0;0;0
2019-08-19 00:30:00;1;4;5;0;0;2;9;0;0;0;0;0
2019-08-19 00:45:00;1;9;8;1;5;3;9;2;2;0;0;0
2019-08-19 01:00:00;2;6;5;0;1;0;2;1;0;0;0;0
2019-08-19 01:15:00;0;5;4;0;2;1;7;0;0;0;0;0
2019-08-19 01:30:00;1;1;3;1;8;3;4;1;4;0;0;0
2019-08-19 01:45:00;0;3;1;0;1;0;2;0;0;0;0;0
2019-08-19 02:00:00;0;3;2;1;3;2;2;0;0;0;0;0
2019-08-19 02:15:00;0;1;1;0;3;0;3;0;0;0;0;0
2019-08-19 02:30:00;1;1;2;0;0;0;1;0;0;0;0;0
2019-08-19 02:45:00;0;0;0;1;0;0;3;0;2;0;0;0
2019-08-19 03:00:00;0;1;1;0;0;0;1;1;2;0;0;0
2019-08-19 03:15:00;0;0;0;0;2;0;0;0;0;0;0;0
2019-08-19 03:30:00;1;1;1;0;0;1;0;0;0;0;0;0
2019-08-19 03:45:00;0;0;0;0;0;1;3;0;0;0;0;0
2019-08-19 04:00:00;1;1;1;1;1;0;1;0;0;0;0;0
2019-08-19 04:15:00;0;1;1;0;0;0;0;0;0;0;0;0
2019-08-19 04:30:00;2;3;5;2;1;1;2;0;0;0;0;0
2019-08-19 04:45:00;1;3;3;2;1;1;5;0;0;0;0;0
2019-08-19 05:00:00;0;1;1;0;2;0;3;0;0;0;0;0
2019-08-19 05:15:00;0;2;4;0;3;1;11;0;0;0;0;0
2019-08-19 05:30:00;12;12;15;0;0;3;14;1;1;0;254;0
2019-08-19 05:45:00;8;8;9;1;1;1;15;0;1;0;0;4
2019-08-19 06:00:00;11;10;12;0;0;2;18;0;0;0;0;0
2019-08-19 06:15:00;16;9;12;0;1;3;15;0;1;0;0;0
2019-08-19 06:30:00;6;8;9;0;1;6;35;0;1;0;0;1
2019-08-19 06:45:00;11;18;24;0;3;7;46;0;2;1;0;0
2019-08-19 07:00:00;25;18;24;2;0;7;36;0;2;0;0;0
2019-08-19 07:15:00;32;19;22;3;6;13;49;1;2;3;0;0
2019-08-19 07:30:00;30;23;37;0;2;12;47;1;6;0;0;0
2019-08-19 07:45:00;32;24;46;1;1;10;48;0;1;2;0;0
2019-08-19 08:00:00;41;37;49;1;3;7;47;0;3;3;0;0
2019-08-19 08:15:00;29;30;34;1;3;13;37;0;8;3;0;2
2019-08-19 08:30:00;34;45;49;3;10;9;34;0;1;0;0;0
2019-08-19 08:45:00;49;53;53;4;8;22;46;2;5;0;0;0
2019-08-19 09:00:00;42;49;53;2;8;10;35;0;10;1;0;0
2019-08-19 09:15:00;49;56;68;5;14;14;27;1;9;0;0;2
2019-08-19 09:30:00;74;64;79;3;12;18;44;1;19;1;0;0
2019-08-19 09:45:00;72;84;91;11;19;32;57;10;23;0;0;3
2019-08-19 10:00:00;61;78;72;15;12;21;39;8;23;0;0;2
2019-08-19 10:15:00;85;81;99;18;18;32;60;7;34;1;0;0
2019-08-19 10:30:00;84;86;114;13;18;28;64;4;26;3;0;6
2019-08-19 10:45:00;73;73;78;10;23;41;76;5;24;0;0;2
2019-08-19 11:00:00;76;64;77;16;24;32;63;5;28;1;0;3
2019-08-19 11:15:00;62;71;71;17;22;28;53;6;23;0;0;1
2019-08-19 11:30:00;78;82;89;16;21;69;99;8;35;0;0;6
2019-08-19 11:45:00;78;73;83;31;21;42;91;5;22;0;0;0
2019-08-19 12:00:00;76;83;71;33;22;43;82;3;26;0;0;0
2019-08-19 12:15:00;59;62;77;30;21;43;102;3;21;0;0;3
2019-08-19 12:30:00;72;73;80;40;29;61;100;9;25;1;0;0
2019-08-19 12:45:00;65;59;69;36;24;54;91;12;27;0;0;0
2019-08-19 13:00:00;61;72;55;48;24;49;97;7;18;0;0;1
2019-08-19 13:15:00;64;62;58;28;30;46;85;7;21;0;0;0
2019-08-19 13:30:00;57;46;53;29;22;38;76;6;19;3;0;3
2019-08-19 13:45:00;65;83;80;28;31;44;89;3;25;0;0;11
2019-08-19 14:00:00;74;66;76;27;10;33;73;2;16;0;0;2
2019-08-19 14:15:00;66;68;69;27;29;48;91;7;20;1;0;2
2019-08-19 14:30:00;66;50;72;24;17;37;62;6;17;1;0;3
2019-08-19 14:45:00;88;74;98;33;30;43;97;5;28;3;0;0
2019-08-19 15:00:00;69;97;88;32;37;49;70;6;17;1;0;3
2019-08-19 15:15:00;77;88;118;21;23;43;78;6;24;1;0;3
2019-08-19 15:30:00;77;70;84;15;20;42;72;12;30;2;0;1
2019-08-19 15:45:00;100;100;116;34;25;64;95;5;24;4;0;8
2019-08-19 16:00:00;94;98;101;33;20;41;87;5;27;0;0;7
2019-08-19 16:15:00;103;106;109;33;18;44;81;7;32;2;0;1
2019-08-19 16:30:00;98;93;94;33;35;39;89;8;28;4;0;1
2019-08-19 16:45:00;106;98;80;19;18;46;92;4;17;2;0;1
2019-08-19 17:00:00;115;110;111;30;29;36;87;14;33;2;0;2
2019-08-19 17:15:00;101;93;97;28;24;43;94;10;20;1;0;5
2019-08-19 17:30:00;90;89;104;23;17;38;98;11;22;1;0;3
2019-08-19 17:45:00;78;84;91;24;22;30;71;6;23;1;0;0
2019-08-19 18:00:00;74;66;70;43;32;47;86;1;25;1;0;1
2019-08-19 18:15:00;63;71;84;23;35;44;92;8;33;1;0;0
2019-08-19 18:30:00;76;75;86;31;17;43;75;5;29;1;0;1
2019-08-19 18:45:00;50;60;63;18;20;41;92;6;22;1;0;0
2019-08-19 19:00:00;45;63;75;30;17;39;92;7;12;1;0;4
2019-08-19 19:15:00;34;48;60;24;17;30;69;8;28;1;0;2
2019-08-19 19:30:00;35;34;38;31;13;31;83;4;10;3;0;0
2019-08-19 19:45:00;10;31;47;32;21;26;80;10;19;2;0;1
2019-08-19 20:00:00;14;28;39;38;32;26;85;0;18;1;0;1
2019-08-19 20:15:00;13;17;26;15;11;10;55;1;5;0;0;0
2019-08-19 20:30:00;15;16;22;13;8;18;44;0;3;1;0;1
2019-08-19 20:45:00;14;20;27;6;9;12;39;2;5;0;0;0
2019-08-19 21:00:00;10;12;16;4;3;12;31;0;2;0;0;0
2019-08-19 21:15:00;6;17;21;10;6;9;22;2;2;0;0;0
2019-08-19 21:30:00;4;14;19;3;4;16;43;0;3;0;0;0
2019-08-19 21:45:00;4;21;23;3;1;13;32;1;4;0;0;0
2019-08-19 22:00:00;10;17;27;6;6;15;35;1;4;0;0;0
2019-08-19 22:15:00;7;9;13;3;9;8;26;0;4;2;0;0
2019-08-19 22:30:00;5;12;14;1;3;13;40;0;2;0;0;0
2019-08-19 22:45:00;6;6;14;6;1;10;22;1;1;0;0;0
2019-08-19 23:00:00;3;6;7;3;3;3;22;0;2;0;0;0
