DATUM;1(RES1);2(DE1);3(DE2);4(DH1);5(DH2);6(DDL1);7(DDL2);8(DAL1);9(RES2);10(DBR1);11(DBR2)
2019-08-07 00:00:00;15;20;16;15;9;3;1;9;0;2;0
2019-08-07 00:15:00;22;21;20;12;8;0;0;4;0;3;3
2019-08-07 00:30:00;27;33;34;13;5;5;2;1;0;4;2
2019-08-07 00:45:00;12;13;9;19;8;1;1;1;0;1;0
2019-08-07 01:00:00;8;12;7;9;2;1;1;2;0;2;1
2019-08-07 01:15:00;7;10;8;6;5;0;1;7;0;4;1
2019-08-07 01:30:00;10;11;9;12;4;2;1;0;0;5;2
2019-08-07 01:45:00;11;13;11;7;6;2;1;2;0;1;0
2019-08-07 02:00:00;10;11;3;5;3;0;0;2;0;1;1
2019-08-07 02:15:00;14;17;9;2;1;3;1;2;0;1;0
2019-08-07 02:30:00;9;10;9;7;3;0;0;2;0;1;0
2019-08-07 02:45:00;6;10;3;9;4;1;1;0;0;1;0
2019-08-07 03:00:00;8;11;5;8;4;1;0;1;0;2;1
2019-08-07 03:15:00;6;9;7;8;4;2;0;2;0;0;1
2019-08-07 03:30:00;6;10;9;6;2;1;1;1;0;0;0
2019-08-07 03:45:00;9;10;6;3;2;4;1;1;0;1;0
2019-08-07 04:00:00;9;10;9;9;2;1;0;3;0;0;0
2019-08-07 04:15:00;20;22;11;6;9;0;0;1;0;0;3
2019-08-07 04:30:00;24;27;12;11;8;3;2;3;0;3;2
2019-08-07 04:45:00;36;42;27;15;12;6;1;6;0;6;5
2019-08-07 05:00:00;55;57;53;15;27;28;3;14;0;9;9
2019-08-07 05:15:00;67;79;64;20;20;14;4;10;0;16;21
2019-08-07 05:30:00;81;88;84;30;26;24;5;22;0;13;23
2019-08-07 05:45:00;93;110;82;41;28;16;9;28;0;21;24
2019-08-07 06:00:00;91;113;85;57;36;24;3;34;0;11;19
2019-08-07 06:15:00;104;122;116;64;33;24;8;25;0;28;30
2019-08-07 06:30:00;141;164;132;61;52;32;8;30;0;28;40
2019-08-07 06:45:00;145;173;147;89;65;91;13;44;0;24;41
2019-08-07 07:00:00;117;136;110;87;60;28;9;25;0;31;45
2019-08-07 07:15:00;152;168;142;69;69;29;13;31;0;25;42
2019-08-07 07:30:00;132;156;143;110;76;57;23;30;0;28;50
2019-08-07 07:45:00;135;155;113;104;95;43;28;46;0;31;53
2019-08-07 08:00:00;125;143;123;102;78;36;23;30;0;21;38
2019-08-07 08:15:00;122;150;111;81;54;33;21;36;0;33;43
2019-08-07 08:30:00;123;145;124;88;83;29;11;35;0;26;30
2019-08-07 08:45:00;124;150;121;96;82;38;20;31;0;25;29
2019-08-07 09:00:00;120;137;90;93;68;29;8;46;0;27;26
2019-08-07 09:15:00;102;130;106;87;70;32;12;36;0;23;31
2019-08-07 09:30:00;110;139;100;96;72;32;17;44;0;28;29
2019-08-07 09:45:00;121;147;116;96;93;34;15;50;0;34;36
2019-08-07 10:00:00;126;150;111;104;89;25;14;47;0;33;27
2019-08-07 10:15:00;94;127;102;99;87;26;21;58;0;28;32
2019-08-07 10:30:00;98;135;120;111;94;42;7;58;0;31;31
2019-08-07 10:45:00;115;155;110;115;90;27;16;54;0;20;26
2019-08-07 11:00:00;125;159;106;126;114;33;20;52;0;26;27
2019-08-07 11:15:00;104;143;93;127;99;29;15;57;0;25;22
2019-08-07 11:30:00;100;135;97;94;89;24;14;59;0;23;27
2019-08-07 11:45:00;109;144;109;129;125;22;19;45;0;32;29
2019-08-07 12:00:00;108;150;96;97;115;24;13;59;0;28;29
2019-08-07 12:15:00;97;135;93;134;114;21;9;54;0;22;28
2019-08-07 12:30:00;110;150;113;133;106;11;4;52;0;24;25
2019-08-07 12:45:00;137;165;120;111;114;22;16;63;0;29;29
2019-08-07 13:00:00;122;155;108;140;107;19;11;60;0;25;30
2019-08-07 13:15:00;120;165;132;119;115;29;13;52;0;25;26
2019-08-07 13:30:00;106;144;102;134;135;30;7;67;0;35;29
2019-08-07 13:45:00;95;136;104;135;129;35;18;76;0;29;31
2019-08-07 14:00:00;107;151;102;139;134;17;14;57;0;31;27
2019-08-07 14:15:00;111;160;89;136;146;29;23;73;0;31;21
2019-08-07 14:30:00;91;140;90;144;146;26;14;71;0;44;35
2019-08-07 14:45:00;114;166;95;147;143;25;20;69;0;31;32
2019-08-07 15:00:00;121;169;112;144;131;20;9;75;0;25;24
2019-08-07 15:15:00;107;160;93;165;156;27;15;79;0;30;31
2019-08-07 15:30:00;105;157;94;172;170;44;14;82;0;25;31
2019-08-07 15:45:00;116;172;112;174;158;29;20;80;0;31;32
2019-08-07 16:00:00;132;185;124;161;161;34;10;76;0;29;32
2019-08-07 16:15:00;126;194;109;166;155;23;13;102;0;27;32
2019-08-07 16:30:00;107;152;103;184;179;33;28;77;0;28;35
2019-08-07 16:45:00;107;157;109;165;168;31;18;88;0;28;25
2019-08-07 17:00:00;107;155;118;183;171;27;30;86;0;26;40
2019-08-07 17:15:00;123;180;129;187;159;29;11;94;0;31;36
2019-08-07 17:30:00;111;168;111;165;151;31;20;66;0;31;37
2019-08-07 17:45:00;123;181;105;165;177;45;25;90;0;35;29
2019-08-07 18:00:00;112;163;106;160;129;30;18;76;0;38;46
2019-08-07 18:15:00;119;160;101;141;127;34;34;72;0;37;32
2019-08-07 18:30:00;83;135;83;152;109;17;15;71;0;37;29
2019-08-07 18:45:00;108;141;88;130;106;27;13;69;0;33;25
2019-08-07 19:00:00;74;105;67;98;82;20;12;52;0;33;18
2019-08-07 19:15:00;72;119;64;101;89;30;26;54;0;31;25
2019-08-07 19:30:00;73;113;80;86;71;13;2;41;0;19;19
2019-08-07 19:45:00;64;90;55;98;61;39;8;41;0;16;14
2019-08-07 20:00:00;81;115;61;73;67;16;19;52;0;17;18
2019-08-07 20:15:00;72;103;65;84;72;17;16;56;0;27;16
2019-08-07 20:30:00;69;98;58;71;50;15;11;33;0;15;14
2019-08-07 20:45:00;67;82;52;61;45;16;6;24;0;19;13
2019-08-07 21:00:00;67;95;64;54;44;21;3;40;0;22;24
2019-08-07 21:15:00;60;77;55;58;35;13;2;36;0;16;17
2019-08-07 21:30:00;53;72;41;49;44;8;2;25;0;11;11
2019-08-07 21:45:00;51;66;35;54;48;11;5;32;0;16;11
2019-08-07 22:00:00;55;84;52;57;47;9;3;37;0;11;6
2019-08-07 22:15:00;45;66;37;50;43;6;4;39;0;11;5
2019-08-07 22:30:00;39;50;30;43;36;9;3;23;0;9;14
2019-08-07 22:45:00;29;53;27;35;22;8;6;19;0;16;16
2019-08-07 23:00:00;28;38;31;37;19;5;0;8;0;4;2
2019-08-07 23:15:00;23;32;20;19;14;5;1;11;0;2;1
2019-08-07 23:30:00;20;31;14;25;11;3;1;8;0;8;8
2019-08-07 23:45:00;22;29;8;23;8;1;1;5;0;2;4
