DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DD1);12(DD2);13(DD3)
2019-10-07 00:00:00;0;1;1;0;5;6;2;6;4;0;3;2;3
2019-10-07 00:15:00;0;11;9;2;2;4;1;5;4;5;4;9;5
2019-10-07 00:30:00;0;9;1;1;0;9;2;8;5;1;9;8;5
2019-10-07 00:45:00;0;9;4;1;2;4;2;3;1;1;5;6;5
2019-10-07 01:00:00;0;7;2;0;0;1;1;6;3;0;3;1;3
2019-10-07 01:15:00;0;3;1;0;0;1;0;6;6;2;2;0;0
2019-10-07 01:30:00;0;11;4;0;1;3;3;10;1;0;6;4;2
2019-10-07 01:45:00;0;7;3;0;0;0;0;5;2;1;2;3;3
2019-10-07 02:00:00;0;2;2;1;1;2;0;4;1;0;3;1;0
2019-10-07 02:15:00;0;2;2;0;1;1;0;2;1;0;3;3;0
2019-10-07 02:30:00;0;5;3;0;0;1;0;1;1;1;2;2;1
2019-10-07 02:45:00;0;1;1;0;0;0;0;2;3;0;4;6;1
2019-10-07 03:00:00;0;1;1;2;0;1;0;1;0;0;3;3;1
2019-10-07 03:15:00;0;7;3;1;0;1;0;0;0;0;1;2;0
2019-10-07 03:30:00;0;2;3;0;2;4;2;1;0;1;0;2;2
2019-10-07 03:45:00;0;3;1;0;2;0;0;5;4;1;4;5;6
2019-10-07 04:00:00;0;4;2;0;0;3;2;3;0;0;3;1;3
2019-10-07 04:15:00;0;8;4;0;0;7;2;2;1;1;7;3;3
2019-10-07 04:30:00;0;6;1;0;1;7;0;9;4;1;21;8;4
2019-10-07 04:45:00;0;4;3;0;6;10;6;12;7;1;27;21;12
2019-10-07 05:00:00;0;11;7;2;6;18;7;26;11;4;47;57;16
2019-10-07 05:15:00;0;20;14;2;8;23;5;42;22;6;77;111;19
2019-10-07 05:30:00;0;21;30;2;14;41;11;59;42;2;68;72;23
2019-10-07 05:45:00;0;25;18;2;19;40;9;61;51;7;68;72;33
2019-10-07 06:00:00;0;24;17;2;23;44;11;55;42;7;58;60;21
2019-10-07 06:15:00;0;36;26;2;27;49;11;86;76;11;69;89;25
2019-10-07 06:30:00;0;38;32;4;29;54;19;101;91;10;93;113;41
2019-10-07 06:45:00;0;40;33;3;28;57;22;118;118;7;76;91;40
2019-10-07 07:00:00;0;48;42;4;30;57;13;116;131;13;88;103;48
2019-10-07 07:15:00;0;55;39;7;77;70;23;139;157;19;102;103;49
2019-10-07 07:30:00;0;54;51;8;60;82;26;82;125;23;114;121;57
2019-10-07 07:45:00;0;82;70;9;60;70;29;133;154;26;98;98;67
2019-10-07 08:00:00;0;76;88;14;59;77;24;115;140;22;113;114;75
2019-10-07 08:15:00;0;66;59;8;54;74;16;66;173;18;83;93;77
2019-10-07 08:30:00;0;63;53;9;59;62;28;41;174;19;90;89;73
2019-10-07 08:45:00;0;54;50;11;62;70;22;84;143;17;84;88;57
2019-10-07 09:00:00;0;57;71;12;40;65;23;67;60;20;64;62;50
2019-10-07 09:15:00;0;63;48;8;64;70;20;77;63;27;60;61;45
2019-10-07 09:30:00;0;58;45;5;50;64;25;84;60;17;63;57;54
2019-10-07 09:45:00;0;63;75;10;49;59;19;75;56;29;67;56;61
2019-10-07 10:00:00;0;50;44;7;55;54;19;71;58;29;65;64;48
2019-10-07 10:15:00;0;64;50;5;60;64;16;62;43;14;69;65;41
2019-10-07 10:30:00;0;57;58;9;50;62;20;73;56;16;82;68;46
2019-10-07 10:45:00;0;70;46;12;66;87;32;73;34;19;84;81;41
2019-10-07 11:00:00;0;79;52;12;45;64;29;86;48;24;83;72;41
2019-10-07 11:15:00;0;67;58;6;47;70;28;67;49;24;89;94;47
2019-10-07 11:30:00;0;66;60;17;49;64;32;64;40;15;87;89;55
2019-10-07 11:45:00;0;67;58;7;50;64;29;79;46;24;59;64;51
2019-10-07 12:00:00;0;82;73;12;48;74;34;68;49;23;84;94;60
2019-10-07 12:15:00;0;74;68;21;58;80;22;68;44;14;89;82;53
2019-10-07 12:30:00;0;79;72;11;49;73;26;66;43;28;71;67;53
2019-10-07 12:45:00;0;88;71;7;53;70;24;84;58;13;68;71;53
2019-10-07 13:00:00;0;80;87;19;48;59;24;121;52;15;72;81;39
2019-10-07 13:15:00;0;81;59;19;43;70;35;83;60;21;87;97;51
2019-10-07 13:30:00;0;74;71;5;55;77;32;85;72;18;73;105;33
2019-10-07 13:45:00;0;67;68;8;50;70;23;61;40;18;92;72;60
2019-10-07 14:00:00;0;79;77;15;59;82;30;84;56;18;72;84;47
2019-10-07 14:15:00;0;77;98;12;67;91;30;63;53;17;53;56;46
2019-10-07 14:30:00;0;100;115;17;82;122;40;68;48;21;63;65;50
2019-10-07 14:45:00;0;124;100;10;101;118;29;87;53;27;74;66;56
2019-10-07 15:00:00;0;106;111;13;70;99;41;82;61;17;60;48;63
2019-10-07 15:15:00;0;110;153;27;79;92;46;82;63;28;79;73;52
2019-10-07 15:30:00;0;110;145;22;90;118;58;77;59;21;76;82;49
2019-10-07 15:45:00;0;110;139;10;94;113;38;79;61;24;72;77;53
2019-10-07 16:00:00;0;129;143;22;101;116;43;87;58;25;85;90;50
2019-10-07 16:15:00;0;124;161;20;95;124;49;99;58;32;93;89;60
2019-10-07 16:30:00;0;122;154;21;86;109;47;82;65;23;81;79;56
2019-10-07 16:45:00;0;126;133;15;105;112;42;76;49;30;81;78;52
2019-10-07 17:00:00;0;112;121;18;105;118;44;80;67;22;72;81;53
2019-10-07 17:15:00;0;131;150;11;78;109;42;72;66;26;78;81;62
2019-10-07 17:30:00;0;101;108;14;81;118;41;81;57;25;84;83;46
2019-10-07 17:45:00;0;78;66;10;73;92;38;75;33;20;77;67;50
2019-10-07 18:00:00;0;96;88;13;77;92;32;74;55;22;76;66;50
2019-10-07 18:15:00;0;83;86;7;70;92;43;66;40;19;64;55;44
2019-10-07 18:30:00;0;64;64;10;58;75;26;81;57;14;63;62;42
2019-10-07 18:45:00;0;55;56;8;48;62;30;59;44;12;42;41;41
2019-10-07 19:00:00;0;53;50;10;36;50;28;52;28;9;69;64;39
2019-10-07 19:15:00;0;40;44;6;36;60;20;49;25;14;43;46;25
2019-10-07 19:30:00;0;34;24;6;31;54;17;39;26;20;34;36;30
2019-10-07 19:45:00;0;43;39;2;22;56;18;49;28;10;26;39;31
2019-10-07 20:00:00;0;54;30;8;29;52;19;56;35;8;42;32;24
2019-10-07 20:15:00;0;38;39;7;15;45;20;34;21;4;39;39;22
2019-10-07 20:30:00;0;41;32;7;13;28;17;41;15;12;35;30;20
2019-10-07 20:45:00;0;24;15;2;15;27;11;45;19;7;47;53;23
2019-10-07 21:00:00;0;28;22;4;16;26;11;39;11;3;66;67;23
2019-10-07 21:15:00;0;27;17;3;15;34;15;41;16;5;55;66;14
2019-10-07 21:30:00;0;24;19;3;22;40;10;27;8;7;33;37;24
2019-10-07 21:45:00;0;34;24;3;38;83;13;20;6;4;27;21;11
2019-10-07 22:00:00;0;36;28;4;41;82;16;23;8;6;23;20;8
2019-10-07 22:15:00;0;38;37;4;29;61;26;25;6;5;17;10;8
2019-10-07 22:30:00;0;19;12;3;6;20;9;26;6;5;20;12;10
2019-10-07 22:45:00;0;11;9;4;9;27;9;11;3;2;16;18;9
2019-10-07 23:00:00;0;19;14;3;6;10;4;13;6;2;11;12;6
2019-10-07 23:15:00;0;5;3;1;3;8;0;12;3;1;8;7;10
2019-10-07 23:30:00;0;8;5;2;3;12;2;8;1;2;11;8;5
2019-10-07 23:45:00;0;3;1;1;1;9;1;6;2;2;5;3;2
