DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DB4);8(DC1);9(DC2);10(DDRES1);11(DDRES2);12(TAFGA);13(TAFGC);14(TAFGC2);15(RES1)
2020-04-25 00:00:00;3;1;1;1;1;1;1;0;3;0;0;0;0;0;0
2020-04-25 00:15:00;2;5;6;3;3;3;2;0;3;0;0;0;0;0;0
2020-04-25 00:30:00;3;1;3;4;4;1;1;1;3;0;0;0;0;0;0
2020-04-25 00:45:00;1;1;2;2;1;2;2;0;6;0;0;0;0;0;0
2020-04-25 01:00:00;5;0;1;1;1;2;1;0;3;0;0;0;0;0;0
2020-04-25 01:15:00;0;0;2;1;1;1;1;0;6;0;0;0;0;0;0
2020-04-25 01:30:00;6;2;3;0;0;0;0;0;4;0;0;0;0;0;0
2020-04-25 01:45:00;6;0;2;0;0;1;1;0;3;0;0;0;0;0;0
2020-04-25 02:00:00;3;3;5;0;0;0;0;0;5;0;0;0;0;0;0
2020-04-25 02:15:00;10;2;6;1;1;1;0;0;3;0;0;0;0;0;0
2020-04-25 02:30:00;3;2;2;1;1;1;1;0;0;0;0;0;0;0;0
2020-04-25 02:45:00;3;0;1;0;0;0;0;0;2;0;0;0;0;0;0
2020-04-25 03:00:00;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2020-04-25 03:15:00;2;2;3;0;0;0;0;0;4;0;0;0;0;0;0
2020-04-25 03:30:00;5;2;5;2;1;2;2;0;1;0;0;0;0;0;0
2020-04-25 03:45:00;4;2;3;1;1;1;1;0;2;0;0;0;0;0;0
2020-04-25 04:00:00;1;0;2;1;1;1;0;0;2;0;0;0;0;0;0
2020-04-25 04:15:00;4;1;2;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-25 04:30:00;4;2;2;2;2;2;1;0;3;0;0;0;0;0;0
2020-04-25 04:45:00;2;0;1;0;0;1;1;0;1;0;0;0;0;0;0
2020-04-25 05:00:00;3;3;3;1;1;0;0;1;1;0;0;0;0;0;0
2020-04-25 05:15:00;10;2;3;2;2;0;0;0;4;0;0;0;0;0;0
2020-04-25 05:30:00;2;7;7;3;3;1;1;0;8;0;0;0;0;0;0
2020-04-25 05:45:00;11;2;3;6;6;3;3;0;8;0;0;0;0;0;0
2020-04-25 06:00:00;9;3;4;6;6;3;2;0;7;0;0;0;0;0;0
2020-04-25 06:15:00;10;7;8;7;7;2;2;0;3;0;0;0;0;0;0
2020-04-25 06:30:00;14;5;8;7;9;4;3;1;15;0;0;0;0;0;0
2020-04-25 06:45:00;20;6;7;6;5;2;2;3;12;0;0;0;2;0;0
2020-04-25 07:00:00;22;2;6;8;8;3;3;0;7;0;0;0;0;0;0
2020-04-25 07:15:00;14;6;8;7;6;3;2;0;16;0;0;0;0;0;0
2020-04-25 07:30:00;32;8;11;8;8;6;5;1;17;0;0;0;0;0;0
2020-04-25 07:45:00;22;9;11;7;7;5;4;1;25;0;0;0;0;0;0
2020-04-25 08:00:00;26;8;9;13;12;6;6;0;26;0;0;1;0;0;0
2020-04-25 08:15:00;27;12;12;14;15;3;3;0;31;0;0;0;0;0;0
2020-04-25 08:30:00;33;9;13;18;16;6;5;0;28;0;0;0;0;0;0
2020-04-25 08:45:00;40;14;14;10;10;7;7;3;29;0;0;0;0;0;0
