DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2);11(TAFGA);12(TAFBA)
2019-09-25 00:00:00;5;5;0;0;1;9;10;9;7;3;0;0
2019-09-25 00:15:00;11;6;0;1;0;12;13;10;8;2;0;0
2019-09-25 00:30:00;11;4;0;0;2;6;5;1;6;3;0;0
2019-09-25 00:45:00;10;5;2;0;2;6;9;4;9;5;0;0
2019-09-25 01:00:00;5;2;1;0;1;9;2;1;4;1;0;0
2019-09-25 01:15:00;8;12;0;0;0;6;5;3;1;3;0;0
2019-09-25 01:30:00;4;3;0;0;3;8;6;3;4;3;0;0
2019-09-25 01:45:00;5;5;2;0;0;6;7;4;3;3;0;0
2019-09-25 02:00:00;3;2;0;1;0;0;1;1;4;2;0;0
2019-09-25 02:15:00;6;3;0;0;0;2;5;3;2;3;0;0
2019-09-25 02:30:00;2;0;1;1;3;4;3;3;1;2;0;0
2019-09-25 02:45:00;5;4;0;2;2;2;2;1;4;2;0;0
2019-09-25 03:00:00;1;2;0;0;0;2;3;1;2;1;0;0
2019-09-25 03:15:00;3;2;1;0;1;2;2;2;1;1;0;0
2019-09-25 03:30:00;3;5;0;0;1;3;3;2;2;0;0;0
2019-09-25 03:45:00;4;2;0;1;1;1;6;6;4;4;0;0
2019-09-25 04:00:00;3;6;0;0;0;5;6;4;2;4;0;0
2019-09-25 04:15:00;8;3;0;1;0;6;5;1;4;3;0;0
2019-09-25 04:30:00;11;15;1;1;1;6;11;6;8;5;0;0
2019-09-25 05:00:00;28;20;0;5;7;23;20;11;22;8;0;0
2019-09-25 05:15:00;39;30;1;8;9;28;33;12;30;12;1;10
2019-09-25 05:30:00;57;30;2;8;13;44;47;24;57;9;1;0
2019-09-25 05:45:00;55;36;3;4;7;71;65;31;60;11;7;22
2019-09-25 06:00:00;63;48;3;10;9;57;73;45;60;18;2;0
2019-09-25 06:15:00;70;39;4;112;18;98;74;51;64;16;5;0
2019-09-25 06:30:00;85;39;3;15;19;153;138;74;85;18;0;1
2019-09-25 06:45:00;71;40;1;15;17;186;155;90;117;24;7;121
2019-09-25 07:00:00;79;37;2;20;23;213;157;116;104;18;4;97
2019-09-25 07:15:00;93;51;3;25;30;254;168;107;89;19;6;12
2019-09-25 07:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2019-09-25 07:45:00;101;82;18;19;26;205;122;105;114;32;7;2
2019-09-25 08:00:00;84;37;4;17;20;156;103;100;101;18;2;5
2019-09-25 08:15:00;84;52;6;15;31;162;97;104;116;20;6;5
2019-09-25 08:30:00;90;41;6;12;21;134;98;97;91;23;3;12
2019-09-25 08:45:00;73;44;10;11;15;128;115;82;107;19;12;2
2019-09-25 09:00:00;76;53;7;15;22;94;78;62;68;15;4;11
2019-09-25 09:15:00;68;32;3;6;10;83;70;67;74;16;3;4
2019-09-25 09:30:00;69;43;5;9;13;86;77;80;80;13;2;9
2019-09-25 09:45:00;92;51;5;8;14;101;79;61;115;25;8;13
2019-09-25 10:00:00;82;45;9;13;19;78;73;65;76;22;4;5
2019-09-25 10:15:00;81;37;6;11;15;77;68;56;86;17;1;3
2019-09-25 10:30:00;76;50;3;18;20;74;75;68;84;21;2;5
2019-09-25 10:45:00;80;54;7;13;16;77;86;57;76;16;2;30
2019-09-25 11:00:00;72;50;6;12;21;62;46;61;77;21;0;5
2019-09-25 11:15:00;85;55;4;17;22;68;63;52;101;20;0;0
2019-09-25 11:30:00;81;67;6;12;14;75;65;55;99;18;4;6
2019-09-25 11:45:00;108;35;5;14;21;66;61;53;91;25;10;26
2019-09-25 12:00:00;88;46;4;16;23;76;55;64;91;23;6;8
2019-09-25 12:15:00;126;69;1;13;14;77;67;54;74;15;1;0
2019-09-25 12:30:00;100;56;5;11;14;68;71;58;104;26;4;7
2019-09-25 12:45:00;90;60;3;9;17;74;63;55;84;24;5;1
2019-09-25 13:00:00;101;67;6;15;15;58;80;52;142;20;4;5
2019-09-25 13:15:00;118;85;5;10;14;93;95;67;155;22;6;0
2019-09-25 13:30:00;105;62;2;18;22;89;78;71;137;19;6;22
2019-09-25 13:45:00;104;70;6;9;16;82;90;56;131;21;5;1
2019-09-25 14:00:00;106;70;8;12;17;95;65;52;114;17;3;16
2019-09-25 14:15:00;121;84;9;19;21;80;60;43;112;15;7;9
2019-09-25 14:30:00;115;87;4;15;27;134;74;74;116;30;4;31
2019-09-25 14:45:00;43;24;1;6;6;31;18;18;40;10;1;3
2019-09-25 15:00:00;124;89;6;19;27;79;62;63;152;15;4;4
2019-09-25 15:15:00;144;107;4;15;19;123;66;70;134;16;9;6
2019-09-25 15:30:00;134;96;6;11;14;101;82;72;143;15;9;99
2019-09-25 15:45:00;135;107;6;25;20;107;70;57;153;16;7;27
2019-09-25 16:00:00;168;125;13;23;25;123;81;56;145;16;8;16
2019-09-25 16:15:00;169;126;6;21;20;128;65;60;171;21;4;11
2019-09-25 16:30:00;158;108;11;19;21;118;97;62;147;13;5;77
2019-09-25 16:45:00;172;126;9;21;18;148;87;65;173;22;7;13
2019-09-25 17:00:00;177;130;6;20;20;126;73;72;164;19;12;4
2019-09-25 17:15:00;182;156;14;22;32;181;75;65;167;23;7;5
2019-09-25 17:30:00;168;114;10;23;18;176;91;61;150;12;13;70
2019-09-25 17:45:00;140;82;8;22;28;125;54;59;116;19;7;52
2019-09-25 18:00:00;118;85;8;16;20;114;81;78;147;17;11;114
2019-09-25 18:15:00;113;77;9;14;28;128;76;71;122;18;6;37
2019-09-25 18:30:00;105;60;4;14;21;95;78;59;124;13;9;40
2019-09-25 18:45:00;82;53;7;8;20;103;77;66;92;23;23;42
2019-09-25 19:00:00;76;37;8;13;21;101;82;73;79;30;4;22
2019-09-25 19:15:00;89;53;7;17;97;72;62;59;81;28;2;4
2019-09-25 19:30:00;62;30;3;10;17;67;62;46;73;23;8;7
2019-09-25 19:45:00;64;46;2;12;17;55;58;60;55;17;6;2
2019-09-25 20:00:00;55;28;5;4;14;49;56;50;61;17;3;11
2019-09-25 20:15:00;48;35;4;8;16;46;52;46;54;13;2;7
2019-09-25 20:30:00;46;25;7;9;16;46;49;40;44;11;0;0
2019-09-25 20:45:00;56;30;3;11;15;56;40;31;57;21;0;0
2019-09-25 21:00:00;52;31;3;7;10;31;32;20;52;13;0;0
2019-09-25 21:15:00;56;27;3;6;6;45;46;24;51;13;1;0
2019-09-25 21:30:00;40;22;3;5;8;25;25;24;62;13;0;0
2019-09-25 21:45:00;41;23;0;4;6;33;43;23;48;8;0;0
2019-09-25 22:00:00;39;24;4;6;7;28;35;30;29;7;0;8
2019-09-25 22:15:00;61;28;3;8;12;54;38;32;35;14;0;0
2019-09-25 22:30:00;30;18;1;5;7;26;28;15;30;12;0;0
2019-09-25 22:45:00;33;13;2;4;10;14;20;13;26;9;0;0
2019-09-25 23:00:00;22;15;1;2;7;22;15;14;16;6;0;0
2019-09-25 23:15:00;21;12;1;1;1;17;13;12;20;14;0;0
2019-09-25 23:30:00;11;5;0;0;1;12;14;10;11;3;0;0
2019-09-25 23:45:00;13;11;1;0;2;11;10;7;19;4;0;0
