DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DE1);10(DE2);11(DA4);12(TAA);13(TAFBA);14(TAFBB);15(TAC);16(TAFBC);17(TAFBD);18(TAFBE)
2020-03-19 00:00:00;2;4;4;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0
2020-03-19 00:15:00;6;3;2;1;1;7;8;0;0;0;0;0;0;0;0;0;0;0
2020-03-19 00:30:00;0;3;1;1;1;2;5;1;0;0;0;0;0;0;0;0;0;0
2020-03-19 00:45:00;2;3;2;1;1;4;6;0;0;0;1;0;0;0;0;0;0;0
2020-03-19 01:00:00;4;3;2;1;1;4;3;0;0;0;0;0;0;0;0;0;0;0
2020-03-19 01:15:00;0;4;3;1;0;2;3;0;0;0;0;0;0;0;0;0;0;0
2020-03-19 01:30:00;0;2;2;0;1;7;3;0;0;0;0;0;0;0;0;0;0;0
2020-03-19 01:45:00;1;3;1;1;1;6;11;0;0;0;0;0;0;0;0;0;0;0
2020-03-19 02:00:00;2;3;1;0;0;7;4;0;0;0;0;0;0;0;0;0;0;0
2020-03-19 02:15:00;3;2;2;0;0;2;2;1;0;0;0;0;0;0;0;0;0;0
2020-03-19 02:30:00;0;0;1;0;0;3;5;0;0;0;0;0;0;0;0;0;0;0
2020-03-19 02:45:00;2;4;1;0;0;1;3;1;0;0;0;0;0;0;0;0;0;0
2020-03-19 03:00:00;2;1;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-19 03:15:00;4;2;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0
2020-03-19 03:30:00;0;3;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-19 03:45:00;2;4;4;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0
2020-03-19 04:00:00;1;2;2;0;0;1;2;0;0;0;1;0;0;0;0;0;0;0
2020-03-19 04:15:00;4;4;1;0;0;6;4;0;0;0;0;0;0;0;0;0;0;0
2020-03-19 04:30:00;3;5;2;2;5;1;4;0;0;0;0;0;0;0;0;0;0;0
2020-03-19 04:45:00;16;22;0;4;4;3;11;0;0;0;1;0;0;0;0;0;0;0
2020-03-19 05:00:00;30;48;2;5;5;12;24;1;0;0;2;0;1;0;15;0;0;0
2020-03-19 05:15:00;57;108;3;10;7;15;39;1;1;1;14;2;0;0;34;8;0;0
2020-03-19 05:30:00;62;93;7;16;10;20;55;2;3;3;2;6;2;0;24;2;0;0
2020-03-19 05:45:00;65;60;6;14;6;66;109;1;1;1;3;19;1;0;29;0;0;0
2020-03-19 06:00:00;42;42;23;13;6;103;145;3;4;4;3;10;6;0;21;1;0;0
2020-03-19 06:15:00;48;51;10;4;4;39;86;0;5;4;0;2;0;0;9;0;0;0
2020-03-19 06:30:00;49;52;7;5;0;31;65;3;3;5;4;1;0;0;15;0;0;0
2020-03-19 06:45:00;41;44;5;12;2;30;68;1;3;2;5;0;0;0;12;0;0;0
2020-03-19 07:00:00;43;49;9;6;1;25;60;1;2;2;4;0;0;0;8;0;0;0
2020-03-19 07:15:00;44;44;6;7;1;30;78;1;3;3;5;4;0;0;0;0;0;0
2020-03-19 07:30:00;48;46;8;4;5;25;57;1;4;4;2;7;0;0;12;0;0;0
2020-03-19 07:45:00;45;46;7;11;4;31;63;3;4;4;8;0;0;0;5;0;0;0
2020-03-19 08:00:00;35;25;9;2;3;25;64;3;2;6;5;0;0;0;13;0;0;0
2020-03-19 08:15:00;27;23;10;8;1;26;55;1;5;4;11;15;0;0;9;0;0;0
2020-03-19 08:30:00;35;22;7;6;4;27;44;3;6;3;5;4;0;0;3;0;0;0
2020-03-19 08:45:00;28;22;10;3;2;23;24;5;3;1;3;3;0;0;10;0;0;1
2020-03-19 09:00:00;26;24;6;1;3;15;23;2;3;3;5;0;0;0;1;0;0;0
2020-03-19 09:15:00;33;29;7;4;4;27;30;4;2;2;5;4;0;0;2;0;0;0
2020-03-19 09:30:00;37;24;10;1;5;34;39;5;3;2;5;21;0;0;4;0;0;0
2020-03-19 09:45:00;40;21;15;3;2;25;31;9;4;3;3;0;0;0;4;0;0;0
2020-03-19 10:00:00;33;32;18;3;3;28;36;3;3;2;1;0;0;0;1;0;0;0
2020-03-19 10:15:00;40;25;8;4;1;27;30;2;5;3;8;0;0;0;4;0;0;0
2020-03-19 10:30:00;32;21;14;5;4;29;29;3;4;3;1;3;0;0;7;0;0;0
2020-03-19 10:45:00;28;27;8;5;1;26;41;4;2;2;8;0;0;0;22;0;0;0
2020-03-19 11:00:00;32;18;16;2;7;21;27;6;3;2;2;0;4;0;5;0;0;0
2020-03-19 11:15:00;37;21;21;5;2;21;37;7;2;5;4;2;0;0;0;0;0;0
2020-03-19 11:30:00;39;34;19;2;3;33;38;4;7;6;7;12;0;0;8;0;0;0
2020-03-19 11:45:00;34;29;12;5;3;23;32;4;4;3;1;24;0;0;18;0;0;0
2020-03-19 12:00:00;32;29;18;1;2;29;38;5;5;2;5;10;0;0;10;0;0;0
2020-03-19 12:15:00;43;36;18;7;5;39;44;12;6;2;6;1;0;0;2;0;0;0
2020-03-19 12:30:00;30;30;23;5;2;22;35;8;5;12;3;0;0;0;10;0;0;0
2020-03-19 12:45:00;34;43;22;10;4;36;42;4;1;1;2;5;0;0;7;0;0;0
2020-03-19 13:00:00;37;50;19;4;3;17;30;1;4;4;0;7;0;0;66;7;0;0
2020-03-19 13:15:00;72;89;19;11;3;27;53;1;8;3;4;32;0;0;28;0;0;0
2020-03-19 13:30:00;95;101;24;8;4;42;54;5;21;8;8;13;3;0;33;2;0;0
2020-03-19 13:45:00;63;99;16;4;7;37;58;7;21;16;8;12;0;0;45;6;0;0
2020-03-19 14:00:00;73;65;20;3;7;65;93;4;9;9;5;3;0;0;28;13;0;0
2020-03-19 14:15:00;48;34;32;6;13;108;126;4;33;5;4;20;0;0;35;4;0;0
2020-03-19 14:30:00;53;41;38;5;11;63;81;5;7;9;6;3;0;0;22;0;0;0
2020-03-19 14:45:00;57;37;39;5;4;44;55;5;3;3;6;10;0;0;11;0;0;0
2020-03-19 15:00:00;28;23;23;4;2;43;47;2;2;1;1;1;0;0;5;0;0;0
2020-03-19 15:15:00;57;38;23;2;4;43;47;6;8;10;4;0;0;0;39;0;0;0
2020-03-19 15:30:00;45;33;18;7;3;49;52;5;3;5;3;6;0;0;6;1;0;0
2020-03-19 15:45:00;45;40;19;6;3;39;43;4;10;7;3;4;0;0;30;4;0;0
2020-03-19 16:00:00;56;34;20;7;5;38;36;1;2;4;3;8;0;0;13;0;0;0
2020-03-19 16:15:00;40;30;19;3;4;39;55;2;3;6;3;11;0;0;10;0;0;0
2020-03-19 16:30:00;52;36;13;4;2;38;46;5;5;9;5;1;0;0;1;0;0;0
2020-03-19 16:45:00;35;32;26;4;2;40;46;6;6;6;4;5;0;0;24;2;7;0
2020-03-19 17:00:00;43;32;32;8;2;27;44;3;3;3;5;0;0;0;0;0;0;0
2020-03-19 17:15:00;33;15;13;4;3;47;37;3;1;1;4;3;0;0;2;0;0;0
2020-03-19 17:30:00;37;38;23;5;1;21;29;5;4;5;2;1;0;0;2;0;0;2
2020-03-19 17:45:00;33;19;17;9;5;28;33;2;2;5;3;1;0;0;13;4;0;0
2020-03-19 18:00:00;28;23;12;10;3;28;32;3;1;0;5;8;3;0;11;1;0;0
2020-03-19 18:15:00;31;21;18;5;0;31;32;1;4;3;3;3;0;0;7;0;0;0
2020-03-19 18:30:00;20;16;14;4;3;22;32;1;2;2;1;0;0;0;2;0;0;0
2020-03-19 18:45:00;21;17;15;7;2;28;20;2;3;2;0;5;0;0;0;0;0;0
2020-03-19 19:00:00;15;12;11;3;0;17;24;1;1;1;2;0;0;0;3;0;0;0
2020-03-19 19:15:00;13;14;9;3;1;16;14;0;4;3;0;21;3;0;0;0;0;0
2020-03-19 19:30:00;12;7;14;4;2;14;17;1;3;3;0;0;0;0;24;0;0;0
2020-03-19 19:45:00;23;15;12;5;2;12;13;1;2;2;0;1;0;0;2;0;0;0
2020-03-19 20:00:00;13;11;8;1;2;15;10;1;2;4;1;3;0;0;1;0;0;0
2020-03-19 20:15:00;10;13;12;2;0;6;10;0;2;1;1;1;0;0;0;0;0;0
2020-03-19 20:30:00;12;25;11;2;2;17;21;6;1;2;1;0;0;0;2;0;0;0
2020-03-19 20:45:00;23;22;5;5;5;10;14;0;5;2;0;5;0;0;29;0;0;0
2020-03-19 21:00:00;40;70;8;8;3;10;25;3;0;0;3;3;0;0;32;0;0;0
2020-03-19 21:15:00;50;86;12;3;4;11;25;1;0;0;2;8;1;0;19;0;0;0
2020-03-19 21:30:00;37;54;12;10;11;21;28;3;0;0;5;36;0;0;41;5;0;0
2020-03-19 21:45:00;28;26;15;8;8;54;91;6;2;1;3;15;0;0;40;17;0;4
2020-03-19 22:00:00;34;17;22;2;1;98;132;5;0;0;1;11;3;3;25;0;0;2
2020-03-19 22:15:00;17;16;21;3;1;29;49;1;0;0;0;0;0;0;2;0;0;0
2020-03-19 22:30:00;7;6;9;1;1;4;13;0;0;0;1;0;0;0;0;0;0;0
2020-03-19 22:45:00;3;3;7;1;0;11;16;0;3;2;0;0;0;0;0;0;0;0
2020-03-19 23:00:00;3;4;0;1;1;6;4;0;0;0;0;0;0;0;0;0;0;0
2020-03-19 23:15:00;4;6;6;0;1;2;4;1;0;0;0;0;0;0;0;0;0;0
2020-03-19 23:30:00;4;5;8;0;0;3;4;0;0;0;0;0;0;0;0;0;0;0
2020-03-19 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
