DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DB4);8(DB5);9(DB6);10(DB7);11(DC1);12(DC2);13(DD1);14(DD2);15(RES1);16(RES2);17(RES3)
2020-01-21 00:00:00;0;3;4;0;0;6;0;0;6;0;0;1;0;0;0;0;0
2020-01-21 00:15:00;1;3;3;2;0;5;1;0;6;0;0;0;0;0;0;0;0
2020-01-21 00:30:00;1;7;1;0;0;2;0;0;2;0;0;0;0;0;0;0;0
2020-01-21 00:45:00;2;7;4;0;0;9;0;0;9;0;1;1;0;0;0;0;0
2020-01-21 01:00:00;0;6;5;0;0;2;0;0;2;0;0;0;0;0;0;0;0
2020-01-21 01:15:00;2;4;1;0;0;3;0;0;3;2;0;0;0;0;0;0;0
2020-01-21 01:30:00;1;1;3;0;0;6;0;0;5;2;0;0;0;0;0;0;0
2020-01-21 01:45:00;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-21 02:00:00;0;1;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0
2020-01-21 02:15:00;0;3;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0
2020-01-21 02:30:00;0;2;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2020-01-21 02:45:00;0;0;1;2;4;4;2;1;5;2;0;0;0;0;0;0;0
2020-01-21 03:00:00;0;3;1;0;0;5;0;0;5;0;0;0;0;0;0;0;0
2020-01-21 03:15:00;1;7;0;1;1;1;1;1;2;1;0;0;0;0;0;0;0
2020-01-21 03:30:00;2;6;1;0;0;8;0;0;6;0;0;0;0;0;0;0;0
2020-01-21 03:45:00;1;5;0;0;0;3;0;0;3;1;0;0;0;0;0;0;0
2020-01-21 04:00:00;0;7;3;0;0;2;0;0;4;0;0;0;0;0;0;0;0
2020-01-21 04:15:00;0;8;1;1;0;4;3;0;5;2;1;1;0;0;0;0;0
2020-01-21 04:30:00;0;8;2;0;0;4;0;0;4;0;0;2;0;0;0;0;0
2020-01-21 04:45:00;3;14;0;1;1;3;1;0;3;2;0;1;0;0;0;0;0
2020-01-21 05:00:00;1;12;7;0;0;11;2;0;11;0;0;2;0;0;0;0;0
2020-01-21 05:15:00;3;29;11;0;1;16;0;1;18;1;0;1;0;0;0;0;0
2020-01-21 05:30:00;1;29;15;3;0;22;3;0;21;4;3;3;0;0;0;0;0
2020-01-21 05:45:00;15;44;16;4;2;45;4;0;46;4;1;2;0;0;0;0;0
2020-01-21 06:00:00;7;30;21;1;2;46;1;0;47;2;3;6;0;0;0;0;0
2020-01-21 06:15:00;11;55;22;2;3;68;2;1;67;4;4;7;0;0;0;0;0
2020-01-21 06:30:00;4;46;36;4;2;108;4;1;106;10;5;3;0;0;0;0;0
2020-01-21 06:45:00;7;68;30;7;5;123;9;1;128;10;3;3;0;0;0;0;0
2020-01-21 07:00:00;10;59;39;11;1;140;10;0;140;7;2;13;0;0;0;0;0
2020-01-21 07:15:00;4;59;29;9;9;205;11;7;198;16;3;4;0;0;0;0;0
2020-01-21 07:30:00;7;83;50;20;9;138;21;3;144;23;3;5;0;0;0;0;0
2020-01-21 07:45:00;4;61;55;18;14;157;20;8;154;25;9;12;0;0;0;0;0
2020-01-21 08:00:00;7;63;61;9;5;150;7;1;151;7;4;3;2;0;0;0;0
2020-01-21 08:15:00;4;52;31;5;4;137;7;5;136;7;6;6;3;0;0;0;0
2020-01-21 08:30:00;4;66;45;4;2;128;4;2;129;2;1;5;1;0;0;0;0
2020-01-21 08:45:00;8;60;26;3;1;123;3;0;124;5;4;7;0;0;0;0;0
2020-01-21 09:00:00;12;60;36;3;8;103;4;3;104;4;10;7;1;0;0;0;0
2020-01-21 09:15:00;4;76;43;4;4;95;5;3;95;8;1;2;0;0;0;0;0
2020-01-21 09:30:00;4;69;24;3;1;83;3;2;80;3;7;10;0;0;0;0;0
2020-01-21 09:45:00;4;60;45;4;1;79;5;1;77;5;12;7;0;0;0;0;0
2020-01-21 10:00:00;8;59;30;4;3;75;6;4;76;6;5;5;0;0;0;0;0
2020-01-21 10:15:00;6;63;31;8;48;60;8;1;57;9;3;11;0;0;0;0;0
2020-01-21 10:30:00;13;74;33;6;3;60;8;0;65;2;8;10;4;0;0;0;0
