DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(TAFGB);10(TAFBB)
2020-01-21 00:00:00;2;2;4;1;0;0;1;1;0;0
2020-01-21 00:15:00;4;3;3;2;3;0;2;1;0;0
2020-01-21 00:30:00;3;6;6;2;0;0;0;2;0;0
2020-01-21 00:45:00;6;5;1;5;2;0;2;0;0;0
2020-01-21 01:00:00;2;3;1;2;1;0;1;1;0;0
2020-01-21 01:15:00;3;2;1;0;0;0;0;1;0;0
2020-01-21 01:30:00;1;1;0;1;0;0;1;0;0;0
2020-01-21 01:45:00;1;0;0;0;0;0;0;0;0;0
2020-01-21 02:00:00;2;4;2;0;1;0;0;2;0;0
2020-01-21 02:15:00;2;1;2;2;0;0;1;0;0;0
2020-01-21 02:30:00;6;6;1;1;0;1;0;0;0;0
2020-01-21 02:45:00;3;3;2;0;0;0;2;1;0;0
2020-01-21 03:00:00;0;0;0;0;0;0;0;1;0;0
2020-01-21 03:15:00;2;1;2;1;1;0;0;0;0;0
2020-01-21 03:30:00;8;8;5;3;0;0;0;1;0;0
2020-01-21 03:45:00;3;4;6;2;1;0;0;0;0;0
2020-01-21 04:00:00;4;4;3;1;1;0;0;0;0;0
2020-01-21 04:15:00;3;2;5;0;1;0;0;0;0;0
2020-01-21 04:30:00;10;7;6;0;0;0;0;1;0;0
2020-01-21 04:45:00;30;10;16;0;0;0;1;1;0;0
2020-01-21 05:00:00;62;10;56;1;2;3;0;2;0;0
2020-01-21 05:15:00;141;10;162;7;1;5;1;9;0;0
2020-01-21 05:30:00;170;21;156;14;4;8;10;19;1;23
2020-01-21 05:45:00;122;31;81;7;27;7;76;67;0;0
2020-01-21 06:00:00;58;37;90;11;73;4;122;94;0;0
2020-01-21 06:15:00;79;30;98;9;26;1;55;36;0;0
2020-01-21 06:30:00;75;37;127;6;6;3;4;11;2;2
2020-01-21 06:45:00;93;37;117;5;0;6;10;12;0;0
2020-01-21 07:00:00;84;21;100;6;1;5;6;11;0;0
2020-01-21 07:15:00;70;36;108;1;2;4;7;9;5;0
2020-01-21 07:30:00;73;55;146;11;9;6;15;13;5;28
2020-01-21 07:45:00;95;76;125;16;8;14;6;5;0;10
2020-01-21 08:00:00;88;61;157;24;2;12;14;10;1;1
2020-01-21 08:15:00;64;44;96;8;3;7;14;9;0;0
2020-01-21 08:30:00;61;40;111;10;2;4;5;11;1;1
2020-01-21 08:45:00;62;51;63;11;7;2;6;13;0;0
2020-01-21 09:00:00;30;39;50;4;4;2;10;10;1;3
2020-01-21 09:15:00;38;48;52;8;6;3;15;8;0;0
2020-01-21 09:30:00;37;53;56;6;4;8;7;7;1;0
2020-01-21 09:45:00;32;45;51;6;6;3;14;7;3;0
2020-01-21 10:00:00;35;44;46;7;8;4;18;11;0;0
2020-01-21 10:15:00;37;39;55;12;8;3;9;17;11;0
2020-01-21 10:30:00;32;47;67;1;8;4;13;10;0;0
2020-01-21 10:45:00;34;49;56;3;2;3;14;12;1;0
2020-01-21 11:00:00;29;43;52;4;4;3;17;9;0;0
2020-01-21 11:15:00;36;44;71;6;5;4;14;16;2;0
2020-01-21 11:30:00;40;66;64;6;17;3;16;19;1;0
2020-01-21 11:45:00;25;56;59;5;11;5;17;13;7;10
2020-01-21 12:00:00;31;62;63;7;14;5;17;14;3;0
2020-01-21 12:15:00;33;42;74;3;11;4;13;17;1;0
2020-01-21 12:30:00;39;52;68;10;11;4;25;14;3;2
2020-01-21 12:45:00;51;63;81;7;11;7;20;10;0;0
2020-01-21 13:00:00;79;49;104;9;11;5;20;17;1;0
2020-01-21 13:15:00;109;57;102;13;12;5;16;11;1;2
2020-01-21 13:30:00;128;49;116;15;11;9;30;20;2;8
2020-01-21 13:45:00;92;60;115;2;13;7;30;19;10;17
2020-01-21 14:00:00;55;61;110;8;73;5;92;111;1;1
2020-01-21 14:15:00;29;82;49;10;60;3;175;77;0;0
2020-01-21 14:30:00;42;98;51;8;31;6;121;58;5;37
2020-01-21 14:45:00;21;72;66;11;19;2;50;22;4;1
2020-01-21 15:00:00;38;97;71;13;20;0;65;54;3;0
2020-01-21 15:15:00;29;104;55;6;18;2;60;37;3;0
2020-01-21 15:30:00;48;105;84;6;24;4;59;45;2;0
2020-01-21 15:45:00;34;69;85;4;16;4;42;26;1;0
2020-01-21 16:00:00;8;19;11;1;3;0;4;3;0;0
2020-01-21 16:15:00;
2020-01-21 16:30:00;32;55;60;2;15;5;41;31;0;0
2020-01-21 16:45:00;40;74;74;4;19;5;55;32;1;5
2020-01-21 17:00:00;42;89;87;7;23;0;36;33;0;0
2020-01-21 17:15:00;34;71;71;2;24;4;38;22;3;0
2020-01-21 17:30:00;22;58;63;7;16;4;27;22;0;0
2020-01-21 17:45:00;27;53;66;3;17;4;29;17;1;6
2020-01-21 18:00:00;42;74;61;0;13;3;30;22;0;0
2020-01-21 18:15:00;35;43;39;2;21;5;27;17;0;0
2020-01-21 18:30:00;22;41;54;2;21;3;25;17;0;0
2020-01-21 18:45:00;24;36;53;5;8;4;16;12;0;2
2020-01-21 19:00:00;25;43;29;4;10;4;12;7;0;0
2020-01-21 19:15:00;20;34;48;3;4;2;10;6;7;0
2020-01-21 19:30:00;18;28;31;3;7;1;8;7;0;0
2020-01-21 19:45:00;17;20;42;2;5;1;7;4;0;0
2020-01-21 20:00:00;11;21;36;1;0;0;4;4;0;0
