DATUM;1(DA1);2(DA2);3(VDB1);4(VDB2);5(DB3);6(DB4);7(DC1);8(DC2);9(VDD1);10(VDD2);11(DD3);12(DD4);13(TAFGA);14(TAFGC);15(TAFBA);16(TAFBB);17(TAFBC);18(TAFBD)
2020-09-26 00:00:00;1;3;1;3;1;6;7;11;6;1;9;1;0;0;0;0;0;0
2020-09-26 00:15:00;4;10;1;4;1;7;19;22;6;2;7;7;0;0;0;0;0;0
2020-09-26 00:30:00;0;5;0;1;0;6;8;13;5;3;7;3;0;0;0;0;0;0
2020-09-26 00:45:00;1;3;4;4;3;6;5;6;4;1;6;5;0;0;0;0;0;0
2020-09-26 01:00:00;2;7;1;1;1;2;6;5;3;1;4;4;0;0;0;0;0;0
2020-09-26 01:15:00;3;6;1;2;1;3;8;7;1;2;2;2;0;0;0;0;0;0
2020-09-26 01:30:00;3;8;4;1;4;2;3;3;4;2;4;6;0;0;0;0;0;0
2020-09-26 01:45:00;1;3;1;2;1;2;4;8;2;3;3;7;0;0;0;0;0;0
2020-09-26 02:00:00;0;1;0;0;0;1;6;7;2;2;3;3;0;0;0;0;0;0
2020-09-26 02:15:00;1;0;0;2;0;3;4;3;2;0;2;0;0;0;0;0;0;0
2020-09-26 02:30:00;1;3;4;0;3;2;4;5;2;0;2;4;0;0;0;0;0;0
2020-09-26 02:45:00;0;2;1;1;1;3;3;4;2;1;3;5;0;0;0;0;0;0
2020-09-26 03:00:00;3;5;0;1;0;3;3;5;0;0;0;1;0;0;0;0;0;0
2020-09-26 03:15:00;0;0;0;1;0;2;2;2;0;1;1;1;0;0;0;0;0;0
2020-09-26 03:30:00;2;2;1;0;1;0;1;1;1;2;3;3;0;0;0;0;0;0
2020-09-26 03:45:00;0;1;1;4;2;3;2;2;1;0;2;254;0;0;0;0;0;0
2020-09-26 04:00:00;0;3;0;0;0;2;0;1;1;2;3;0;0;0;0;0;0;0
2020-09-26 04:15:00;0;1;255;255;0;1;0;0;2;0;1;0;0;0;0;0;0;0
2020-09-26 04:30:00;0;0;4;4;0;1;1;2;1;1;2;0;0;0;0;0;0;0
2020-09-26 04:45:00;1;2;257;257;0;0;2;4;1;0;1;0;0;0;0;0;0;0
2020-09-26 05:00:00;3;3;0;0;1;0;1;2;2;0;3;5;0;0;0;0;0;0
2020-09-26 05:15:00;2;8;3;1;2;2;1;1;2;0;2;0;0;0;0;0;0;0
2020-09-26 05:30:00;4;6;256;255;2;4;5;8;1;0;2;2;0;0;0;0;0;0
2020-09-26 05:45:00;5;5;3;3;2;2;2;3;2;3;4;5;0;0;0;0;0;0
2020-09-26 06:00:00;1;3;258;258;1;6;4;7;10;2;9;3;0;0;0;0;0;0
2020-09-26 06:15:00;3;7;255;255;7;5;6;9;2;1;3;2;0;0;0;0;0;0
2020-09-26 06:30:00;10;11;0;0;3;6;4;5;3;1;3;255;0;0;0;0;0;0
2020-09-26 06:45:00;2;6;258;258;3;9;6;10;3;0;3;0;0;0;0;0;0;0
2020-09-26 07:00:00;7;10;258;258;1;6;4;7;11;6;12;254;0;0;0;0;0;0
2020-09-26 07:15:00;10;12;2;2;4;8;7;9;4;5;4;0;0;0;0;0;0;0
