DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(TAAC);22(TARDB);23(TARDD)
2019-12-20 00:00:00;8;2;4;19;5;0;0;0
2019-12-20 00:15:00;9;0;3;16;2;0;0;0
2019-12-20 00:30:00;9;4;2;14;2;0;0;0
2019-12-20 00:45:00;7;1;1;6;1;0;0;0
2019-12-20 01:00:00;9;3;2;15;0;0;0;0
2019-12-20 01:15:00;4;1;0;5;2;0;0;0
2019-12-20 01:30:00;8;1;0;5;2;0;0;0
2019-12-20 01:45:00;9;2;0;2;0;0;0;0
2019-12-20 02:00:00;4;0;1;4;1;0;0;0
2019-12-20 02:15:00;4;0;0;5;0;0;0;0
2019-12-20 02:30:00;3;2;1;3;0;0;0;0
2019-12-20 02:45:00;2;1;0;5;1;0;0;0
2019-12-20 03:00:00;1;1;1;2;2;0;0;0
2019-12-20 03:15:00;2;0;0;2;0;0;0;0
2019-12-20 03:30:00;2;1;1;2;0;0;0;0
2019-12-20 03:45:00;2;0;1;3;0;0;0;0
2019-12-20 04:00:00;6;0;0;3;0;0;0;0
2019-12-20 04:15:00;7;2;0;1;2;0;0;0
2019-12-20 04:30:00;7;3;1;6;0;0;0;0
2019-12-20 04:45:00;8;1;0;4;0;0;0;0
2019-12-20 05:00:00;19;1;1;0;0;0;0;0
2019-12-20 05:15:00;19;2;2;12;0;0;0;0
2019-12-20 05:30:00;46;10;5;27;3;0;0;0
2019-12-20 05:45:00;55;7;3;28;2;0;0;0
2019-12-20 06:00:00;46;3;5;19;5;0;0;0
2019-12-20 06:15:00;72;5;8;27;1;0;0;0
2019-12-20 06:30:00;114;10;8;50;11;13;0;0
2019-12-20 06:45:00;105;11;8;51;14;9;0;0
2019-12-20 07:00:00;142;9;10;59;10;33;0;0
2019-12-20 07:15:00;202;13;21;92;12;10;0;2
2019-12-20 07:30:00;209;19;31;109;29;14;0;0
2019-12-20 07:45:00;147;25;47;116;37;15;0;0
2019-12-20 08:00:00;123;25;29;107;35;4;0;0
2019-12-20 08:15:00;118;17;37;72;17;7;0;0
2019-12-20 08:30:00;102;11;26;79;19;8;0;0
2019-12-20 08:45:00;119;17;40;89;20;6;0;0
2019-12-20 09:00:00;108;16;23;72;20;3;0;0
2019-12-20 09:15:00;118;16;31;88;21;2;0;0
2019-12-20 09:30:00;91;18;36;88;26;3;0;0
2019-12-20 09:45:00;115;18;36;89;25;4;0;0
2019-12-20 10:00:00;113;14;44;97;25;0;0;0
2019-12-20 10:15:00;118;20;45;92;19;2;0;0
2019-12-20 10:30:00;127;22;46;111;14;13;0;0
2019-12-20 10:45:00;135;19;38;119;37;3;0;0
2019-12-20 11:00:00;126;28;66;101;22;13;0;0
2019-12-20 11:15:00;121;19;47;153;17;22;0;0
2019-12-20 11:30:00;163;24;73;180;39;6;0;0
2019-12-20 11:45:00;161;21;64;179;32;4;0;0
2019-12-20 12:00:00;135;17;61;146;25;36;0;0
2019-12-20 12:15:00;151;13;64;168;21;10;0;0
2019-12-20 12:30:00;156;29;56;184;22;1;0;0
2019-12-20 12:45:00;111;20;58;206;28;5;0;0
2019-12-20 13:00:00;159;25;54;163;28;5;0;0
2019-12-20 13:15:00;151;13;54;170;20;9;0;3
2019-12-20 13:30:00;154;19;54;189;27;13;0;0
2019-12-20 13:45:00;134;22;47;177;27;5;0;0
2019-12-20 14:00:00;147;26;44;188;23;3;0;0
2019-12-20 14:15:00;131;20;67;185;27;1;0;0
2019-12-20 14:30:00;165;19;64;161;27;6;0;0
2019-12-20 14:45:00;143;19;67;166;32;4;0;0
2019-12-20 15:00:00;166;24;65;147;30;14;0;1
2019-12-20 15:15:00;158;30;68;142;31;31;0;0
2019-12-20 15:30:00;144;17;38;129;25;5;0;0
2019-12-20 15:45:00;151;26;63;148;25;11;0;0
2019-12-20 16:00:00;122;15;51;155;37;8;0;2
2019-12-20 16:15:00;105;22;45;151;25;10;0;0
2019-12-20 16:30:00;155;24;44;130;19;12;0;0
2019-12-20 16:45:00;129;16;42;123;23;3;0;0
2019-12-20 17:00:00;122;15;61;121;10;3;0;0
2019-12-20 17:15:00;119;16;50;107;17;1;0;0
2019-12-20 17:30:00;109;15;36;105;13;4;0;0
2019-12-20 17:45:00;114;15;39;105;10;8;0;0
2019-12-20 18:00:00;123;9;37;102;10;2;0;0
2019-12-20 18:15:00;119;11;44;95;21;0;0;0
2019-12-20 18:30:00;119;17;42;104;12;1;0;0
2019-12-20 18:45:00;101;14;38;86;17;5;0;0
2019-12-20 19:00:00;73;7;38;88;9;0;0;0
2019-12-20 19:15:00;67;9;16;72;13;0;0;0
2019-12-20 19:30:00;56;13;21;64;6;0;0;0
2019-12-20 19:45:00;42;7;17;59;5;8;0;0
2019-12-20 20:00:00;55;10;19;66;7;0;0;0
2019-12-20 20:15:00;44;4;11;54;7;2;0;0
2019-12-20 20:30:00;41;5;6;62;10;0;0;0
2019-12-20 20:45:00;25;5;3;40;2;0;0;1
2019-12-20 21:00:00;30;4;9;44;8;0;0;0
2019-12-20 21:15:00;28;2;6;39;8;0;0;0
2019-12-20 21:30:00;20;4;3;40;5;0;0;0
2019-12-20 21:45:00;36;4;3;40;5;0;0;0
2019-12-20 22:00:00;28;2;7;93;11;0;0;0
2019-12-20 22:15:00;21;3;5;58;16;6;0;0
2019-12-20 22:30:00;22;6;2;53;14;1;0;0
2019-12-20 22:45:00;20;4;8;37;14;0;0;0
2019-12-20 23:00:00;14;9;7;33;13;0;0;0
2019-12-20 23:15:00;14;3;5;46;4;0;0;0
2019-12-20 23:30:00;18;2;3;35;12;0;0;0
2019-12-20 23:45:00;15;4;3;38;7;0;0;0
