DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(TAAC);22(TARDB);23(TARDD)
2019-12-13 00:00:00;3;0;1;12;1;0;0;0
2019-12-13 00:15:00;5;1;3;18;4;0;0;0
2019-12-13 00:30:00;4;0;3;12;0;0;0;0
2019-12-13 00:45:00;4;1;1;12;2;0;0;0
2019-12-13 01:00:00;6;2;1;8;3;0;0;0
2019-12-13 01:15:00;4;0;2;5;0;0;0;0
2019-12-13 01:30:00;2;1;1;3;3;0;0;0
2019-12-13 01:45:00;0;1;1;3;0;0;0;0
2019-12-13 02:00:00;1;1;1;4;0;0;0;0
2019-12-13 02:15:00;2;0;0;5;0;0;0;0
2019-12-13 02:30:00;9;2;1;4;2;0;0;0
2019-12-13 02:45:00;3;2;1;5;1;0;0;0
2019-12-13 03:00:00;4;2;1;2;0;0;0;0
2019-12-13 03:15:00;0;0;0;3;1;0;0;0
2019-12-13 03:30:00;2;2;1;3;1;0;0;0
2019-12-13 03:45:00;0;1;0;3;0;0;0;0
2019-12-13 04:00:00;6;0;1;3;0;0;0;0
2019-12-13 04:15:00;7;0;0;2;0;0;0;0
2019-12-13 04:30:00;5;2;0;1;1;0;0;0
2019-12-13 04:45:00;10;2;4;9;0;0;0;0
2019-12-13 05:00:00;20;5;2;3;1;0;0;0
2019-12-13 05:15:00;24;7;4;10;1;0;0;0
2019-12-13 05:30:00;47;10;2;24;2;0;0;0
2019-12-13 05:45:00;60;8;6;34;3;0;0;0
2019-12-13 06:00:00;41;3;5;14;3;0;0;0
2019-12-13 06:15:00;96;6;2;34;5;0;0;0
2019-12-13 06:30:00;112;13;9;62;4;11;0;0
2019-12-13 06:45:00;125;6;12;60;15;8;0;1
2019-12-13 07:00:00;160;15;10;94;20;4;0;1
2019-12-13 07:15:00;203;20;23;94;19;16;0;0
2019-12-13 07:30:00;214;14;44;112;40;25;0;0
2019-12-13 07:45:00;160;25;44;113;49;7;0;0
2019-12-13 08:00:00;161;23;36;115;36;0;0;0
2019-12-13 08:15:00;136;19;30;97;18;9;0;0
2019-12-13 08:30:00;99;20;25;64;13;4;0;0
2019-12-13 08:45:00;117;21;34;84;26;3;0;0
2019-12-13 09:00:00;93;17;16;82;14;4;0;0
2019-12-13 09:15:00;93;15;36;83;24;3;0;0
2019-12-13 09:30:00;103;20;37;82;16;10;0;0
2019-12-13 09:45:00;115;20;39;97;15;2;0;0
2019-12-13 10:00:00;97;17;30;88;20;11;0;0
2019-12-13 10:15:00;105;18;39;66;23;0;0;0
2019-12-13 10:30:00;99;16;41;89;12;12;0;0
2019-12-13 10:45:00;93;18;46;102;22;1;0;0
2019-12-13 11:00:00;86;24;52;107;20;7;0;1
2019-12-13 11:15:00;97;11;39;128;23;3;0;0
2019-12-13 11:30:00;106;22;42;107;16;0;0;0
2019-12-13 11:45:00;78;12;52;130;19;2;0;0
2019-12-13 12:00:00;100;18;38;127;9;7;0;0
2019-12-13 12:15:00;120;11;55;148;19;10;0;0
2019-12-13 12:30:00;115;24;50;131;27;11;0;0
2019-12-13 12:45:00;112;11;52;129;17;3;0;0
2019-12-13 13:00:00;134;18;71;135;27;5;0;5
2019-12-13 13:15:00;105;10;47;173;18;0;0;0
2019-12-13 13:30:00;119;19;53;180;32;11;0;0
2019-12-13 13:45:00;95;16;53;146;17;6;0;0
2019-12-13 14:00:00;103;17;56;155;20;4;0;0
2019-12-13 14:15:00;100;16;64;149;22;0;0;0
2019-12-13 14:30:00;146;17;67;119;17;7;0;0
2019-12-13 14:45:00;118;24;78;132;17;8;0;0
2019-12-13 15:00:00;112;19;48;145;22;29;0;0
2019-12-13 15:15:00;129;17;57;145;21;4;0;0
2019-12-13 15:30:00;107;17;51;128;22;5;0;0
2019-12-13 15:45:00;134;17;56;160;15;9;0;0
2019-12-13 16:00:00;122;16;73;150;18;5;0;0
