DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DDR1);7(DDL1)
2020-02-20 00:00:00;13;5;10;6;3;3;2
2020-02-20 00:15:00;26;8;13;4;4;7;2
2020-02-20 00:30:00;10;5;11;5;2;4;4
2020-02-20 00:45:00;14;4;12;2;2;3;3
2020-02-20 01:00:00;11;5;2;1;3;2;5
2020-02-20 01:15:00;6;4;6;3;2;0;3
2020-02-20 01:30:00;6;6;6;2;5;1;3
2020-02-20 01:45:00;11;3;6;3;6;2;2
2020-02-20 02:00:00;7;1;13;2;5;5;2
2020-02-20 02:15:00;3;1;8;3;2;8;3
2020-02-20 02:30:00;3;1;10;2;4;2;3
2020-02-20 02:45:00;4;1;5;2;2;7;4
2020-02-20 03:00:00;5;3;3;1;2;4;4
2020-02-20 03:15:00;15;2;7;2;5;9;2
2020-02-20 03:30:00;6;1;7;6;5;7;3
2020-02-20 03:45:00;10;7;4;1;5;4;2
2020-02-20 04:00:00;4;5;6;3;2;8;5
2020-02-20 04:15:00;10;5;13;3;2;1;3
2020-02-20 04:30:00;15;13;18;4;4;6;2
2020-02-20 04:45:00;14;9;58;9;2;2;0
2020-02-20 05:00:00;27;21;68;24;2;2;0
2020-02-20 05:15:00;45;25;116;33;2;0;0
2020-02-20 05:30:00;43;30;116;62;2;0;1
2020-02-20 05:45:00;72;56;135;64;3;0;1
2020-02-20 06:00:00;78;53;117;51;7;0;0
2020-02-20 06:15:00;99;47;172;90;9;0;0
2020-02-20 06:30:00;120;49;186;103;8;1;2
2020-02-20 06:45:00;136;78;195;136;12;1;2
2020-02-20 07:00:00;167;91;194;122;12;2;3
2020-02-20 07:15:00;206;142;214;133;13;1;2
2020-02-20 07:30:00;158;162;219;116;32;0;0
2020-02-20 07:45:00;210;130;223;122;14;0;1
2020-02-20 08:00:00;171;108;180;109;16;1;1
2020-02-20 08:15:00;175;91;179;121;8;1;0
2020-02-20 08:30:00;140;108;189;101;15;4;1
2020-02-20 08:45:00;159;107;144;104;17;1;0
2020-02-20 09:00:00;125;88;140;77;9;2;1
2020-02-20 09:15:00;131;77;153;83;7;2;1
2020-02-20 09:30:00;142;93;162;90;10;2;2
2020-02-20 09:45:00;132;100;141;85;8;5;0
2020-02-20 10:00:00;121;83;145;54;6;0;2
2020-02-20 10:15:00;113;102;140;77;6;2;0
2020-02-20 10:30:00;128;103;147;67;7;2;1
2020-02-20 10:45:00;125;99;144;66;9;3;2
2020-02-20 11:00:00;113;98;136;70;5;1;3
2020-02-20 11:15:00;139;97;143;88;7;2;2
2020-02-20 11:30:00;142;105;146;80;4;1;1
2020-02-20 11:45:00;135;103;154;87;11;4;2
2020-02-20 12:00:00;139;94;165;105;8;3;7
2020-02-20 12:15:00;123;96;172;95;9;4;5
2020-02-20 12:30:00;157;106;145;96;7;4;4
2020-02-20 12:45:00;147;108;137;81;11;2;1
2020-02-20 13:00:00;148;99;162;123;10;2;4
2020-02-20 13:15:00;159;111;188;95;12;2;6
2020-02-20 13:30:00;129;107;160;101;14;1;3
2020-02-20 13:45:00;165;120;174;101;8;3;0
2020-02-20 14:00:00;162;94;170;95;9;7;2
2020-02-20 14:15:00;176;134;160;87;21;3;2
2020-02-20 14:30:00;193;138;169;85;6;0;4
2020-02-20 14:45:00;196;134;182;103;11;3;4
2020-02-20 15:00:00;190;134;166;103;14;3;5
2020-02-20 15:15:00;181;130;176;99;9;4;1
2020-02-20 15:30:00;203;160;183;118;12;1;2
2020-02-20 15:45:00;226;174;184;112;17;1;6
2020-02-20 16:00:00;209;173;210;108;9;5;6
2020-02-20 16:15:00;221;155;194;102;17;2;5
2020-02-20 16:30:00;196;153;198;108;15;5;6
2020-02-20 16:45:00;233;170;183;108;22;10;6
2020-02-20 17:00:00;241;198;213;105;16;4;6
2020-02-20 17:15:00;213;183;176;111;16;7;8
2020-02-20 17:30:00;203;187;191;115;43;9;3
2020-02-20 17:45:00;216;154;165;101;14;4;5
2020-02-20 18:00:00;185;126;192;105;9;4;7
2020-02-20 18:15:00;192;140;162;98;11;3;4
2020-02-20 18:30:00;174;138;150;85;10;3;0
2020-02-20 18:45:00;182;135;154;89;7;2;6
2020-02-20 19:00:00;176;101;163;81;3;3;2
2020-02-20 19:15:00;130;97;137;79;4;1;0
2020-02-20 19:30:00;116;96;130;65;8;0;0
2020-02-20 19:45:00;94;88;130;62;6;0;0
2020-02-20 20:00:00;89;67;114;50;5;0;1
2020-02-20 20:15:00;107;81;128;56;2;3;0
2020-02-20 20:30:00;85;65;94;47;1;3;0
2020-02-20 20:45:00;72;56;104;51;5;2;0
2020-02-20 21:00:00;83;27;99;50;5;0;1
2020-02-20 21:15:00;68;54;92;55;5;0;1
2020-02-20 21:30:00;77;40;78;25;4;0;1
2020-02-20 21:45:00;63;50;68;43;8;2;0
2020-02-20 22:00:00;63;61;76;38;6;6;1
2020-02-20 22:15:00;67;49;64;30;3;1;1
2020-02-20 22:30:00;56;31;52;21;5;0;0
2020-02-20 22:45:00;45;26;49;27;1;0;1
2020-02-20 23:00:00;35;24;39;19;1;1;6
2020-02-20 23:15:00;45;22;39;13;5;0;3
2020-02-20 23:30:00;32;13;36;10;4;1;4
2020-02-20 23:45:00;40;17;42;13;1;1;1
