2020-08-19 00:00:00;4;10;10;0;1;0;9;3
2020-08-19 00:15:00;6;6;4;2;1;0;10;9
2020-08-19 00:30:00;3;5;5;0;3;0;2;5
2020-08-19 00:45:00;4;9;9;3;3;0;4;3
2020-08-19 01:00:00;5;6;6;0;1;0;3;2
2020-08-19 01:15:00;1;3;3;1;2;0;5;3
2020-08-19 01:30:00;3;3;3;0;1;0;2;1
2020-08-19 01:45:00;0;5;5;0;1;0;7;1
2020-08-19 02:00:00;1;3;3;3;3;0;3;1
2020-08-19 02:15:00;2;4;4;2;4;0;2;0
2020-08-19 02:30:00;0;2;2;1;1;0;1;1
2020-08-19 02:45:00;3;2;3;0;0;0;2;2
2020-08-19 03:00:00;1;2;2;0;1;0;1;1
2020-08-19 03:15:00;3;1;1;0;1;0;1;1
2020-08-19 03:30:00;1;2;3;2;2;0;1;0
2020-08-19 03:45:00;1;4;4;4;4;0;2;0
2020-08-19 04:00:00;1;0;0;3;3;0;1;1
2020-08-19 04:15:00;4;2;2;1;2;0;2;2
2020-08-19 04:30:00;2;5;5;3;5;0;4;2
2020-08-19 04:45:00;6;13;13;2;2;0;8;0
2020-08-19 05:00:00;9;13;16;3;10;0;11;7
2020-08-19 05:15:00;20;32;30;6;13;0;18;14
2020-08-19 05:30:00;28;25;27;7;15;0;20;9
2020-08-19 05:45:00;35;49;49;14;17;0;39;13
2020-08-19 06:00:00;28;37;39;5;13;0;22;18
2020-08-19 06:15:00;45;55;55;5;8;0;22;14
2020-08-19 06:30:00;84;70;69;7;20;0;35;20
2020-08-19 06:45:00;54;51;50;10;26;0;29;17
2020-08-19 07:00:00;59;64;63;5;50;0;38;22
2020-08-19 07:15:00;64;64;65;7;27;0;44;17
2020-08-19 07:30:00;61;61;60;9;25;0;59;30
2020-08-19 07:45:00;97;84;80;19;23;0;63;47
2020-08-19 08:00:00;66;60;59;11;11;0;32;18
2020-08-19 08:15:00;49;52;52;13;19;0;50;43
2020-08-19 08:30:00;52;59;59;18;23;0;44;34
2020-08-19 08:45:00;59;45;42;14;50;0;47;30
2020-08-19 09:00:00;62;52;51;21;26;0;46;24
2020-08-19 09:15:00;65;58;53;15;20;0;49;27
2020-08-19 09:30:00;64;61;59;17;20;0;55;38
2020-08-19 09:45:00;51;55;56;11;27;0;65;37
2020-08-19 10:00:00;50;55;55;19;24;0;58;37
2020-08-19 10:15:00;54;65;64;15;25;0;58;35
2020-08-19 10:30:00;60;59;55;25;33;0;58;48
2020-08-19 10:45:00;56;55;54;14;23;0;58;43
2020-08-19 11:00:00;53;64;67;12;25;0;57;35
2020-08-19 11:15:00;45;51;51;19;23;0;53;34
2020-08-19 11:30:00;55;44;41;13;19;0;56;43
2020-08-19 11:45:00;64;51;52;14;28;0;56;43
2020-08-19 12:00:00;64;54;51;13;27;0;81;39
2020-08-19 12:15:00;60;48;43;19;44;0;66;38
2020-08-19 12:30:00;66;52;54;14;32;0;69;41
2020-08-19 12:45:00;70;55;55;11;16;0;66;48
2020-08-19 13:00:00;55;49;49;14;25;0;61;37
2020-08-19 13:15:00;67;67;70;22;26;0;58;43
2020-08-19 13:30:00;61;51;46;14;26;0;62;33
2020-08-19 13:45:00;64;72;70;16;26;0;70;33
2020-08-19 14:00:00;64;60;61;18;24;0;65;45
2020-08-19 14:15:00;65;69;67;28;42;0;89;54
2020-08-19 14:30:00;62;64;60;28;51;0;66;43
2020-08-19 14:45:00;60;65;62;22;26;0;56;42
2020-08-19 15:00:00;62;57;55;23;96;0;74;50
2020-08-19 15:15:00;55;54;54;15;23;0;62;33
2020-08-19 15:30:00;65;69;66;23;42;0;82;58
2020-08-19 15:45:00;71;52;54;16;33;0;81;65
2020-08-19 16:00:00;67;54;55;21;32;0;69;48
2020-08-19 16:15:00;86;59;55;21;31;0;96;74
2020-08-19 16:30:00;73;52;54;17;21;0;75;57
2020-08-19 16:45:00;65;55;49;24;32;0;73;55
2020-08-19 17:00:00;80;61;57;18;28;0;70;46
2020-08-19 17:15:00;66;64;58;22;28;0;69;46
2020-08-19 17:30:00;69;48;52;19;19;0;81;58
2020-08-19 17:45:00;79;60;57;18;41;0;83;57
2020-08-19 18:00:00;62;54;49;19;18;0;73;34
2020-08-19 18:15:00;72;67;65;22;26;0;61;43
2020-08-19 18:30:00;42;41;41;20;33;0;51;42
2020-08-19 18:45:00;65;54;50;14;15;0;51;30
2020-08-19 19:00:00;44;48;50;17;22;0;49;32
2020-08-19 19:15:00;51;43;43;13;26;0;48;23
2020-08-19 19:30:00;44;51;49;10;15;0;40;25
2020-08-19 19:45:00;68;49;52;15;25;0;35;17
2020-08-19 20:00:00;48;41;37;9;21;0;45;24
2020-08-19 20:15:00;47;53;55;13;51;0;56;25
2020-08-19 20:30:00;43;49;47;11;19;0;49;23
2020-08-19 20:45:00;37;41;44;11;14;0;36;18
2020-08-19 21:00:00;31;38;36;12;15;0;39;22
2020-08-19 21:15:00;23;33;34;9;14;0;29;13
2020-08-19 21:30:00;26;22;23;10;4;0;26;6
2020-08-19 21:45:00;29;20;22;9;9;0;23;11
2020-08-19 22:00:00;25;27;28;6;6;0;31;19
2020-08-19 22:15:00;18;23;20;4;5;0;23;9
2020-08-19 22:30:00;18;24;26;7;3;0;19;12
2020-08-19 22:45:00;19;26;24;4;9;0;20;8
2020-08-19 23:00:00;10;21;22;7;10;0;21;13
2020-08-19 23:15:00;11;13;15;6;4;0;19;11
2020-08-19 23:30:00;11;15;14;3;8;0;14;7
2020-08-19 23:45:00;5;15;16;2;3;0;12;5
