DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DD1);8(TAFBAC2);9(TAFBA2C);10(TAFBBD2);11(TAFBB2D)
2020-07-06 00:00:00;10;8;0;5;0;3;4;0;0;0;0
2020-07-06 00:15:00;12;8;1;1;0;9;1;1;0;0;0
2020-07-06 00:30:00;9;3;4;4;0;8;2;0;0;0;0
2020-07-06 00:45:00;5;2;1;4;0;3;1;0;0;0;0
2020-07-06 01:00:00;5;4;1;1;0;6;2;0;0;0;0
2020-07-06 01:15:00;10;4;0;1;0;7;0;0;2;0;0
2020-07-06 01:30:00;5;2;0;1;0;1;4;0;0;0;0
2020-07-06 01:45:00;8;5;1;16;0;3;0;0;0;0;0
2020-07-06 02:00:00;3;4;2;1;0;4;1;0;0;0;0
2020-07-06 02:15:00;5;1;0;0;0;4;4;0;0;0;0
2020-07-06 02:30:00;6;0;1;1;0;2;0;0;0;0;0
2020-07-06 02:45:00;4;1;3;0;0;4;0;0;0;0;0
2020-07-06 03:00:00;3;0;1;0;0;5;0;0;0;0;0
2020-07-06 03:15:00;4;2;0;3;0;2;0;0;0;0;0
2020-07-06 03:30:00;5;2;0;2;0;3;0;0;0;0;0
2020-07-06 03:45:00;11;3;0;3;0;3;1;0;0;0;0
2020-07-06 04:00:00;10;2;0;0;0;7;2;0;0;0;0
2020-07-06 04:15:00;9;4;0;3;0;4;1;0;0;0;0
2020-07-06 04:30:00;16;10;0;1;0;7;2;0;0;0;0
2020-07-06 04:45:00;21;10;3;4;0;17;3;0;0;0;0
2020-07-06 05:00:00;25;16;2;9;0;42;11;0;0;0;0
2020-07-06 05:15:00;43;33;1;10;0;105;8;0;0;0;0
2020-07-06 05:30:00;38;36;3;11;0;114;12;0;0;0;0
2020-07-06 05:45:00;48;43;8;14;0;108;7;0;0;0;0
2020-07-06 06:00:00;56;49;5;16;0;94;11;0;1;0;0
2020-07-06 06:15:00;54;53;7;19;0;114;15;0;0;0;0
2020-07-06 06:30:00;63;70;8;23;0;138;19;0;0;0;0
2020-07-06 06:45:00;58;65;9;28;0;142;16;0;0;0;0
2020-07-06 07:00:00;65;58;8;29;0;145;14;0;0;0;0
2020-07-06 07:15:00;74;69;9;38;0;164;18;0;0;0;0
2020-07-06 07:30:00;75;67;12;33;0;148;20;0;0;0;0
2020-07-06 07:45:00;88;90;7;56;0;138;25;0;3;0;0
2020-07-06 08:00:00;81;78;19;34;0;125;23;0;1;0;0
2020-07-06 08:15:00;77;74;9;36;0;130;20;0;2;0;0
2020-07-06 08:30:00;64;62;12;25;0;94;25;0;0;0;0
2020-07-06 08:45:00;78;62;17;37;0;106;28;0;7;0;0
2020-07-06 09:00:00;75;59;15;34;0;97;21;0;0;0;0
2020-07-06 09:15:00;70;58;19;31;0;84;28;0;0;0;0
2020-07-06 09:30:00;73;73;15;35;0;88;23;2;0;0;0
2020-07-06 09:45:00;79;69;11;37;0;102;20;0;0;0;0
2020-07-06 10:00:00;74;73;13;49;0;83;26;0;0;0;0
2020-07-06 10:15:00;85;64;8;45;0;101;27;0;0;0;0
2020-07-06 10:30:00;91;78;18;39;0;91;21;0;0;0;0
2020-07-06 10:45:00;84;76;15;48;0;103;21;0;48;0;0
2020-07-06 11:00:00;87;83;20;35;0;114;22;0;0;0;0
2020-07-06 11:15:00;88;83;23;41;0;94;22;0;0;0;0
2020-07-06 11:30:00;89;88;22;32;0;86;33;0;0;0;0
2020-07-06 11:45:00;91;93;20;38;0;95;26;0;0;0;0
2020-07-06 12:00:00;99;96;29;35;0;75;25;0;0;0;0
2020-07-06 12:15:00;91;91;33;42;0;90;23;0;0;0;0
2020-07-06 12:30:00;87;83;18;35;0;85;32;0;0;0;0
2020-07-06 12:45:00;94;89;20;39;0;93;27;1;0;0;0
2020-07-06 13:00:00;85;87;26;36;0;90;30;0;0;0;0
2020-07-06 13:15:00;103;102;24;43;0;141;20;0;0;0;0
2020-07-06 13:30:00;96;81;28;33;0;177;33;0;0;0;0
2020-07-06 13:45:00;109;94;21;46;0;163;30;0;0;0;0
2020-07-06 14:00:00;132;141;17;44;0;117;25;5;0;0;0
2020-07-06 14:15:00;167;191;26;58;0;84;28;0;0;0;2
2020-07-06 14:30:00;185;194;32;61;0;92;17;0;0;0;0
2020-07-06 14:45:00;131;135;20;50;0;99;33;0;0;0;0
2020-07-06 15:00:00;138;147;26;49;0;95;27;0;0;0;0
2020-07-06 15:15:00;146;155;34;53;0;93;29;0;0;0;0
2020-07-06 15:30:00;155;144;24;60;0;93;30;0;0;0;0
2020-07-06 15:45:00;129;147;30;50;0;95;30;0;0;0;0
2020-07-06 16:00:00;146;150;26;46;0;92;28;0;1;0;0
2020-07-06 16:15:00;140;151;25;50;0;114;26;0;0;0;0
2020-07-06 16:30:00;148;167;29;56;0;102;21;1;18;0;0
2020-07-06 16:45:00;149;150;32;47;0;102;30;1;0;0;0
2020-07-06 17:00:00;129;113;29;64;0;116;28;0;5;0;0
2020-07-06 17:15:00;99;91;36;38;0;115;30;2;2;0;0
2020-07-06 17:30:00;59;55;15;23;0;56;14;24;0;0;0
2020-07-06 17:45:00;83;50;22;28;0;54;10;0;2;0;0
2020-07-06 18:00:00;45;35;41;36;0;79;37;0;1;2;0
2020-07-06 18:15:00;97;84;23;39;0;67;29;0;2;2;0
2020-07-06 18:30:00;124;123;30;40;0;70;29;2;0;6;0
2020-07-06 18:45:00;83;83;23;39;0;65;15;0;0;0;0
2020-07-06 19:00:00;82;78;17;37;0;49;18;0;0;0;0
2020-07-06 19:15:00;76;52;12;35;0;54;14;5;0;0;0
2020-07-06 19:30:00;76;59;20;42;0;43;15;1;0;0;0
2020-07-06 19:45:00;53;51;18;32;0;47;17;18;2;0;0
2020-07-06 20:00:00;60;65;14;47;0;39;12;2;5;0;2
2020-07-06 20:15:00;60;54;13;26;0;42;12;2;5;0;0
2020-07-06 20:30:00;40;39;15;24;0;51;15;0;5;0;0
2020-07-06 20:45:00;44;25;5;20;0;49;11;0;0;0;0
2020-07-06 21:00:00;45;34;9;20;0;106;11;0;0;0;0
2020-07-06 21:15:00;40;36;7;19;0;113;14;0;0;0;0
2020-07-06 21:30:00;51;32;8;32;0;51;13;0;0;0;0
2020-07-06 21:45:00;89;91;9;46;0;26;14;0;0;0;0
2020-07-06 22:00:00;135;134;14;35;0;28;8;0;0;0;0
2020-07-06 22:15:00;72;77;7;25;0;28;11;0;0;0;0
2020-07-06 22:30:00;38;25;7;8;0;26;6;8;0;0;0
2020-07-06 22:45:00;24;16;4;9;0;13;6;0;0;0;0
2020-07-06 23:00:00;27;15;9;3;0;15;4;0;0;0;0
2020-07-06 23:15:00;20;8;2;2;0;8;5;0;0;0;0
2020-07-06 23:30:00;13;8;2;1;0;8;1;0;0;0;0
2020-07-06 23:45:00;10;3;1;3;0;12;6;0;0;0;0
