DATUM;1(DA1);2(DB1);3(DC1);4(DC11);5(TAFGB);23(TAFBB);24(TAFBC)
2020-12-08 00:00:00;5;4;0;0;0;0;0
2020-12-08 00:15:00;11;7;0;0;0;0;0
2020-12-08 00:30:00;4;7;0;0;0;0;0
2020-12-08 00:45:00;6;4;0;0;0;0;0
2020-12-08 01:00:00;6;4;0;0;0;0;0
2020-12-08 01:15:00;5;6;0;0;0;0;0
2020-12-08 01:30:00;4;5;0;0;0;0;0
2020-12-08 01:45:00;8;7;1;1;0;0;0
2020-12-08 02:00:00;7;2;0;0;0;0;0
2020-12-08 02:15:00;2;2;0;0;0;0;0
2020-12-08 02:30:00;2;9;0;0;0;0;0
2020-12-08 02:45:00;4;10;1;1;0;0;0
2020-12-08 03:00:00;3;6;0;0;0;0;0
2020-12-08 03:15:00;5;4;0;0;0;0;0
2020-12-08 03:30:00;4;3;0;0;0;0;0
2020-12-08 03:45:00;10;6;0;0;0;0;0
2020-12-08 04:00:00;7;4;0;0;0;0;0
2020-12-08 04:15:00;3;6;0;0;0;0;0
2020-12-08 04:30:00;10;6;0;0;0;0;0
2020-12-08 04:45:00;21;17;0;0;0;0;0
2020-12-08 05:00:00;26;20;0;0;0;0;0
2020-12-08 05:15:00;53;41;3;3;0;0;0
2020-12-08 05:30:00;87;51;4;4;0;0;0
2020-12-08 05:45:00;80;72;0;0;0;0;0
2020-12-08 06:00:00;78;71;2;2;0;0;0
2020-12-08 06:15:00;97;126;3;3;0;0;0
2020-12-08 06:30:00;138;114;4;4;0;0;0
2020-12-08 06:45:00;189;145;11;11;1;0;0
2020-12-08 07:00:00;166;138;7;7;6;0;0
2020-12-08 07:15:00;198;205;11;11;16;0;0
2020-12-08 07:30:00;217;265;18;18;18;0;0
2020-12-08 07:45:00;198;158;13;13;7;0;0
2020-12-08 08:00:00;214;157;6;6;7;0;0
2020-12-08 08:15:00;171;157;11;11;3;0;0
2020-12-08 08:30:00;193;163;6;6;2;0;0
2020-12-08 08:45:00;214;139;3;3;3;0;0
2020-12-08 09:00:00;169;154;8;8;0;0;0
2020-12-08 09:15:00;192;155;9;9;5;0;0
2020-12-08 09:30:00;200;175;7;7;0;0;0
2020-12-08 09:45:00;204;150;9;9;0;0;0
2020-12-08 10:00:00;192;140;11;11;4;0;0
2020-12-08 10:15:00;220;190;4;4;1;0;0
2020-12-08 10:30:00;170;181;6;6;13;0;0
2020-12-08 10:45:00;213;192;12;12;0;0;0
2020-12-08 11:00:00;231;176;6;6;1;0;0
2020-12-08 11:15:00;228;191;13;13;2;0;0
2020-12-08 11:30:00;195;181;8;8;1;0;0
2020-12-08 11:45:00;193;189;8;8;3;0;0
2020-12-08 12:00:00;174;191;9;9;7;0;0
2020-12-08 12:15:00;187;178;9;9;8;0;0
2020-12-08 12:30:00;197;188;7;7;0;0;0
2020-12-08 12:45:00;207;203;7;7;1;0;0
2020-12-08 13:00:00;207;190;11;11;17;0;0
2020-12-08 13:15:00;223;175;7;7;21;0;0
2020-12-08 13:30:00;158;149;10;10;0;0;0
2020-12-08 13:45:00;222;194;7;7;27;0;0
2020-12-08 14:00:00;198;179;4;4;40;0;0
2020-12-08 14:15:00;201;192;10;10;2;0;0
2020-12-08 14:30:00;212;178;6;6;0;0;0
2020-12-08 14:45:00;210;189;9;9;25;0;0
2020-12-08 15:00:00;206;200;7;7;6;0;0
2020-12-08 15:15:00;219;206;10;10;2;0;0
2020-12-08 15:30:00;207;224;12;12;4;0;0
2020-12-08 15:45:00;234;235;6;6;12;0;0
2020-12-08 16:00:00;242;234;9;9;30;0;0
2020-12-08 16:15:00;231;210;8;8;40;0;0
2020-12-08 16:30:00;234;213;5;5;3;0;0
2020-12-08 16:45:00;223;219;9;9;3;0;0
2020-12-08 17:00:00;207;195;12;12;1;0;0
2020-12-08 17:15:00;214;219;6;6;0;0;0
2020-12-08 17:30:00;195;170;11;11;0;0;0
2020-12-08 17:45:00;206;165;7;7;6;0;0
2020-12-08 18:00:00;166;175;10;10;10;0;0
2020-12-08 18:15:00;179;144;5;5;9;0;0
2020-12-08 18:30:00;135;155;6;6;36;0;0
2020-12-08 18:45:00;134;138;6;6;0;0;0
2020-12-08 19:00:00;111;138;7;7;0;0;0
2020-12-08 19:15:00;110;124;3;3;0;0;0
2020-12-08 19:30:00;104;117;2;2;0;0;0
2020-12-08 19:45:00;87;103;2;2;0;0;0
2020-12-08 20:00:00;66;91;6;6;8;0;0
2020-12-08 20:15:00;60;69;6;6;0;0;0
2020-12-08 20:30:00;52;56;2;2;0;0;0
2020-12-08 20:45:00;57;44;2;2;0;0;0
2020-12-08 21:00:00;63;41;1;1;0;0;0
2020-12-08 21:15:00;55;32;2;2;0;0;0
2020-12-08 21:30:00;49;29;1;1;0;0;0
2020-12-08 21:45:00;37;33;0;0;0;0;0
2020-12-08 22:00:00;26;56;3;3;0;0;0
2020-12-08 22:15:00;29;26;2;2;0;0;0
2020-12-08 22:30:00;29;25;0;0;0;0;0
2020-12-08 22:45:00;28;22;2;2;0;0;0
2020-12-08 23:00:00;20;23;0;0;0;0;0
2020-12-08 23:15:00;15;10;0;0;0;0;0
2020-12-08 23:30:00;12;9;0;0;0;0;0
