DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DC5);10(DD1);11(TAFGAC)
2020-09-25 00:00:00;7;8;0;0;11;14;0;0;11;0;0
2020-09-25 00:15:00;5;9;0;1;11;12;0;0;12;0;0
2020-09-25 00:30:00;7;9;1;2;7;7;1;0;7;0;0
2020-09-25 00:45:00;3;7;2;0;9;8;0;0;8;0;0
2020-09-25 01:00:00;5;8;0;0;13;8;0;0;9;0;0
2020-09-25 01:15:00;3;7;0;0;6;3;0;0;5;0;0
2020-09-25 01:30:00;4;7;1;0;7;2;0;0;2;0;0
2020-09-25 01:45:00;5;7;0;0;5;3;0;0;2;0;0
2020-09-25 02:00:00;6;4;2;0;6;4;0;0;6;0;0
2020-09-25 02:15:00;10;12;0;0;5;5;0;0;5;0;0
2020-09-25 02:30:00;7;9;0;0;3;3;0;0;4;0;0
2020-09-25 02:45:00;7;6;0;0;4;2;1;0;4;0;0
2020-09-25 03:00:00;9;10;1;0;9;11;0;0;15;0;0
2020-09-25 03:15:00;4;6;1;1;9;3;0;0;4;0;0
2020-09-25 03:30:00;6;12;1;1;12;5;0;0;5;0;0
2020-09-25 03:45:00;6;7;0;0;7;5;1;0;8;0;0
2020-09-25 04:00:00;9;12;0;2;7;5;0;0;5;0;0
2020-09-25 04:15:00;10;9;0;1;6;8;1;0;7;0;0
2020-09-25 04:30:00;17;14;0;0;9;5;3;0;7;0;0
2020-09-25 04:45:00;15;14;2;0;12;6;0;0;8;0;0
2020-09-25 05:00:00;26;21;4;0;42;19;1;0;24;0;0
2020-09-25 05:15:00;28;27;3;0;34;15;3;0;20;0;0
2020-09-25 05:30:00;63;66;5;2;36;21;3;0;24;0;0
2020-09-25 05:45:00;56;66;6;2;44;33;2;0;40;0;0
2020-09-25 06:00:00;72;87;13;8;66;39;0;0;41;0;0
2020-09-25 06:15:00;62;94;32;6;74;40;2;0;43;0;0
2020-09-25 06:30:00;78;106;27;14;115;78;2;0;78;0;17
2020-09-25 06:45:00;80;112;22;8;95;93;3;0;103;0;14
2020-09-25 07:00:00;67;79;10;4;103;110;7;0;119;2;5
2020-09-25 07:15:00;86;100;8;5;137;167;6;0;160;3;1
2020-09-25 07:30:00;10;14;3;6;28;27;1;0;26;1;0
2020-09-25 07:45:00;
2020-09-25 08:00:00;
2020-09-25 08:15:00;
2020-09-25 08:30:00;
2020-09-25 08:45:00;
2020-09-25 09:00:00;
2020-09-25 09:15:00;101;120;10;7;86;82;12;0;92;10;0
2020-09-25 09:30:00;82;108;12;10;83;88;6;0;91;5;1
2020-09-25 09:45:00;84;98;10;6;91;94;13;0;107;7;2
2020-09-25 10:00:00;97;99;12;9;90;75;7;0;74;9;0
2020-09-25 10:15:00;105;108;11;11;82;93;9;0;98;5;5
2020-09-25 10:30:00;86;114;11;18;88;104;8;0;102;9;5
2020-09-25 10:45:00;110;115;8;23;104;103;10;0;104;4;5
2020-09-25 11:00:00;108;113;18;49;90;102;6;0;106;7;16
2020-09-25 11:15:00;87;105;6;46;97;92;6;0;108;5;4
2020-09-25 11:30:00;68;86;6;56;88;92;12;0;98;6;24
2020-09-25 11:45:00;93;121;15;46;90;100;4;0;94;6;16
2020-09-25 12:00:00;102;131;18;40;104;110;9;0;122;4;3
2020-09-25 12:15:00;94;132;12;23;101;108;13;0;125;7;8
2020-09-25 12:30:00;82;123;10;28;113;118;11;0;134;5;4
2020-09-25 12:45:00;117;143;15;13;98;121;7;0;120;6;5
2020-09-25 13:00:00;102;158;12;12;98;88;6;0;92;6;2
2020-09-25 13:15:00;119;166;13;12;104;122;7;0;131;4;0
2020-09-25 13:30:00;98;152;10;10;94;104;7;0;100;8;4
2020-09-25 13:45:00;97;126;12;8;101;118;9;0;123;9;1
2020-09-25 14:00:00;110;130;4;9;95;101;9;0;109;4;2
2020-09-25 14:15:00;116;147;13;5;120;114;10;0;116;10;13
2020-09-25 14:30:00;116;139;12;7;108;113;8;0;120;10;1
2020-09-25 14:45:00;112;148;12;3;117;121;7;0;129;12;3
2020-09-25 15:00:00;103;148;14;5;110;124;3;0;124;4;5
2020-09-25 15:15:00;111;127;15;8;113;128;11;0;123;7;0
2020-09-25 15:30:00;101;144;13;8;103;132;8;0;129;11;3
2020-09-25 15:45:00;57;188;18;4;113;122;8;0;122;8;3
2020-09-25 16:00:00;77;192;21;4;106;114;6;0;121;8;0
2020-09-25 16:15:00;115;138;18;3;112;122;18;0;115;11;3
2020-09-25 16:30:00;126;134;11;1;128;119;5;0;132;11;10
2020-09-25 16:45:00;88;117;12;4;133;144;3;0;149;9;3
2020-09-25 17:00:00;109;134;5;4;115;119;7;0;128;11;0
2020-09-25 17:15:00;89;126;11;2;108;125;6;0;125;7;7
2020-09-25 17:30:00;94;120;8;3;99;98;5;0;105;7;3
2020-09-25 17:45:00;70;111;3;3;97;104;4;0;111;4;2
2020-09-25 18:00:00;85;104;10;5;118;125;5;0;125;1;0
2020-09-25 18:15:00;73;107;5;2;97;98;7;0;103;0;2
2020-09-25 18:30:00;68;90;8;0;103;81;0;0;83;1;3
2020-09-25 18:45:00;71;99;11;2;88;99;3;0;98;3;11
2020-09-25 19:00:00;55;69;5;1;84;80;2;0;88;1;10
2020-09-25 19:15:00;58;67;8;1;81;57;1;0;56;0;0
2020-09-25 19:30:00;45;67;7;1;61;62;0;0;67;0;0
2020-09-25 19:45:00;48;58;4;2;68;65;0;0;72;0;0
2020-09-25 20:00:00;51;48;5;1;62;58;0;0;61;0;0
2020-09-25 20:15:00;38;47;5;1;53;54;2;0;61;0;0
2020-09-25 20:30:00;45;48;3;2;56;49;5;0;47;1;0
2020-09-25 20:45:00;30;36;0;1;50;36;1;0;37;0;0
2020-09-25 21:00:00;37;38;3;0;48;37;5;0;42;0;0
2020-09-25 21:15:00;33;32;1;0;44;41;4;0;41;0;0
2020-09-25 21:30:00;35;44;2;6;35;33;1;0;34;0;0
2020-09-25 21:45:00;29;32;1;7;33;25;1;0;27;0;0
2020-09-25 22:00:00;41;38;3;1;44;32;0;0;32;0;0
2020-09-25 22:15:00;35;38;2;0;35;32;2;0;35;0;0
2020-09-25 22:30:00;35;37;1;3;32;25;1;0;27;0;0
2020-09-25 22:45:00;21;27;0;0;21;20;0;0;23;0;0
2020-09-25 23:00:00;24;24;0;0;29;19;2;0;17;0;0
2020-09-25 23:15:00;23;23;1;0;26;19;0;0;21;0;0
2020-09-25 23:30:00;16;18;3;0;27;27;3;0;25;0;0
2020-09-25 23:45:00;21;18;1;0;28;20;2;0;22;0;0
