DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DBL3);6(DC1)
2020-10-04 00:00:00;35;16;16;29;3;4
2020-10-04 00:15:00;37;14;12;24;4;4
2020-10-04 00:30:00;31;16;13;23;3;9
2020-10-04 00:45:00;26;13;7;26;0;4
2020-10-04 01:00:00;33;13;12;17;2;9
2020-10-04 01:15:00;17;2;11;15;2;3
2020-10-04 01:30:00;18;6;6;12;1;3
2020-10-04 01:45:00;16;8;11;15;2;0
2020-10-04 02:00:00;14;5;6;13;1;2
2020-10-04 02:15:00;15;5;8;9;1;0
2020-10-04 02:30:00;12;2;5;13;0;2
2020-10-04 02:45:00;5;6;2;8;0;2
2020-10-04 03:00:00;9;5;1;4;0;2
2020-10-04 03:15:00;10;3;2;10;0;0
2020-10-04 03:30:00;3;4;3;6;0;2
2020-10-04 03:45:00;6;0;1;6;0;1
2020-10-04 04:00:00;10;4;2;10;0;2
2020-10-04 04:15:00;4;0;5;8;1;1
2020-10-04 04:30:00;7;3;3;3;0;0
2020-10-04 04:45:00;8;0;3;4;1;4
2020-10-04 05:00:00;8;1;4;7;0;3
2020-10-04 05:15:00;14;7;1;4;0;2
2020-10-04 05:30:00;18;5;5;9;1;3
2020-10-04 05:45:00;14;4;2;7;1;2
2020-10-04 06:00:00;9;5;5;10;2;1
2020-10-04 06:15:00;10;3;2;12;0;4
2020-10-04 06:30:00;9;0;4;11;1;3
2020-10-04 06:45:00;9;5;9;14;2;1
2020-10-04 07:00:00;12;6;8;8;2;2
2020-10-04 07:15:00;13;5;7;7;2;7
2020-10-04 07:30:00;23;7;8;18;0;7
2020-10-04 07:45:00;19;6;7;12;0;3
2020-10-04 08:00:00;19;5;14;25;1;10
2020-10-04 08:15:00;31;12;16;24;0;9
2020-10-04 08:30:00;40;10;22;30;1;6
2020-10-04 08:45:00;40;26;20;33;1;13
2020-10-04 09:00:00;50;26;25;37;4;9
2020-10-04 09:15:00;58;22;25;42;3;6
2020-10-04 09:30:00;62;32;39;45;1;16
2020-10-04 09:45:00;65;36;47;41;4;15
2020-10-04 10:00:00;86;55;40;63;6;13
2020-10-04 10:15:00;74;43;53;58;3;17
2020-10-04 10:30:00;86;41;43;63;6;10
2020-10-04 10:45:00;97;43;44;67;2;9
2020-10-04 11:00:00;91;45;49;68;5;20
2020-10-04 11:15:00;105;70;49;80;7;16
2020-10-04 11:30:00;100;59;50;82;5;15
2020-10-04 11:45:00;96;58;53;70;3;21
2020-10-04 12:00:00;85;63;50;90;6;17
2020-10-04 12:15:00;110;60;90;88;5;16
2020-10-04 12:30:00;109;57;49;79;5;13
2020-10-04 12:45:00;127;61;58;84;6;21
2020-10-04 13:00:00;103;61;63;73;2;20
2020-10-04 13:15:00;117;56;48;80;5;20
2020-10-04 13:30:00;110;73;59;104;2;22
2020-10-04 13:45:00;114;80;75;104;3;27
2020-10-04 14:00:00;115;73;62;65;6;27
2020-10-04 14:15:00;129;84;77;100;2;23
2020-10-04 14:30:00;121;75;80;101;5;17
2020-10-04 14:45:00;121;80;96;102;6;20
2020-10-04 15:00:00;112;65;70;97;8;23
2020-10-04 15:15:00;103;69;69;78;8;18
2020-10-04 15:30:00;105;65;73;77;8;11
2020-10-04 15:45:00;110;75;59;88;4;21
2020-10-04 16:00:00;121;67;80;99;5;14
2020-10-04 16:15:00;96;73;62;107;7;12
2020-10-04 16:30:00;118;73;72;91;9;11
2020-10-04 16:45:00;111;63;83;100;6;16
2020-10-04 17:00:00;122;74;75;118;9;19
2020-10-04 17:15:00;105;77;89;95;7;19
2020-10-04 17:30:00;119;86;93;96;6;27
2020-10-04 17:45:00;129;88;75;121;7;22
2020-10-04 18:00:00;115;94;62;101;8;20
2020-10-04 18:15:00;104;72;67;98;11;16
2020-10-04 18:30:00;106;61;58;82;5;15
2020-10-04 18:45:00;104;70;67;93;3;17
2020-10-04 19:00:00;99;71;57;99;6;14
2020-10-04 19:15:00;93;67;51;73;4;11
2020-10-04 19:30:00;86;48;38;82;6;10
2020-10-04 19:45:00;88;52;43;80;1;11
2020-10-04 20:00:00;81;55;46;74;4;9
2020-10-04 20:15:00;66;35;32;61;6;12
2020-10-04 20:30:00;65;40;39;48;5;11
2020-10-04 20:45:00;56;34;33;57;3;8
2020-10-04 21:00:00;62;33;39;42;2;8
2020-10-04 21:15:00;58;29;28;48;5;9
2020-10-04 21:30:00;52;23;21;39;3;6
2020-10-04 21:45:00;54;24;20;32;3;5
2020-10-04 22:00:00;33;20;12;25;4;6
2020-10-04 22:15:00;39;19;19;20;2;2
2020-10-04 22:30:00;33;11;15;31;1;5
2020-10-04 22:45:00;26;13;17;19;2;2
2020-10-04 23:00:00;19;6;14;18;2;4
2020-10-04 23:15:00;12;2;7;15;2;3
2020-10-04 23:30:00;10;7;8;15;1;2
2020-10-04 23:45:00;18;8;5;11;1;2
