DATUM;1(DA1);2(DA2);3(DAL1);4(DB1);5(DB2);6(DC1);7(DC2);8(DCL1);9(DD1);10(DD2);11(DD3)
2020-04-26 00:00:00;9;4;1;3;1;3;7;2;1;3;2
2020-04-26 00:15:00;4;4;1;5;3;6;8;1;1;5;3
2020-04-26 00:30:00;5;6;0;3;1;4;3;1;0;0;0
2020-04-26 00:45:00;9;7;2;2;1;8;5;2;3;5;1
2020-04-26 01:00:00;7;4;0;2;1;4;10;5;2;1;0
2020-04-26 01:15:00;5;4;0;2;0;5;6;0;2;3;1
2020-04-26 01:30:00;2;7;2;4;2;3;5;1;0;2;1
2020-04-26 01:45:00;7;3;0;1;0;5;6;2;0;1;0
2020-04-26 02:00:00;5;2;0;0;0;1;2;1;1;0;0
2020-04-26 02:15:00;4;1;0;0;0;1;1;0;1;1;0
2020-04-26 02:30:00;1;0;0;0;1;1;5;2;2;2;0
2020-04-26 02:45:00;2;2;0;1;1;2;2;0;0;0;0
2020-04-26 03:00:00;3;2;0;0;0;2;1;0;0;0;0
2020-04-26 03:15:00;4;4;0;0;1;0;0;0;0;1;0
2020-04-26 03:30:00;2;0;0;1;0;0;1;0;0;0;0
2020-04-26 03:45:00;1;0;0;0;0;4;2;0;0;1;0
2020-04-26 04:00:00;3;2;0;1;0;0;1;0;0;0;0
2020-04-26 04:15:00;2;5;1;0;0;1;1;1;0;0;0
2020-04-26 04:30:00;4;2;1;0;0;1;1;0;1;3;2
2020-04-26 04:45:00;2;1;0;1;1;3;1;0;0;0;0
2020-04-26 05:00:00;7;6;0;2;1;1;3;0;1;1;0
2020-04-26 05:15:00;5;3;1;0;0;4;1;1;1;0;0
2020-04-26 05:30:00;3;2;1;2;4;6;3;0;2;3;1
2020-04-26 05:45:00;7;6;0;4;1;9;11;4;1;4;1
2020-04-26 06:00:00;7;6;1;3;2;3;2;0;1;2;0
2020-04-26 06:15:00;6;8;2;1;3;8;3;0;0;2;0
2020-04-26 06:30:00;10;8;2;5;2;4;4;0;1;1;0
2020-04-26 06:45:00;5;6;3;5;1;7;0;0;1;1;0
2020-04-26 07:00:00;5;3;2;3;2;2;3;2;1;3;0
2020-04-26 07:15:00;13;8;2;7;2;5;1;0;1;2;0
2020-04-26 07:30:00;9;7;3;6;0;4;5;1;6;8;4
2020-04-26 07:45:00;7;4;4;6;2;9;3;1;2;7;4
2020-04-26 08:00:00;8;4;3;7;1;3;1;1;2;5;1
2020-04-26 08:15:00;10;3;2;6;1;6;3;2;0;7;2
2020-04-26 08:30:00;13;2;3;11;6;9;1;4;7;6;1
2020-04-26 08:45:00;10;4;1;10;4;9;2;3;3;8;2
2020-04-26 09:00:00;17;12;2;13;5;13;6;2;6;13;7
2020-04-26 09:15:00;21;11;3;13;4;19;5;9;6;18;7
2020-04-26 09:30:00;16;11;5;23;7;22;9;8;5;15;2
2020-04-26 09:45:00;19;16;5;14;7;15;4;4;7;14;3
2020-04-26 10:00:00;20;17;10;10;5;17;7;1;11;21;7
2020-04-26 10:15:00;18;20;8;16;7;14;12;6;6;10;3
2020-04-26 10:30:00;29;17;6;28;7;20;13;6;7;23;10
2020-04-26 10:45:00;23;17;11;25;7;23;12;7;11;20;8
2020-04-26 11:00:00;34;28;11;21;19;23;9;4;12;16;3
2020-04-26 11:15:00;19;19;10;19;9;27;16;7;8;18;8
2020-04-26 11:30:00;28;23;4;16;7;21;11;5;10;26;6
2020-04-26 11:45:00;31;20;8;28;9;24;11;2;10;24;4
2020-04-26 12:00:00;32;25;16;26;12;22;21;5;9;30;8
2020-04-26 12:15:00;34;26;10;29;9;23;16;7;5;19;6
2020-04-26 12:30:00;31;27;10;21;11;25;19;4;8;29;6
2020-04-26 12:45:00;33;27;11;23;13;24;22;6;6;24;8
2020-04-26 13:00:00;38;26;6;22;9;30;22;9;12;32;15
2020-04-26 13:15:00;36;26;10;17;13;25;15;5;12;21;7
2020-04-26 13:30:00;33;32;8;51;7;36;22;8;9;24;13
2020-04-26 13:45:00;37;29;17;19;8;34;21;9;16;23;13
2020-04-26 14:00:00;31;33;15;22;10;26;12;6;12;16;5
2020-04-26 14:15:00;48;40;16;27;8;28;16;6;6;17;1
2020-04-26 14:30:00;42;36;12;24;17;31;15;3;6;28;12
2020-04-26 14:45:00;38;38;15;20;7;31;23;9;12;17;3
2020-04-26 15:00:00;34;34;13;20;12;31;17;8;11;26;7
2020-04-26 15:15:00;35;23;18;24;15;35;22;12;8;23;6
2020-04-26 15:30:00;43;39;14;27;11;38;19;9;12;31;9
2020-04-26 15:45:00;44;38;10;23;11;40;30;5;8;18;3
2020-04-26 16:00:00;37;25;13;21;11;33;20;6;9;26;6
2020-04-26 16:15:00;29;22;13;19;10;35;15;6;11;24;6
2020-04-26 16:30:00;41;33;9;38;14;33;15;3;8;30;16
2020-04-26 16:45:00;46;34;9;33;9;29;19;9;9;26;10
2020-04-26 17:00:00;37;30;15;29;13;34;21;9;12;25;10
2020-04-26 17:15:00;43;33;21;25;10;35;18;10;12;29;8
2020-04-26 17:30:00;39;32;12;62;9;42;26;7;11;31;9
2020-04-26 17:45:00;45;38;11;35;12;39;24;9;10;34;14
2020-04-26 18:00:00;35;34;11;21;12;44;21;4;11;25;7
2020-04-26 18:15:00;43;29;15;21;8;40;32;9;9;23;10
2020-04-26 18:30:00;34;19;12;27;12;47;21;7;7;24;6
2020-04-26 18:45:00;31;22;12;32;13;39;28;10;7;36;13
2020-04-26 19:00:00;38;30;14;21;7;42;28;1;10;25;8
