DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(TAFGB);10(TAFBB)
2019-09-11 00:00:00;2;3;1;1;0;0;1;1;0;0
2019-09-11 00:15:00;2;5;5;5;1;0;2;1;0;0
2019-09-11 00:30:00;0;3;4;0;0;0;0;1;0;0
2019-09-11 00:45:00;3;5;4;1;0;0;1;1;0;0
2019-09-11 01:00:00;2;2;1;0;0;0;1;2;0;0
2019-09-11 01:15:00;0;2;2;0;0;0;1;0;0;0
2019-09-11 01:30:00;0;1;0;0;0;1;1;0;0;0
2019-09-11 01:45:00;2;3;1;1;0;0;1;0;0;0
2019-09-11 02:00:00;0;0;0;0;0;0;0;1;0;0
2019-09-11 02:15:00;2;3;1;1;1;1;0;0;0;0
2019-09-11 02:30:00;2;4;6;3;1;0;0;1;0;0
2019-09-11 02:45:00;2;2;1;2;0;0;1;1;0;0
2019-09-11 03:00:00;1;1;0;0;0;0;0;0;0;0
2019-09-11 03:15:00;1;1;1;1;0;0;0;0;0;0
2019-09-11 03:30:00;1;3;0;0;1;1;1;1;0;0
2019-09-11 03:45:00;8;9;4;3;2;1;1;2;0;0
2019-09-11 04:00:00;6;6;2;0;2;1;0;0;0;0
2019-09-11 04:15:00;9;6;3;4;3;0;0;0;0;0
2019-09-11 04:30:00;7;7;7;0;0;0;0;4;0;0
2019-09-11 04:45:00;24;10;18;1;1;0;0;1;0;0
2019-09-11 05:00:00;57;12;71;1;3;1;2;1;0;0
2019-09-11 05:15:00;102;11;133;8;0;3;6;5;0;0
2019-09-11 05:30:00;183;22;150;9;2;9;16;15;0;0
2019-09-11 05:45:00;116;37;86;12;19;2;88;58;0;0
2019-09-11 06:00:00;66;43;60;8;65;3;128;88;1;0
2019-09-11 06:15:00;56;31;97;11;14;1;44;29;1;0
2019-09-11 06:30:00;87;46;130;7;8;3;14;9;0;0
2019-09-11 06:45:00;92;49;127;8;1;2;6;7;0;0
2019-09-11 07:00:00;63;28;113;6;4;2;3;6;1;0
2019-09-11 07:15:00;70;42;93;5;4;3;6;6;7;0
2019-09-11 07:30:00;77;64;154;7;9;5;7;10;4;13
2019-09-11 07:45:00;68;63;142;12;3;2;11;9;0;0
2019-09-11 08:00:00;81;55;150;10;3;3;9;8;1;0
2019-09-11 08:15:00;82;49;116;5;3;3;9;10;0;1
2019-09-11 08:30:00;73;50;92;5;8;7;15;5;0;0
2019-09-11 08:45:00;52;52;75;9;4;4;9;11;0;0
2019-09-11 09:00:00;45;44;48;5;2;4;10;9;0;0
2019-09-11 09:15:00;35;39;48;6;5;3;10;8;0;0
2019-09-11 09:30:00;39;46;55;4;10;3;16;8;1;0
2019-09-11 09:45:00;29;46;50;7;4;6;17;13;0;0
2019-09-11 10:00:00;22;34;51;4;7;5;16;14;1;1
2019-09-11 10:15:00;36;35;57;6;6;2;8;12;0;0
2019-09-11 10:30:00;25;43;50;8;3;1;7;4;1;3
2019-09-11 10:45:00;27;53;96;3;3;0;14;9;0;1
2019-09-11 11:00:00;29;55;49;6;8;2;28;8;3;0
2019-09-11 11:15:00;36;43;87;5;7;4;11;10;3;26
2019-09-11 11:30:00;31;56;58;3;9;2;13;9;5;0
2019-09-11 11:45:00;31;63;71;6;9;1;20;23;2;0
2019-09-11 12:00:00;36;41;54;2;12;3;22;20;4;0
2019-09-11 12:15:00;46;46;63;13;13;5;13;30;1;1
2019-09-11 12:30:00;38;40;54;3;4;1;16;7;0;0
2019-09-11 12:45:00;38;47;82;5;7;4;21;16;2;0
2019-09-11 13:00:00;54;58;72;11;6;2;25;16;12;45
2019-09-11 13:15:00;106;49;97;13;8;6;18;13;3;7
2019-09-11 13:30:00;116;56;107;13;9;5;21;9;2;0
2019-09-11 13:45:00;73;42;108;11;14;6;30;18;0;0
2019-09-11 14:00:00;62;52;92;10;64;3;75;95;0;0
2019-09-11 14:15:00;42;63;58;6;65;2;168;82;2;3
2019-09-11 14:30:00;39;116;61;7;44;4;154;62;2;0
2019-09-11 14:45:00;34;81;61;13;21;4;42;29;3;12
2019-09-11 15:00:00;50;101;62;7;21;5;54;47;3;2
2019-09-11 15:15:00;32;93;67;8;18;6;56;45;0;0
2019-09-11 15:30:00;43;94;64;5;28;3;51;36;2;0
2019-09-11 15:45:00;46;78;76;4;17;4;52;31;1;24
2019-09-11 16:00:00;42;93;74;6;28;5;49;38;3;0
2019-09-11 16:15:00;39;75;49;8;12;3;46;25;3;2
2019-09-11 16:30:00;46;77;75;6;25;2;37;40;3;1
2019-09-11 16:45:00;39;71;84;7;17;1;33;28;1;0
2019-09-11 17:00:00;28;65;96;9;17;4;48;33;1;0
2019-09-11 17:15:00;37;82;66;10;21;5;35;22;7;6
2019-09-11 17:30:00;42;71;101;7;13;4;31;24;1;1
2019-09-11 17:45:00;35;58;69;4;12;4;30;23;8;3
2019-09-11 18:00:00;37;50;70;8;12;7;31;18;3;0
2019-09-11 18:15:00;43;52;66;8;8;3;28;19;0;0
2019-09-11 18:30:00;30;39;45;5;14;7;18;14;5;21
2019-09-11 18:45:00;31;39;57;6;8;4;12;15;9;1
2019-09-11 19:00:00;33;40;76;7;10;2;8;8;3;7
2019-09-11 19:15:00;28;36;59;6;6;3;9;11;0;0
2019-09-11 19:30:00;27;35;51;5;2;3;6;6;4;18
2019-09-11 19:45:00;25;31;49;4;7;2;2;10;4;8
2019-09-11 20:00:00;9;14;39;6;3;1;2;9;1;7
2019-09-11 20:15:00;20;24;32;0;4;0;4;9;2;10
2019-09-11 20:30:00;18;18;30;2;2;0;7;5;0;0
2019-09-11 20:45:00;33;23;46;2;6;2;8;7;0;0
2019-09-11 21:00:00;80;23;90;5;0;0;5;9;0;0
2019-09-11 21:15:00;117;21;104;1;0;2;3;7;0;0
2019-09-11 21:30:00;114;27;72;6;2;4;15;19;0;0
2019-09-11 21:45:00;49;31;20;13;35;4;50;41;0;0
2019-09-11 22:00:00;17;48;13;15;80;4;100;279;1;0
2019-09-11 22:15:00;9;19;12;5;44;0;16;22;0;0
2019-09-11 22:30:00;11;15;6;0;10;0;3;5;0;0
2019-09-11 22:45:00;6;6;13;1;0;0;0;2;0;0
2019-09-11 23:00:00;7;5;7;2;1;2;1;3;0;0
2019-09-11 23:15:00;3;7;8;2;2;1;2;3;0;0
2019-09-11 23:30:00;6;5;7;2;0;1;2;1;0;0
2019-09-11 23:45:00;3;4;4;1;0;0;0;3;0;0
