DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(TA);28(DD1)
2019-10-21 00:00:00;7;6;0;1;1;7;4;0;0
2019-10-21 00:15:00;5;5;0;0;0;10;4;0;0
2019-10-21 00:30:00;6;6;0;0;0;11;6;0;0
2019-10-21 00:45:00;5;5;0;0;0;9;7;0;0
2019-10-21 01:00:00;8;3;0;0;0;5;3;0;0
2019-10-21 01:15:00;2;10;1;0;0;7;9;0;0
2019-10-21 01:30:00;4;5;0;0;0;8;5;0;0
2019-10-21 01:45:00;8;3;0;0;0;5;1;0;0
2019-10-21 02:00:00;8;1;0;0;0;10;1;0;0
2019-10-21 02:15:00;7;1;0;0;0;1;0;0;0
2019-10-21 02:30:00;8;5;0;0;0;7;1;0;0
2019-10-21 02:45:00;12;3;0;0;0;12;5;0;0
2019-10-21 03:00:00;3;6;0;0;0;6;1;0;0
2019-10-21 03:15:00;5;2;0;0;0;9;3;0;0
2019-10-21 03:30:00;7;6;1;0;0;7;4;0;0
2019-10-21 03:45:00;3;1;0;0;0;6;3;0;0
2019-10-21 04:00:00;7;6;1;0;0;11;8;0;0
2019-10-21 04:15:00;12;6;1;0;0;13;5;0;0
2019-10-21 04:30:00;16;13;1;0;1;28;7;0;3
2019-10-21 04:45:00;40;17;0;0;0;63;26;0;0
2019-10-21 05:00:00;31;19;0;1;0;101;52;0;3
2019-10-21 05:15:00;50;45;1;0;3;189;147;0;3
2019-10-21 05:30:00;56;65;1;0;1;200;162;0;5
2019-10-21 05:45:00;66;68;2;0;2;207;153;0;0
2019-10-21 06:00:00;86;83;2;2;4;151;119;0;0
2019-10-21 06:15:00;83;89;11;0;5;235;182;0;9
2019-10-21 06:30:00;88;88;3;5;6;224;207;7;4
2019-10-21 06:45:00;90;102;7;2;15;215;236;32;6
2019-10-21 07:00:00;71;115;12;8;12;225;226;0;10
2019-10-21 07:15:00;86;99;7;8;18;208;224;6;14
2019-10-21 07:30:00;126;95;7;6;2;242;272;8;13
2019-10-21 07:45:00;134;124;13;14;9;219;238;3;7
2019-10-21 08:00:00;110;126;7;11;12;225;234;19;5
2019-10-21 08:15:00;92;101;10;17;13;213;234;25;6
2019-10-21 08:30:00;116;111;8;12;6;201;240;15;0
2019-10-21 08:45:00;102;108;5;14;18;191;241;3;5
2019-10-21 09:00:00;103;98;11;15;23;176;205;11;5
2019-10-21 09:15:00;99;104;19;22;19;120;182;12;2
2019-10-21 09:30:00;104;109;16;22;18;134;183;9;3
2019-10-21 09:45:00;122;108;12;29;23;123;155;9;1
2019-10-21 10:00:00;91;108;10;19;23;115;144;5;0
2019-10-21 10:15:00;123;112;14;29;21;142;187;5;0
2019-10-21 10:30:00;132;125;22;28;17;114;160;5;1
2019-10-21 10:45:00;115;117;19;31;19;132;156;3;0
2019-10-21 11:00:00;140;133;19;29;19;116;155;12;1
2019-10-21 11:15:00;141;140;16;29;19;112;173;12;0
2019-10-21 11:30:00;126;129;16;25;20;111;160;14;1
2019-10-21 11:45:00;132;139;7;31;14;106;140;1;1
2019-10-21 12:00:00;155;143;15;41;19;117;151;0;1
2019-10-21 12:15:00;154;135;12;26;21;123;184;35;0
2019-10-21 12:30:00;119;152;16;28;14;113;147;20;3
2019-10-21 12:45:00;134;155;21;30;28;118;174;6;1
2019-10-21 13:00:00;150;169;21;16;8;158;178;5;0
2019-10-21 13:15:00;139;159;15;21;19;168;186;40;2
2019-10-21 13:30:00;138;162;12;24;17;197;215;47;0
2019-10-21 13:45:00;159;173;11;27;20;180;202;20;4
2019-10-21 14:00:00;207;184;21;14;12;156;180;57;0
2019-10-21 14:15:00;272;268;20;27;17;131;152;16;1
2019-10-21 14:30:00;272;281;17;26;17;121;143;21;3
2019-10-21 14:45:00;222;219;14;20;18;124;134;11;0
2019-10-21 15:00:00;214;228;17;29;23;114;163;30;2
2019-10-21 15:15:00;201;216;12;18;11;103;140;6;0
2019-10-21 15:30:00;231;256;16;36;16;118;175;7;3
2019-10-21 15:45:00;241;266;14;24;18;118;169;7;1
2019-10-21 16:00:00;279;246;26;33;17;117;165;35;1
2019-10-21 16:15:00;281;213;27;17;25;132;199;2;3
2019-10-21 16:30:00;254;217;18;36;19;131;160;11;2
2019-10-21 16:45:00;258;246;19;32;18;122;151;22;2
2019-10-21 17:00:00;251;234;13;48;13;132;173;17;0
2019-10-21 17:15:00;267;226;18;36;22;122;193;15;2
