DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DC3);7(DF1);8(DH1);9(DH2);10(DH3);11(DH4)
2019-11-28 00:00:00;0;0;0;6;2;1;5;7;12;1;2
2019-11-28 00:15:00;0;2;0;9;11;5;3;7;6;1;1
2019-11-28 00:30:00;1;6;0;5;2;1;0;3;4;3;3
2019-11-28 00:45:00;2;1;0;7;5;8;2;3;5;2;1
2019-11-28 01:00:00;1;0;0;3;3;1;2;4;5;2;2
2019-11-28 01:15:00;2;1;0;5;4;1;2;5;5;0;1
2019-11-28 01:30:00;0;1;0;6;4;0;1;3;4;2;2
2019-11-28 01:45:00;0;1;0;4;3;0;1;4;4;0;0
2019-11-28 02:00:00;1;0;0;5;4;0;2;3;3;0;0
2019-11-28 02:15:00;0;1;0;2;2;1;2;2;1;0;0
2019-11-28 02:30:00;0;0;0;3;0;1;0;2;0;0;0
2019-11-28 02:45:00;0;1;0;3;2;2;0;4;1;0;0
2019-11-28 03:00:00;1;1;0;4;2;5;0;0;2;1;1
2019-11-28 03:15:00;1;1;0;0;3;22;0;4;2;0;0
2019-11-28 03:30:00;1;0;0;1;2;135;4;1;1;0;0
2019-11-28 03:45:00;1;0;0;2;1;44;0;3;2;2;2
2019-11-28 04:00:00;0;2;0;6;3;7;1;3;2;1;1
2019-11-28 04:15:00;0;1;0;8;4;62;1;5;2;2;2
2019-11-28 04:30:00;0;2;0;4;3;1;0;6;7;3;3
2019-11-28 04:45:00;3;6;0;10;7;66;3;17;11;3;3
2019-11-28 05:00:00;1;7;0;14;9;26;5;21;22;7;5
2019-11-28 05:15:00;1;15;0;20;20;33;12;50;45;12;9
2019-11-28 05:30:00;5;20;1;15;10;23;5;56;63;17;14
2019-11-28 05:45:00;1;21;1;48;34;38;6;76;80;25;18
2019-11-28 06:00:00;4;15;12;49;35;69;10;46;46;8;6
2019-11-28 06:15:00;8;31;5;56;38;52;14;83;101;11;9
2019-11-28 06:30:00;6;41;8;62;46;62;15;113;136;31;24
2019-11-28 06:45:00;13;38;6;57;40;32;19;144;185;25;17
2019-11-28 07:00:00;9;44;6;68;57;58;29;143;177;28;16
2019-11-28 07:15:00;17;52;14;78;58;34;49;148;205;31;22
2019-11-28 07:30:00;13;52;2;76;44;13;60;139;168;16;17
2019-11-28 07:45:00;21;61;9;131;96;15;46;136;186;26;21
2019-11-28 08:00:00;24;59;3;109;66;69;39;129;167;34;21
2019-11-28 08:15:00;13;50;9;103;55;31;36;143;172;23;19
2019-11-28 08:30:00;8;34;4;95;57;53;32;106;131;13;9
2019-11-28 08:45:00;9;26;7;97;62;55;37;103;118;16;8
2019-11-28 09:00:00;5;31;2;90;59;71;29;87;97;8;8
2019-11-28 09:15:00;13;18;1;91;64;77;24;77;80;6;6
2019-11-28 09:30:00;16;44;2;88;61;136;22;87;89;10;8
2019-11-28 09:45:00;9;31;3;89;80;44;37;80;88;14;10
2019-11-28 10:00:00;11;19;1;89;49;18;35;76;74;15;12
2019-11-28 10:15:00;12;31;5;106;58;145;27;63;69;3;4
2019-11-28 10:30:00;10;24;5;87;74;65;32;74;76;13;12
2019-11-28 10:45:00;14;32;7;101;63;122;32;73;75;8;6
2019-11-28 11:00:00;9;21;4;90;76;11;31;73;68;7;7
2019-11-28 11:15:00;18;23;3;100;69;209;36;74;89;15;11
2019-11-28 11:30:00;12;29;1;100;73;94;39;58;58;8;11
2019-11-28 11:45:00;12;29;9;97;70;42;37;92;86;14;11
2019-11-28 12:00:00;9;33;5;121;83;17;41;81;72;11;12
2019-11-28 12:15:00;13;28;8;101;83;80;40;74;72;17;14
2019-11-28 12:30:00;19;32;6;111;93;59;48;81;92;13;6
2019-11-28 12:45:00;15;39;6;125;99;24;42;78;76;6;4
2019-11-28 13:00:00;18;26;5;130;122;26;44;94;88;13;11
2019-11-28 13:15:00;7;39;3;123;115;24;41;88;81;14;10
2019-11-28 13:30:00;8;28;2;105;89;19;33;99;88;16;14
2019-11-28 13:45:00;9;19;10;126;86;24;46;98;94;23;11
2019-11-28 14:00:00;18;22;4;147;111;39;36;73;75;15;16
2019-11-28 14:15:00;11;23;8;167;139;105;43;77;76;12;11
2019-11-28 14:30:00;12;23;3;156;139;33;43;83;92;15;16
2019-11-28 14:45:00;11;40;5;185;124;24;47;88;97;19;15
2019-11-28 15:00:00;16;29;9;181;134;49;40;87;90;20;19
2019-11-28 15:15:00;5;27;4;183;151;55;50;94;88;13;13
2019-11-28 15:30:00;14;26;6;203;147;133;45;93;90;19;20
2019-11-28 15:45:00;15;34;6;199;170;49;47;88;102;19;21
2019-11-28 16:00:00;34;46;7;225;187;48;62;90;93;8;7
2019-11-28 16:15:00;26;43;4;191;170;24;68;98;103;20;18
2019-11-28 16:30:00;18;29;11;218;171;115;59;80;87;15;16
2019-11-28 16:45:00;14;32;4;220;182;46;69;105;138;23;13
2019-11-28 17:00:00;19;31;7;201;157;15;56;132;114;28;25
2019-11-28 17:15:00;11;39;3;190;183;31;49;112;115;24;20
2019-11-28 17:30:00;17;33;4;176;145;48;77;96;98;22;16
2019-11-28 17:45:00;15;33;7;155;125;68;53;88;121;28;23
2019-11-28 18:00:00;13;25;7;158;124;18;46;74;98;11;12
2019-11-28 18:15:00;19;28;4;124;109;24;47;81;87;20;17
2019-11-28 18:30:00;11;19;5;118;88;25;42;66;93;13;8
2019-11-28 18:45:00;10;18;7;98;85;33;26;64;63;16;13
2019-11-28 19:00:00;15;25;3;88;75;23;37;59;74;25;19
2019-11-28 19:15:00;8;24;5;93;62;9;37;53;56;8;4
2019-11-28 19:30:00;10;23;5;72;64;49;31;46;42;10;8
2019-11-28 19:45:00;9;10;4;74;61;61;28;47;62;14;10
2019-11-28 20:00:00;6;10;2;83;65;20;26;49;49;8;6
2019-11-28 20:15:00;6;27;2;72;54;49;20;45;30;5;6
2019-11-28 20:30:00;5;14;5;68;45;39;27;36;34;5;4
2019-11-28 20:45:00;4;11;6;47;27;61;16;40;19;6;3
2019-11-28 21:00:00;5;11;0;50;40;38;22;29;29;8;7
2019-11-28 21:15:00;6;9;1;60;44;39;17;36;30;5;6
2019-11-28 21:30:00;4;19;1;50;41;9;15;37;26;7;4
2019-11-28 21:45:00;2;8;2;63;44;10;19;32;22;7;8
2019-11-28 22:00:00;6;8;0;62;57;17;23;21;26;8;8
2019-11-28 22:15:00;2;2;3;52;43;82;8;28;15;2;2
2019-11-28 22:30:00;2;4;3;33;32;7;8;19;14;1;2
2019-11-28 22:45:00;3;8;1;36;30;17;15;16;11;0;0
2019-11-28 23:00:00;3;5;3;43;25;12;11;14;15;4;4
2019-11-28 23:15:00;3;1;3;24;21;22;3;14;12;2;2
