DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(TAAC);22(TARDB);23(TARDD)
2019-11-23 00:00:00;10;1;1;40;5;0;0;0
2019-11-23 00:15:00;17;6;3;30;8;0;0;0
2019-11-23 00:30:00;14;3;2;34;2;0;0;0
2019-11-23 00:45:00;13;2;1;27;2;0;0;0
2019-11-23 01:00:00;8;6;2;24;7;0;0;0
2019-11-23 01:15:00;3;1;5;14;0;0;0;0
2019-11-23 01:30:00;7;0;0;15;0;0;0;0
2019-11-23 01:45:00;3;0;1;12;0;0;0;0
2019-11-23 02:00:00;7;1;0;19;1;0;0;0
2019-11-23 02:15:00;8;1;1;15;1;0;0;0
2019-11-23 02:30:00;5;2;2;21;1;0;0;0
2019-11-23 02:45:00;2;0;0;5;1;0;0;0
2019-11-23 03:00:00;2;0;2;6;0;0;0;0
2019-11-23 03:15:00;1;1;1;4;0;0;0;0
2019-11-23 03:30:00;5;0;0;8;0;0;0;0
2019-11-23 03:45:00;7;3;2;15;1;0;0;0
2019-11-23 04:00:00;5;2;1;9;0;0;0;0
2019-11-23 04:15:00;3;2;0;7;0;0;0;0
2019-11-23 04:30:00;5;1;1;5;0;0;0;0
2019-11-23 04:45:00;3;0;0;5;0;0;0;0
2019-11-23 05:00:00;9;1;0;19;1;0;0;0
2019-11-23 05:15:00;10;1;1;18;2;0;0;0
2019-11-23 05:30:00;10;6;2;26;1;0;0;0
2019-11-23 05:45:00;10;1;2;25;2;0;0;0
2019-11-23 06:00:00;10;4;6;18;1;0;0;0
2019-11-23 06:15:00;21;3;5;28;0;0;0;0
2019-11-23 06:30:00;20;4;6;38;1;0;0;0
2019-11-23 06:45:00;25;4;7;29;4;0;0;0
2019-11-23 07:00:00;31;10;8;45;3;0;0;0
2019-11-23 07:15:00;29;4;10;43;2;2;0;5
2019-11-23 07:30:00;41;8;17;64;4;0;0;0
2019-11-23 07:45:00;45;13;15;64;5;1;0;0
2019-11-23 08:00:00;34;10;8;53;10;0;0;0
2019-11-23 08:15:00;63;6;15;87;9;1;0;0
2019-11-23 08:30:00;81;16;17;98;18;5;0;0
2019-11-23 08:45:00;58;13;29;101;13;7;0;0
2019-11-23 09:00:00;50;16;14;100;11;5;0;0
2019-11-23 09:15:00;74;16;37;116;19;14;0;0
2019-11-23 09:30:00;89;14;27;114;20;6;0;0
2019-11-23 09:45:00;108;14;43;139;29;4;0;0
2019-11-23 10:00:00;84;19;46;142;33;3;0;0
2019-11-23 10:15:00;85;17;47;146;25;16;0;0
2019-11-23 10:30:00;95;23;35;150;25;1;0;0
2019-11-23 10:45:00;100;20;54;157;18;17;0;0
2019-11-23 11:00:00;105;20;52;161;36;5;0;0
2019-11-23 11:15:00;103;19;52;157;25;5;0;0
2019-11-23 11:30:00;105;19;42;157;24;8;0;0
2019-11-23 11:45:00;113;17;57;176;24;8;0;0
2019-11-23 12:00:00;91;24;46;155;37;11;0;13
2019-11-23 12:15:00;98;22;65;175;28;6;0;37
2019-11-23 12:30:00;99;17;54;164;22;15;0;0
2019-11-23 12:45:00;103;22;52;176;29;25;0;0
2019-11-23 13:00:00;109;24;57;177;37;5;0;0
2019-11-23 13:15:00;84;15;54;171;31;13;0;0
2019-11-23 13:30:00;97;19;37;177;28;7;0;4
2019-11-23 13:45:00;92;21;58;187;35;23;2;5
2019-11-23 14:00:00;100;20;72;170;22;0;0;0
2019-11-23 14:15:00;89;14;53;155;36;3;0;0
2019-11-23 14:30:00;107;20;62;162;31;9;0;0
2019-11-23 14:45:00;109;25;55;160;47;10;0;0
2019-11-23 15:00:00;98;13;54;159;30;23;0;0
2019-11-23 15:15:00;97;12;56;176;33;3;0;0
2019-11-23 15:30:00;86;10;59;163;46;0;0;0
2019-11-23 15:45:00;82;16;41;138;26;94;0;0
2019-11-23 16:00:00;80;12;35;136;25;21;0;0
2019-11-23 16:15:00;96;19;38;160;34;10;0;5
2019-11-23 16:30:00;80;18;48;140;38;9;0;0
2019-11-23 16:45:00;99;15;56;160;34;12;0;0
2019-11-23 17:00:00;101;25;34;173;25;7;0;0
2019-11-23 17:15:00;86;11;43;150;20;1;0;0
2019-11-23 17:30:00;94;12;34;167;15;7;0;0
2019-11-23 17:45:00;74;17;40;124;14;8;0;0
2019-11-23 18:00:00;71;16;58;154;10;0;0;0
2019-11-23 18:15:00;91;16;39;143;8;0;0;0
2019-11-23 18:30:00;94;16;37;158;7;4;0;0
2019-11-23 18:45:00;75;14;24;123;12;8;0;0
2019-11-23 19:00:00;68;12;26;116;7;1;0;0
2019-11-23 19:15:00;50;10;19;99;12;3;0;0
2019-11-23 19:30:00;52;10;10;99;12;16;0;0
2019-11-23 19:45:00;63;14;23;105;14;0;0;1
2019-11-23 20:00:00;46;7;24;85;4;0;0;0
2019-11-23 20:15:00;34;7;13;80;8;5;0;0
2019-11-23 20:30:00;47;6;11;87;6;14;0;0
2019-11-23 20:45:00;23;1;3;49;8;0;0;0
2019-11-23 21:00:00;21;6;8;49;0;0;0;0
2019-11-23 21:15:00;29;6;5;56;7;0;0;0
2019-11-23 21:30:00;24;4;9;47;3;0;0;0
2019-11-23 21:45:00;31;3;4;66;12;0;0;0
2019-11-23 22:00:00;19;8;5;49;9;0;0;0
2019-11-23 22:15:00;23;6;7;62;3;0;0;0
2019-11-23 22:30:00;18;4;5;52;4;0;0;0
2019-11-23 22:45:00;27;5;7;66;2;0;0;0
2019-11-23 23:00:00;15;2;8;50;3;0;0;0
2019-11-23 23:15:00;17;3;3;53;5;1;0;0
2019-11-23 23:30:00;16;3;5;36;3;0;0;0
2019-11-23 23:45:00;24;7;5;57;4;0;0;0
