DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2)
2019-09-09 00:00:00;5;10;1;3;0;6;9
2019-09-09 00:15:00;4;17;3;3;0;10;8
2019-09-09 00:30:00;5;13;2;2;1;2;5
2019-09-09 00:45:00;4;11;3;1;0;1;5
2019-09-09 01:00:00;3;9;1;1;2;5;7
2019-09-09 01:15:00;3;7;1;0;0;3;4
2019-09-09 01:30:00;2;5;2;0;0;2;6
2019-09-09 01:45:00;3;3;0;2;0;5;4
2019-09-09 02:00:00;4;10;0;1;0;4;2
2019-09-09 02:15:00;2;5;0;1;0;4;2
2019-09-09 02:30:00;3;1;0;1;0;2;2
2019-09-09 02:45:00;0;6;1;1;1;5;5
2019-09-09 03:00:00;1;3;0;2;0;4;6
2019-09-09 03:15:00;2;6;0;1;0;2;5
2019-09-09 03:30:00;2;7;0;2;1;5;4
2019-09-09 03:45:00;5;6;1;0;2;7;6
2019-09-09 04:00:00;4;7;0;7;4;6;12
2019-09-09 04:15:00;5;10;0;4;1;7;7
2019-09-09 04:30:00;6;19;3;5;2;8;16
2019-09-09 04:45:00;28;30;6;12;4;14;18
2019-09-09 05:00:00;48;67;9;8;6;22;27
2019-09-09 05:15:00;87;127;8;26;8;22;31
2019-09-09 05:30:00;121;127;20;24;20;24;34
2019-09-09 05:45:00;64;117;21;11;21;29;32
2019-09-09 06:00:00;65;112;15;31;21;30;37
2019-09-09 06:15:00;93;153;31;47;29;49;60
2019-09-09 06:30:00;164;213;38;72;37;62;79
2019-09-09 06:45:00;128;187;38;61;46;57;72
2019-09-09 07:00:00;141;209;56;93;50;81;85
2019-09-09 07:15:00;142;215;58;85;55;85;114
2019-09-09 07:30:00;150;195;67;109;56;85;96
2019-09-09 07:45:00;136;197;56;87;39;115;143
2019-09-09 08:00:00;123;199;49;82;40;82;90
2019-09-09 08:15:00;132;202;60;73;49;81;119
2019-09-09 08:30:00;120;192;57;71;43;81;107
2019-09-09 08:45:00;107;176;47;66;32;79;106
2019-09-09 09:00:00;100;184;51;66;29;82;110
2019-09-09 09:15:00;70;186;46;51;22;61;104
2019-09-09 09:30:00;82;192;60;67;31;82;116
2019-09-09 09:45:00;77;176;50;53;22;68;112
2019-09-09 10:00:00;83;191;53;49;20;78;97
2019-09-09 10:15:00;82;209;63;58;18;96;99
2019-09-09 10:30:00;90;195;45;69;29;115;122
2019-09-09 10:45:00;81;174;46;54;22;84;108
2019-09-09 11:00:00;99;210;58;48;16;112;129
2019-09-09 11:15:00;83;199;55;40;18;95;107
2019-09-09 11:30:00;68;209;60;56;15;109;132
2019-09-09 11:45:00;63;192;52;48;21;97;120
2019-09-09 12:00:00;65;202;54;54;14;101;123
2019-09-09 12:15:00;86;225;61;70;14;97;115
2019-09-09 12:30:00;90;216;70;58;20;109;129
2019-09-09 12:45:00;77;211;70;41;15;111;111
2019-09-09 13:00:00;139;225;78;61;12;106;107
2019-09-09 13:15:00;124;215;73;56;21;105;117
2019-09-09 13:30:00;155;213;69;78;22;120;129
2019-09-09 13:45:00;113;205;52;48;20;114;115
2019-09-09 14:00:00;102;208;60;58;21;114;137
2019-09-09 14:15:00;90;192;73;65;27;136;140
2019-09-09 14:30:00;97;203;77;70;17;165;183
2019-09-09 14:45:00;93;201;59;70;23;148;154
2019-09-09 15:00:00;122;222;68;47;29;142;157
2019-09-09 15:15:00;111;225;67;69;27;133;158
2019-09-09 15:30:00;127;205;76;69;30;136;154
2019-09-09 15:45:00;129;204;92;60;14;133;134
2019-09-09 16:00:00;126;208;99;62;27;153;156
2019-09-09 16:15:00;161;197;90;68;33;152;144
2019-09-09 16:30:00;139;228;86;69;35;145;136
2019-09-09 16:45:00;193;183;83;57;30;149;153
2019-09-09 17:00:00;192;199;105;73;26;134;146
2019-09-09 17:15:00;167;209;105;61;13;146;142
2019-09-09 17:30:00;132;205;79;62;25;140;138
2019-09-09 17:45:00;108;191;71;56;18;153;141
2019-09-09 18:00:00;113;218;82;56;19;126;132
2019-09-09 18:15:00;107;255;95;63;19;146;141
2019-09-09 18:30:00;91;217;66;53;10;136;143
2019-09-09 18:45:00;58;160;55;42;19;102;106
2019-09-09 19:00:00;73;206;71;44;14;107;116
2019-09-09 19:15:00;54;143;44;26;12;94;108
2019-09-09 19:30:00;57;142;39;40;14;111;107
2019-09-09 19:45:00;45;139;38;25;9;89;102
2019-09-09 20:00:00;57;123;37;32;7;107;104
2019-09-09 20:15:00;47;116;38;36;8;80;87
2019-09-09 20:30:00;37;93;29;18;16;55;63
2019-09-09 20:45:00;48;94;33;18;5;38;50
2019-09-09 21:00:00;63;126;30;19;9;50;53
2019-09-09 21:15:00;59;113;28;19;8;44;51
2019-09-09 21:30:00;44;88;26;17;6;43;48
2019-09-09 21:45:00;28;67;19;13;2;67;76
2019-09-09 22:00:00;25;68;17;7;6;89;102
2019-09-09 22:15:00;24;64;22;19;3;55;71
2019-09-09 22:30:00;25;50;16;11;2;30;36
2019-09-09 22:45:00;20;46;14;9;6;27;22
2019-09-09 23:00:00;18;38;10;8;2;22;34
2019-09-09 23:15:00;7;22;4;3;1;19;18
2019-09-09 23:30:00;11;23;4;3;2;17;21
2019-09-09 23:45:00;11;21;3;3;0;13;12
