DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DC1);7(DC2);8(DD1);9(DD2);10(DD3);11(TAFBA);12(TAFBA2);13(TAFBB);14(TAFBC);15(TAFBC2);16(TAFBD);17(TAFBE)
2020-09-10 00:00:00;6;1;1;5;0;4;1;7;4;2;0;0;0;0;0;0;0
2020-09-10 00:15:00;7;1;3;4;2;3;2;1;2;3;0;0;0;0;0;0;0
2020-09-10 00:30:00;4;2;3;1;1;1;1;3;5;3;0;0;0;0;0;0;0
2020-09-10 00:45:00;9;2;1;2;0;0;5;3;4;7;0;0;0;0;0;0;0
2020-09-10 01:00:00;5;3;0;0;2;2;1;3;5;2;0;0;0;0;0;0;0
2020-09-10 01:15:00;3;1;0;1;1;0;0;1;4;1;0;0;0;0;0;0;0
2020-09-10 01:30:00;5;0;2;1;1;0;0;3;1;2;0;0;0;0;0;0;0
2020-09-10 01:45:00;5;3;2;1;0;1;1;1;6;2;0;0;0;0;0;0;0
2020-09-10 02:00:00;3;0;0;1;0;0;0;0;3;3;0;0;0;0;0;0;0
2020-09-10 02:15:00;7;0;1;0;0;0;0;0;5;2;0;0;0;0;0;0;0
2020-09-10 02:30:00;2;0;0;0;1;0;1;2;3;2;0;0;0;0;0;0;0
2020-09-10 02:45:00;2;0;2;1;0;0;0;0;1;1;0;0;0;0;0;0;0
2020-09-10 03:00:00;1;0;1;2;1;0;1;2;3;3;0;0;0;0;0;0;0
2020-09-10 03:15:00;1;1;1;0;0;0;2;0;4;2;0;0;0;0;0;0;0
2020-09-10 03:30:00;2;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0
2020-09-10 03:45:00;2;3;1;0;0;1;2;5;6;2;0;0;0;0;0;0;0
2020-09-10 04:00:00;4;1;0;1;0;0;0;0;3;3;0;0;7;0;0;0;0
2020-09-10 04:15:00;6;2;1;0;0;0;1;4;5;1;0;0;0;0;0;0;0
2020-09-10 04:30:00;10;1;1;2;0;1;1;2;4;5;0;0;0;0;0;0;0
2020-09-10 04:45:00;27;2;5;15;0;0;5;4;8;7;0;0;0;0;0;0;0
2020-09-10 05:00:00;64;4;20;28;0;3;9;6;18;7;0;0;0;0;0;0;0
2020-09-10 05:15:00;119;9;33;81;0;2;11;11;10;13;0;0;0;0;0;0;0
2020-09-10 05:30:00;112;3;52;57;4;7;11;24;28;24;0;0;0;0;0;0;0
2020-09-10 05:45:00;46;7;33;48;6;2;12;77;56;87;0;0;0;0;0;0;0
2020-09-10 06:00:00;41;12;22;24;1;6;15;73;60;95;0;0;0;0;0;0;0
2020-09-10 06:15:00;43;11;30;32;11;11;21;30;39;37;0;0;0;0;0;0;0
2020-09-10 06:30:00;55;15;42;52;8;7;28;39;34;45;2;0;1;0;10;0;0
2020-09-10 06:45:00;62;17;39;51;11;9;30;30;37;32;0;0;8;0;0;0;0
2020-09-10 07:00:00;52;9;46;47;4;4;20;27;20;26;0;0;0;0;0;0;0
2020-09-10 07:15:00;61;17;35;48;9;27;14;60;73;29;0;0;0;0;0;0;0
2020-09-10 07:30:00;71;27;46;46;16;15;29;52;53;40;0;0;0;9;12;0;0
2020-09-10 07:45:00;79;13;66;87;20;15;48;38;31;33;1;0;0;0;1;0;0
2020-09-10 08:00:00;67;26;67;68;16;7;35;28;35;30;0;0;0;0;3;0;0
