DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DE1);9(DE2);10(DE3);11(DF1);12(DG1)
2020-09-29 00:00:00;16;8;1;3;4;7;18;5;7;0;0;1
2020-09-29 00:15:00;13;7;2;3;9;12;13;8;8;1;0;2
2020-09-29 00:30:00;12;7;2;4;16;12;14;14;12;0;0;0
2020-09-29 00:45:00;8;3;0;1;7;14;9;5;13;0;0;0
2020-09-29 01:00:00;4;4;1;2;3;5;3;3;2;0;0;0
2020-09-29 01:15:00;7;3;0;1;5;6;7;4;5;0;0;0
2020-09-29 01:30:00;9;6;0;2;4;3;10;4;4;1;0;1
2020-09-29 01:45:00;7;4;2;4;2;2;6;2;2;0;0;0
2020-09-29 02:00:00;10;6;0;1;2;8;12;4;4;1;0;0
2020-09-29 02:15:00;8;5;0;2;2;0;8;2;0;0;0;0
2020-09-29 02:30:00;11;8;0;1;3;3;11;4;3;1;0;0
2020-09-29 02:45:00;7;4;0;0;3;10;8;3;4;0;0;1
2020-09-29 03:00:00;6;4;0;1;4;3;6;4;4;0;0;0
2020-09-29 03:15:00;9;3;0;2;3;6;10;4;6;2;0;0
2020-09-29 03:30:00;8;3;0;2;2;9;8;3;9;1;0;0
2020-09-29 03:45:00;11;5;0;3;8;5;11;8;4;1;0;0
2020-09-29 04:00:00;10;4;0;0;5;4;10;6;6;1;0;1
2020-09-29 04:15:00;18;2;1;0;5;6;19;6;7;1;0;0
2020-09-29 04:30:00;19;9;2;2;11;13;18;11;15;0;0;1
2020-09-29 04:45:00;32;13;1;2;22;35;33;23;34;0;0;0
2020-09-29 05:00:00;49;15;1;1;41;46;48;40;37;0;0;1
2020-09-29 05:15:00;56;11;2;2;69;94;55;75;75;1;0;6
2020-09-29 05:30:00;96;18;10;8;74;108;92;83;82;3;0;6
2020-09-29 05:45:00;134;24;7;11;54;83;134;61;73;1;0;6
2020-09-29 06:00:00;154;37;6;13;55;73;151;56;62;0;0;6
2020-09-29 06:15:00;228;35;10;15;75;88;229;81;84;2;0;9
2020-09-29 06:30:00;186;34;12;15;96;156;198;105;121;2;1;10
2020-09-29 06:45:00;167;34;12;19;105;164;179;107;149;1;0;16
2020-09-29 07:00:00;180;31;19;18;155;212;205;129;180;2;0;10
2020-09-29 07:15:00;215;48;23;38;128;219;258;156;206;1;1;14
