DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DD1);10(DD2);11(TAFGC)
2020-06-04 00:00:00;4;3;1;0;0;12;0;12;0;0;0
2020-06-04 00:15:00;8;0;0;0;0;6;2;6;0;2;0
2020-06-04 00:30:00;1;1;1;0;0;3;0;3;2;1;0
2020-06-04 00:45:00;1;1;1;0;0;8;0;8;1;1;0
2020-06-04 01:00:00;3;0;0;0;0;3;4;3;0;0;0
2020-06-04 01:15:00;4;2;2;0;0;4;0;4;0;0;0
2020-06-04 01:30:00;2;0;0;0;0;2;3;2;0;1;0
2020-06-04 01:45:00;5;0;0;0;0;2;1;2;1;5;0
2020-06-04 02:00:00;2;0;0;0;0;2;0;2;0;0;0
2020-06-04 02:15:00;4;2;0;0;0;3;0;3;1;1;0
2020-06-04 02:30:00;2;2;2;0;0;7;1;7;0;2;0
2020-06-04 02:45:00;3;1;0;0;0;5;2;5;1;2;0
2020-06-04 03:00:00;2;0;0;0;0;1;3;1;1;4;0
2020-06-04 03:15:00;6;3;2;0;0;4;3;4;2;3;0
2020-06-04 03:30:00;8;3;5;0;0;4;3;5;3;4;0
2020-06-04 03:45:00;4;1;1;2;0;4;7;4;1;2;0
2020-06-04 04:00:00;11;1;1;0;0;8;5;8;1;2;0
2020-06-04 04:15:00;5;3;4;0;0;5;2;5;1;3;0
2020-06-04 04:30:00;10;0;1;0;0;8;5;8;2;2;0
2020-06-04 04:45:00;20;5;2;0;0;12;6;12;1;1;0
2020-06-04 05:00:00;51;4;2;0;0;22;3;22;3;3;0
2020-06-04 05:15:00;50;0;0;0;0;23;2;23;1;3;0
2020-06-04 05:30:00;70;9;6;0;0;45;4;45;3;3;0
2020-06-04 05:45:00;86;4;4;0;1;39;5;39;2;7;0
2020-06-04 06:00:00;31;0;0;0;0;37;5;37;0;0;0
2020-06-04 06:15:00;14;0;0;0;0;13;1;13;1;2;0
2020-06-04 06:30:00;176;5;2;0;1;77;7;77;2;4;0
2020-06-04 06:45:00;208;5;4;0;3;72;10;72;2;2;0
2020-06-04 07:00:00;146;4;0;0;1;60;14;60;8;4;0
2020-06-04 07:15:00;187;3;0;0;1;54;13;54;7;3;0
2020-06-04 07:30:00;181;5;0;1;1;62;10;62;2;8;1
2020-06-04 07:45:00;182;4;4;0;1;60;18;60;6;6;6
2020-06-04 08:00:00;142;5;2;0;2;49;20;50;11;6;0
2020-06-04 08:30:00;105;0;0;0;1;69;12;69;16;6;0
2020-06-04 08:45:00;91;1;1;0;1;60;17;60;6;5;0
2020-06-04 09:00:00;94;5;1;1;1;76;17;77;23;9;0
2020-06-04 09:15:00;138;1;1;1;1;69;20;70;17;13;0
2020-06-04 09:30:00;111;3;1;0;3;67;31;66;37;9;0
2020-06-04 09:45:00;138;4;2;0;1;75;19;76;23;11;2
2020-06-04 10:00:00;126;4;2;0;3;84;34;85;26;11;0
2020-06-04 10:15:00;123;1;0;1;0;79;26;78;27;11;0
2020-06-04 10:30:00;107;1;2;0;0;123;35;98;22;9;0
2020-06-04 10:45:00;126;6;4;0;1;82;26;83;33;17;0
2020-06-04 11:00:00;108;2;0;0;2;113;34;111;20;13;0
2020-06-04 11:15:00;127;1;0;0;1;96;37;97;23;16;0
2020-06-04 11:30:00;93;3;1;0;1;118;31;118;25;18;0
2020-06-04 11:45:00;111;4;5;1;2;107;29;107;29;13;0
2020-06-04 12:00:00;111;1;0;1;4;118;38;118;24;15;3
2020-06-04 12:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-04 12:30:00;104;4;4;1;1;95;31;95;35;12;1
2020-06-04 12:45:00;128;1;2;1;6;112;33;112;27;11;1
2020-06-04 13:00:00;114;2;1;0;0;114;22;114;27;12;0
2020-06-04 13:15:00;131;2;2;0;0;109;28;109;23;10;0
2020-06-04 13:30:00;123;4;2;0;3;120;33;121;29;8;0
2020-06-04 13:45:00;144;3;1;0;0;112;22;111;23;12;0
2020-06-04 14:00:00;134;1;1;0;0;129;23;127;26;11;3
2020-06-04 14:15:00;140;1;0;0;0;154;40;155;24;15;0
2020-06-04 14:30:00;144;3;2;0;1;157;32;155;23;14;0
2020-06-04 14:45:00;138;2;1;0;2;156;23;156;25;15;0
2020-06-04 15:00:00;135;0;0;1;1;156;34;155;30;15;1
2020-06-04 15:15:00;147;2;2;0;2;161;32;162;24;9;0
2020-06-04 15:30:00;178;3;0;0;0;154;24;152;24;10;3
2020-06-04 15:45:00;129;0;0;0;0;165;25;165;16;12;0
2020-06-04 16:00:00;143;1;1;0;3;201;23;200;23;16;1
2020-06-04 16:15:00;164;6;3;0;0;185;22;185;20;11;0
2020-06-04 16:30:00;135;3;3;1;0;219;28;218;27;11;0
2020-06-04 16:45:00;138;3;2;0;3;208;18;208;10;16;0
2020-06-04 17:00:00;146;2;1;0;0;206;19;205;23;13;0
2020-06-04 17:15:00;131;4;4;0;0;173;13;172;14;7;2
2020-06-04 17:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-04 17:45:00;93;2;1;0;1;148;16;147;14;4;0
2020-06-04 18:00:00;91;2;1;0;3;150;16;150;17;6;0
2020-06-04 18:15:00;83;4;3;0;0;130;14;130;10;4;0
2020-06-04 18:30:00;63;5;2;0;0;103;10;103;6;11;0
2020-06-04 18:45:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-04 19:00:00;50;3;2;0;0;83;4;83;3;2;0
2020-06-04 19:15:00;47;1;2;0;0;79;5;79;5;3;0
2020-06-04 19:30:00;28;1;1;0;1;55;5;54;1;1;0
2020-06-04 19:45:00;33;5;2;0;1;53;6;53;2;0;0
2020-06-04 20:00:00;29;4;2;0;0;44;2;45;1;1;0
2020-06-04 20:15:00;34;4;6;0;0;41;4;40;2;0;0
2020-06-04 20:30:00;34;3;3;0;0;46;5;45;5;2;0
2020-06-04 20:45:00;27;3;2;0;0;31;1;31;0;0;0
2020-06-04 21:00:00;44;8;4;0;0;36;6;36;0;1;0
2020-06-04 21:15:00;31;4;4;0;0;29;2;29;0;1;0
2020-06-04 21:30:00;13;3;1;0;0;18;3;18;1;1;0
2020-06-04 21:45:00;15;3;1;0;0;31;0;31;0;0;0
2020-06-04 22:00:00;26;1;1;0;0;38;2;37;0;2;0
2020-06-04 22:15:00;22;5;1;0;2;28;4;28;3;1;0
2020-06-04 22:30:00;14;3;2;0;0;20;2;19;2;2;0
2020-06-04 22:45:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-04 23:00:00;23;4;3;0;0;6;2;6;1;0;0
2020-06-04 23:15:00;12;0;0;0;1;7;3;7;1;3;1
2020-06-04 23:30:00;14;5;3;0;0;12;7;12;0;0;0
2020-06-04 23:45:00;6;2;1;2;1;6;1;6;1;2;0
