DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DDR1);7(DDL1)
2020-01-03 00:00:00;18;10;15;2;3;1;2
2020-01-03 00:15:00;26;6;21;5;3;5;4
2020-01-03 00:30:00;11;13;15;4;6;3;2
2020-01-03 00:45:00;18;6;18;2;4;3;5
2020-01-03 01:00:00;15;5;11;4;2;1;3
2020-01-03 01:15:00;22;9;19;3;3;4;4
2020-01-03 01:30:00;10;5;8;5;5;1;2
2020-01-03 01:45:00;10;6;15;3;5;4;3
2020-01-03 02:00:00;12;3;9;0;4;6;1
2020-01-03 02:15:00;6;5;15;2;0;1;4
2020-01-03 02:30:00;3;5;11;0;1;5;3
2020-01-03 02:45:00;6;2;9;2;2;3;4
2020-01-03 03:00:00;12;6;11;0;1;8;2
2020-01-03 03:15:00;6;6;12;3;3;4;3
2020-01-03 03:30:00;4;2;4;1;0;3;2
2020-01-03 03:45:00;4;2;6;2;3;1;3
2020-01-03 04:00:00;7;0;7;2;4;4;1
2020-01-03 04:15:00;6;10;8;1;1;3;4
2020-01-03 04:30:00;11;4;16;3;2;2;3
2020-01-03 04:45:00;7;7;23;3;1;1;0
2020-01-03 05:00:00;17;9;17;7;0;1;0
2020-01-03 05:15:00;15;15;41;17;0;2;0
2020-01-03 05:30:00;40;15;59;18;1;2;2
2020-01-03 05:45:00;25;19;55;14;1;1;0
2020-01-03 06:00:00;38;22;44;16;2;0;1
2020-01-03 06:15:00;43;20;46;21;4;0;1
2020-01-03 06:30:00;47;23;65;19;0;0;0
2020-01-03 06:45:00;61;30;60;26;7;0;1
2020-01-03 07:00:00;59;42;70;32;6;1;1
2020-01-03 07:15:00;64;32;66;26;0;0;1
2020-01-03 07:30:00;72;43;90;32;8;1;0
2020-01-03 07:45:00;84;41;84;44;7;1;0
2020-01-03 08:00:00;80;46;88;37;9;0;0
2020-01-03 08:15:00;78;54;102;44;3;1;1
2020-01-03 08:30:00;88;53;86;44;9;0;0
2020-01-03 08:45:00;81;62;112;52;10;1;1
2020-01-03 09:00:00;66;51;120;53;7;2;1
2020-01-03 09:15:00;92;66;89;53;7;2;1
2020-01-03 09:30:00;99;70;114;74;7;4;0
2020-01-03 09:45:00;124;70;146;74;8;3;1
2020-01-03 10:00:00;98;78;145;75;5;2;0
2020-01-03 10:15:00;104;82;142;75;5;2;0
2020-01-03 10:30:00;140;100;157;72;3;2;0
2020-01-03 10:45:00;131;96;150;76;10;2;2
2020-01-03 11:00:00;125;86;148;67;5;1;1
2020-01-03 11:15:00;140;117;136;76;8;5;1
2020-01-03 11:30:00;140;113;163;78;7;1;0
2020-01-03 11:45:00;140;105;171;99;4;5;1
2020-01-03 12:00:00;159;114;167;100;8;4;3
2020-01-03 12:15:00;130;91;156;103;9;3;4
2020-01-03 12:30:00;138;105;166;91;8;2;1
2020-01-03 12:45:00;137;100;182;95;3;4;1
2020-01-03 13:00:00;151;98;178;79;6;3;3
2020-01-03 13:15:00;149;121;203;109;9;3;3
2020-01-03 13:30:00;153;114;155;84;6;2;3
2020-01-03 13:45:00;179;106;155;106;14;0;4
2020-01-03 14:00:00;153;122;182;99;18;4;6
2020-01-03 14:15:00;161;88;177;130;9;9;5
2020-01-03 14:30:00;169;133;188;113;9;3;3
2020-01-03 14:45:00;174;142;172;119;11;3;2
2020-01-03 15:00:00;137;95;156;88;4;7;4
2020-01-03 15:15:00;168;114;155;93;4;1;5
2020-01-03 15:30:00;164;111;170;110;9;3;2
2020-01-03 15:45:00;159;139;160;91;6;2;3
2020-01-03 16:00:00;176;110;183;101;5;7;2
2020-01-03 16:15:00;166;121;162;97;4;7;2
2020-01-03 16:30:00;151;135;159;98;4;2;3
2020-01-03 16:45:00;167;113;164;110;5;2;2
2020-01-03 17:00:00;183;111;179;96;7;3;2
2020-01-03 17:15:00;154;108;167;76;5;2;1
2020-01-03 17:30:00;145;111;192;102;8;4;1
2020-01-03 17:45:00;154;119;171;99;8;6;3
2020-01-03 18:00:00;135;97;163;111;7;5;5
2020-01-03 18:15:00;128;95;158;119;3;7;2
2020-01-03 18:30:00;132;90;171;93;6;3;2
2020-01-03 18:45:00;133;85;146;87;5;2;5
2020-01-03 19:00:00;137;69;145;70;3;3;4
2020-01-03 19:15:00;104;76;90;41;6;3;4
2020-01-03 19:30:00;86;67;102;45;2;4;2
2020-01-03 19:45:00;93;66;90;44;2;0;2
2020-01-03 20:00:00;96;46;90;40;1;2;1
2020-01-03 20:15:00;106;76;86;38;4;0;1
2020-01-03 20:30:00;63;56;87;41;3;1;2
2020-01-03 20:45:00;66;34;83;41;3;2;3
2020-01-03 21:00:00;61;43;85;37;2;2;4
2020-01-03 21:15:00;61;37;58;24;4;0;3
2020-01-03 21:30:00;66;26;52;15;6;2;0
2020-01-03 21:45:00;89;58;57;32;8;3;1
2020-01-03 22:00:00;154;128;68;41;7;2;1
2020-01-03 22:15:00;119;73;76;38;5;3;1
2020-01-03 22:30:00;55;37;51;25;2;1;0
2020-01-03 22:45:00;69;28;55;19;0;1;2
2020-01-03 23:00:00;48;30;37;15;3;1;4
2020-01-03 23:15:00;54;28;48;14;4;2;3
2020-01-03 23:30:00;24;15;24;16;5;2;0
2020-01-03 23:45:00;32;24;30;19;5;3;1
